SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,prefix,ProbabilityWeight-TES_capacity,ProbabilityWeight-Charger_capacity,PointProbability
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,282325893.638,3103440.92954,282441064.187,288842316.672,275607531.284,278111640.51,287549891.807,16.0,9.63134560314e+12,0.0952380952381,0.00108225108225,11,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,287714219.258,1889243.33257,287651301.664,291175043.622,284040875.239,284557538.292,290380472.684,18.0,3.56924036966e+12,0.0952380952381,0.000649350649351,12,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,288185270.163,1643999.73774,288333211.922,291474171.129,283378557.444,286329690.603,290206512.427,19.0,2.70273513769e+12,0.0952380952381,0.0004329004329,13,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,291631821.07,2950136.58233,291518682.481,297198688.816,286604154.76,287820201.088,296216087.181,17.0,8.70330585439e+12,0.0952380952381,0.0004329004329,14,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,293101282.224,2603654.27571,293593636.633,296635992.506,287541950.189,288580032.209,296250346.43,20.0,6.77901558742e+12,0.0952380952381,0.0004329004329,15,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,294407704.822,2249741.82142,294191358.353,298603915.527,291077700.165,291094807.07,297562468.196,18.0,5.06133826303e+12,0.0952380952381,0.000255411255411,16,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,296859036.468,2994035.69083,297134665.147,301732864.931,291867119.984,292645325.146,301134369.462,18.0,8.96424971797e+12,0.0952380952381,0.00021645021645,17,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-380.0,-203.0,1300.0,-203.0,-1e+200,298361349.34,2573400.76413,298501197.765,301830971.482,292360342.767,294595736.719,301756071.238,20.0,6.62239149283e+12,0.0952380952381,0.000177489177489,18,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,300.0,-203.0,-1e+200,267657015.626,2018905.00898,268005157.531,271713888.022,263218503.24,264839470.823,270063766.955,15.0,4.07597743528e+12,0.0952380952381,0.000649350649351,19,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,279165231.403,2873530.09622,278766205.513,282649892.117,273887998.22,274888601.267,282573522.348,17.0,8.25717521391e+12,0.0952380952381,0.00108225108225,20,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,284298455.124,2325631.06544,283788792.438,288065351.812,279473458.814,280047074.15,287563262.697,19.0,5.40855985255e+12,0.0952380952381,0.000649350649351,21,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,286544319.898,2503465.99243,286699375.755,290090272.699,280656705.994,282531117.445,289539167.905,18.0,6.26734197524e+12,0.0952380952381,0.0004329004329,22,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,288108753.883,2031790.06095,288059433.029,291818780.943,283779572.248,285209523.828,291172065.539,20.0,4.12817085179e+12,0.0952380952381,0.0004329004329,23,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,290023982.015,2335310.42156,290436572.646,293792232.406,286725462.921,287031533.94,293572578.677,19.0,5.45367476506e+12,0.0952380952381,0.0004329004329,24,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,291123340.703,2518635.83764,289777334.464,296987351.797,287848016.263,288712960.108,295428438.807,19.0,6.34352648265e+12,0.0952380952381,0.000255411255411,25,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,292282630.33,2967369.17723,292919900.388,297349905.043,288139051.973,288644498.379,297253938.57,17.0,8.80527983396e+12,0.0952380952381,0.00021645021645,26,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-360.0,-203.0,1300.0,-203.0,-1e+200,293543595.784,2766951.23265,293228283.637,298929004.548,288446991.157,289267063.461,298453679.71,19.0,7.65601912384e+12,0.0952380952381,0.000177489177489,27,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,300.0,-203.0,-1e+200,266939739.429,1186722.05089,266817363.567,269517800.635,265157032.917,265306757.851,268519874.624,13.0,1.40830922607e+12,0.0952380952381,0.000649350649351,28,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,600.0,-203.0,-1e+200,276835599.857,2544778.50138,275752885.738,281416300.749,273399042.119,273638557.804,280731405.564,18.0,6.47589762109e+12,0.0952380952381,0.00108225108225,29,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,800.0,-203.0,-1e+200,280514458.027,3128226.78021,280984493.269,286686626.885,273721759.345,275361147.298,284021908.82,16.0,9.78580278845e+12,0.0952380952381,0.000649350649351,30,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,900.0,-203.0,-1e+200,283324732.046,2804682.63802,282822188.365,288083446.217,278291192.304,278981073.158,287881096.013,17.0,7.8662447e+12,0.0952380952381,0.0004329004329,31,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,1000.0,-203.0,-1e+200,285052984.852,2269275.50274,284996675.11,289359190.421,281650171.846,281891717.627,289259532.556,20.0,5.14961130732e+12,0.0952380952381,0.0004329004329,32,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,1100.0,-203.0,-1e+200,285274008.189,2147408.95224,284446320.555,289873014.605,282453805.049,282948563.732,288570348.426,17.0,4.61136520817e+12,0.0952380952381,0.0004329004329,33,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,1200.0,-203.0,-1e+200,286993918.928,2303721.8154,287063520.436,290348833.803,282582809.949,283359944.129,289779255.35,20.0,5.30713420276e+12,0.0952380952381,0.000255411255411,34,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,1218.0,-203.0,-1e+200,287673896.656,2054811.17296,287822744.289,292116458.289,284220970.621,285106429.675,291091846.251,18.0,4.22224895652e+12,0.0952380952381,0.00021645021645,35,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,287852814.961,2020392.30696,287847307.05,291274478.752,283454554.112,285578367.114,291142058.84,19.0,4.08198507403e+12,0.0952380952381,0.000177489177489,36,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,300.0,-203.0,-1e+200,263919555.664,2366308.21759,263265769.06,268615778.906,261133023.414,261144677.918,267688807.899,12.0,5.59941458063e+12,0.0952380952381,0.000649350649351,37,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,272237532.392,2115620.64809,272374792.783,275782443.031,268554068.531,269392835.489,275408271.454,14.0,4.4758507266e+12,0.0952380952381,0.00108225108225,38,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,275240145.287,2025291.37251,275192408.18,279481319.645,271824612.975,272175840.628,279166238.654,17.0,4.10180514355e+12,0.0952380952381,0.000649350649351,39,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,276894150.48,2176359.64357,276785239.334,280569600.769,273113276.397,273839760.985,279946884.891,19.0,4.73654129816e+12,0.0952380952381,0.0004329004329,40,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,278350521.785,3147914.65838,278207633.368,283974124.976,273583360.997,274546428.346,283344408.335,17.0,9.90936669642e+12,0.0952380952381,0.0004329004329,41,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,281507175.027,2019138.91801,281289753.634,284402218.724,278422731.378,278616378.506,283928705.923,18.0,4.07692197022e+12,0.0952380952381,0.0004329004329,42,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,282224723.81,3070639.33773,282187767.416,287351341.28,276264566.161,277774489.488,287104918.59,16.0,9.4288259424e+12,0.0952380952381,0.000255411255411,43,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,282393290.719,2984714.62973,283295272.827,286208516.979,277009149.297,277816523.595,285911525.392,16.0,8.90852142091e+12,0.0952380952381,0.00021645021645,44,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,284295682.51,2548282.64699,284538578.739,289019139.949,279878282.521,280987203.609,288730610.494,16.0,6.49374444896e+12,0.0952380952381,0.000177489177489,45,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,300.0,-203.0,-1e+200,263047398.38,2532548.08052,262756999.337,266586099.952,259736243.593,259918287.572,266514213.435,8.0,6.41379978015e+12,0.0952380952381,0.000649350649351,46,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,269408714.592,2375895.28008,270571257.43,272324866.826,265362707.155,266013939.432,271922736.387,12.0,5.6448783819e+12,0.0952380952381,0.00108225108225,47,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,272501412.962,3145173.54931,270930362.459,278448628.856,269273685.682,269613973.626,277232302.145,7.0,9.89211665526e+12,0.0952380952381,0.000649350649351,48,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,272522743.481,2010227.92658,273495439.776,275212314.778,269137816.518,269343765.394,274878680.468,13.0,4.0410163168e+12,0.0952380952381,0.0004329004329,49,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,273479575.785,2952767.82201,273800101.192,278672499.511,267546371.61,269076267.046,277976112.613,14.0,8.7188378107e+12,0.0952380952381,0.0004329004329,50,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,275545324.357,2285585.22895,276008822.329,277780692.878,272382959.892,272874380.273,277567371.28,4.0,5.22389983879e+12,0.0952380952381,0.0004329004329,51,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,276646852.993,2657049.21689,276896993.798,281051289.717,272652582.983,273114163.167,280802404.579,11.0,7.05991054096e+12,0.0952380952381,0.000255411255411,52,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,277265211.324,1619011.48425,277171160.353,280774535.046,274591383.976,275136594.008,279636288.71,10.0,2.62119818614e+12,0.0952380952381,0.00021645021645,53,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,277513139.999,2418939.53494,277496616.037,281181125.57,273937883.297,274426889.266,280822925.811,12.0,5.85126847372e+12,0.0952380952381,0.000177489177489,54,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,300.0,-203.0,-1e+200,260983652.456,1424600.5167,261107587.582,262509233.21,258556145.642,258877998.158,262389986.105,7.0,2.02948663218e+12,0.0952380952381,0.000649350649351,55,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,600.0,-203.0,-1e+200,263964404.318,2106084.64768,263744948.449,267493785.052,261439838.844,261715124.364,266825819.836,6.0,4.43559254317e+12,0.0952380952381,0.00108225108225,56,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,800.0,-203.0,-1e+200,269011065.892,4515736.82176,269011065.892,272204174.02,265817957.763,266137268.576,271884863.207,2.0,2.03918790434e+13,0.0952380952381,0.000649350649351,57,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,900.0,-203.0,-1e+200,266776047.675,2937279.90279,265623776.143,271583937.736,262359227.816,263230906.523,270843208.368,9.0,8.62761322732e+12,0.0952380952381,0.0004329004329,58,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,1000.0,-203.0,-1e+200,267605040.179,2193158.1559,267935657.59,270189149.252,264192208.446,264718370.238,270167908.442,7.0,4.80994269679e+12,0.0952380952381,0.0004329004329,59,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,1100.0,-203.0,-1e+200,268554725.995,1486852.4181,268119531.14,270692913.978,267286927.721,267382918.232,270335806.555,4.0,2.21073011322e+12,0.0952380952381,0.0004329004329,60,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,1200.0,-203.0,-1e+200,270930365.198,1822884.29019,270990295.534,274214924.459,267952423.597,268273643.115,273251409.559,9.0,3.32290713543e+12,0.0952380952381,0.000255411255411,61,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,1218.0,-203.0,-1e+200,270290992.464,1740411.39356,270986999.977,271721076.314,266374651.988,267424132.125,271558775.946,8.0,3.02903181883e+12,0.0952380952381,0.00021645021645,62,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-280.0,-203.0,1300.0,-203.0,-1e+200,270083345.006,1590091.08412,270402428.63,271650598.069,267877924.695,268230322.584,271489650.354,4.0,2.5283896558e+12,0.0952380952381,0.000177489177489,63,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,300.0,-203.0,-1e+200,255478228.294,2504564.73722,255379121.974,259632571.116,251675611.28,252029543.158,258725222.712,12.0,6.27284452293e+12,0.0952380952381,0.000649350649351,64,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,600.0,-203.0,-1e+200,258743466.56,2722512.65576,258793360.864,262728520.3,255166769.837,255336627.933,262492580.335,8.0,7.41207516075e+12,0.0952380952381,0.00108225108225,65,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,800.0,-203.0,-1e+200,259560928.19,2312064.64888,259007516.087,264361879.931,256967508.368,257081235.127,263032755.182,9.0,5.34564294062e+12,0.0952380952381,0.000649350649351,66,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,900.0,-203.0,-1e+200,260369854.942,2106318.68226,259890383.197,263777555.34,257617136.521,257766406.764,263533860.465,9.0,4.43657839125e+12,0.0952380952381,0.0004329004329,67,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,1000.0,-203.0,-1e+200,261189827.279,2450487.97868,261158547.104,264808675.102,256258806.989,257782002.482,264451959.51,9.0,6.00489133366e+12,0.0952380952381,0.0004329004329,68,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,1100.0,-203.0,-1e+200,262828888.736,2437942.88284,263027038.126,266756627.915,258739258.045,259271432.949,265899619.447,10.0,5.94356550001e+12,0.0952380952381,0.0004329004329,69,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,1200.0,-203.0,-1e+200,263599434.454,2358773.92395,264039827.561,266547520.514,260277435.013,260610075.741,266426120.313,10.0,5.56381442429e+12,0.0952380952381,0.000255411255411,70,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,1218.0,-203.0,-1e+200,262798515.471,2581948.15256,263777953.536,265706602.004,259072069.243,259093117.276,265316428.4,10.0,6.66645626252e+12,0.0952380952381,0.00021645021645,71,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-260.0,-203.0,1300.0,-203.0,-1e+200,263870645.739,2050944.80418,264722075.35,266095946.152,260847619.843,260945020.685,266000057.55,12.0,4.20637458978e+12,0.0952380952381,0.000177489177489,72,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,300.0,-203.0,-1e+200,249837256.214,1725984.79947,250089032.862,252981528.92,247602628.664,247627449.205,252768166.533,15.0,2.979023528e+12,0.0952380952381,0.000649350649351,73,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,600.0,-203.0,-1e+200,251573927.599,2291174.46001,252321070.312,255027365.328,247791529.353,247906807.614,254182540.405,15.0,5.24948040618e+12,0.0952380952381,0.00108225108225,74,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,800.0,-203.0,-1e+200,252782624.633,1682204.11031,253374396.862,255357353.465,249779324.897,250524177.412,254799421.117,16.0,2.82981066874e+12,0.0952380952381,0.000649350649351,75,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,900.0,-203.0,-1e+200,253572959.92,2437717.96087,254190099.299,257631881.268,248159108.894,249876227.437,256663329.566,13.0,5.94246885677e+12,0.0952380952381,0.0004329004329,76,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,1000.0,-203.0,-1e+200,253816679.408,2055958.81389,253967337.182,256620013.741,250576540.144,251129648.368,256409507.873,18.0,4.22696664442e+12,0.0952380952381,0.0004329004329,77,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,1100.0,-203.0,-1e+200,254285152.158,1809838.87801,254731063.483,257188774.323,250396673.202,251441568.544,256517386.585,20.0,3.27551676434e+12,0.0952380952381,0.0004329004329,78,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,1200.0,-203.0,-1e+200,255696782.872,3225209.83825,255653696.808,262029908.174,250245106.557,250527118.304,261172435.878,19.0,1.04019785008e+13,0.0952380952381,0.000255411255411,79,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,1218.0,-203.0,-1e+200,255273363.851,2520669.41583,255753464.883,258772006.332,249858777.088,250976585.074,258653313.197,20.0,6.35377430388e+12,0.0952380952381,0.00021645021645,80,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-240.0,-203.0,1300.0,-203.0,-1e+200,254161764.481,2658454.7191,253898812.003,259088725.088,249790493.852,250717236.956,257940023.196,19.0,7.06738149353e+12,0.0952380952381,0.000177489177489,81,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,300.0,-203.0,-1e+200,244100173.805,1965764.44916,243514644.065,248290080.397,241274432.69,241465512.846,247082398.038,19.0,3.86422986959e+12,0.0952380952381,0.000649350649351,82,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,600.0,-203.0,-1e+200,243402815.819,1606733.35759,242828943.493,246192368.736,241206919.918,241210610.678,245721127.738,19.0,2.5815920824e+12,0.0952380952381,0.00108225108225,83,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,800.0,-203.0,-1e+200,239564397.919,2541434.24811,240321125.172,244368073.869,234842187.596,235007330.382,243116602.146,19.0,6.45888803745e+12,0.0952380952381,0.000649350649351,84,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,900.0,-203.0,-1e+200,238888208.118,2551327.13366,238572196.277,244200948.362,235137295.74,236131654.209,242766506.796,19.0,6.50927014293e+12,0.0952380952381,0.0004329004329,85,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,1000.0,-203.0,-1e+200,235774864.376,1968753.36678,235828906.668,238820832.303,230136612.902,233015369.652,238247667.47,20.0,3.87598981922e+12,0.0952380952381,0.0004329004329,86,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,1100.0,-203.0,-1e+200,235026409.446,1527990.77424,235232305.455,238637833.856,232184290.118,232799515.355,236827224.336,20.0,2.33475580618e+12,0.0952380952381,0.0004329004329,87,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,1200.0,-203.0,-1e+200,232669533.584,2133617.89453,233092079.268,236601006.877,229065263.87,229312666.421,235177066.807,20.0,4.55232531984e+12,0.0952380952381,0.000255411255411,88,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,1218.0,-203.0,-1e+200,232278454.434,2323991.34368,232500792.581,237660823.378,229031052.567,229041799.309,236105934.357,20.0,5.40093576548e+12,0.0952380952381,0.00021645021645,89,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-220.0,-203.0,1300.0,-203.0,-1e+200,231627699.537,2298040.12351,231998503.914,235593205.001,228290074.229,228384206.193,235069674.836,20.0,5.28098840928e+12,0.0952380952381,0.000177489177489,90,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,300.0,-203.0,-1e+200,226305822.895,1458841.03116,226128156.481,229416882.326,223347915.783,224192319.268,228966030.278,20.0,2.12821715419e+12,0.0714285714286,0.000487012987013,91,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,600.0,-203.0,-1e+200,220334726.806,1961206.82112,219974901.039,224038893.585,217023679.937,217634427.175,223558330.15,19.0,3.84633219522e+12,0.0714285714286,0.000811688311688,92,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,800.0,-203.0,-1e+200,217373543.404,2047422.73586,217157932.0,221865274.57,213075380.194,214904189.061,220261581.188,20.0,4.19193985933e+12,0.0714285714286,0.000487012987013,93,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,900.0,-203.0,-1e+200,215646710.438,1760113.5913,215955010.29,218271916.478,211926378.582,213183757.394,218262341.664,20.0,3.09799985428e+12,0.0714285714286,0.000324675324675,94,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,1000.0,-203.0,-1e+200,213927732.647,1707774.75798,213520078.869,216918056.681,210560265.777,212011848.293,216597259.31,19.0,2.916494624e+12,0.0714285714286,0.000324675324675,95,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,1100.0,-203.0,-1e+200,211594309.785,1984157.60813,211806159.389,214757642.268,207794622.006,208315667.03,214258825.53,20.0,3.93688141392e+12,0.0714285714286,0.000324675324675,96,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,1200.0,-203.0,-1e+200,209985807.999,1671442.95541,209798628.254,213516230.636,207626535.891,207628253.528,211930516.673,20.0,2.7937215532e+12,0.0714285714286,0.000191558441558,97,0.059,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,1218.0,-203.0,-1e+200,210039026.064,1948036.68635,210249007.777,213660292.711,206332183.791,207373646.79,212456383.611,20.0,3.79484693135e+12,0.0714285714286,0.000162337662338,98,0.05,0.0454545454545,1.443001443e-07
203.0,-203.0,-200.0,-203.0,1300.0,-203.0,-1e+200,208806291.582,2242780.85245,208789734.068,214163290.932,204692798.367,205643417.256,212743314.556,20.0,5.03006595211e+12,0.0714285714286,0.000133116883117,99,0.041,0.0454545454545,1.443001443e-07
203.0,-203.0,-190.0,-203.0,300.0,-203.0,-1e+200,215660493.916,1722961.16366,215866368.483,219760047.378,211848033.245,212608503.564,217729369.254,20.0,2.96859517149e+12,0.0238095238095,0.000162337662338,100,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-190.0,-203.0,600.0,-203.0,-1e+200,209529930.861,1765337.44172,209678651.846,213551555.753,206574918.343,206961620.765,212038774.426,20.0,3.11641628313e+12,0.0238095238095,0.000270562770563,101,0.25,0.0454545454545,1.443001443e-07
203.0,-203.0,-190.0,-203.0,800.0,-203.0,-1e+200,204938721.722,2342022.03099,204623504.146,208892101.988,201324967.641,201881895.575,208718663.241,20.0,5.48506719362e+12,0.0238095238095,0.000162337662338,102,0.15,0.0454545454545,1.443001443e-07
203.0,-203.0,-190.0,-203.0,900.0,-203.0,-1e+200,204100560.714,1720371.73203,204106111.401,206861280.676,200189650.138,201124841.193,206805871.931,20.0,2.95967889635e+12,0.0238095238095,0.000108225108225,103,0.1,0.0454545454545,1.443001443e-07
203.0,-203.0,-190.0,-203.0,1000.0,-203.0,-1e+200,201051538.184,1460471.14729,201104009.251,204031185.521,198228234.684,198870888.449,203059362.961,20.0,2.13297597207e+12,0.0238095238095,0.000108225108225,104,0.1,0.0454545454545,1.443001443e-07
