RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__SteamGen__production__reactor_heat,Dispatch__Converter1__production__heat,Dispatch__Converter1__production__reactor_heat,Dispatch__NewBOP__production__heat,Dispatch__NewBOP__production__electricity,Dispatch__Charger__production__reactor_heat,Dispatch__Charger__production__tes_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__Convert2__production__heat,Dispatch__Convert2__production__tes_heat,Dispatch__Grid__production__electricity,price,ProbabilityWeight,prefix,PointProbability
0,2.0,9,2018,1.0,203.0,101.475931167,-101.475931167,-202.999999992,87.4929999966,-101.524068833,101.524068833,1041.62335042,-6.75961023376e-09,-1.1872928008e-09,101.524068825,-101.524068825,-87.4929999966,22.4318167431,1.0,1,1.0
0,2.0,10,2018,1.0,203.0,203.000000008,-203.000000008,-406.000002035,174.986000877,7.56372939445e-09,-7.56372939445e-09,827.642559933,7.99355874312e-09,203.000002027,203.000002028,-203.000002028,-174.986000877,35.4632047538,1.0,1,1.0
0,2.0,11,2018,1.0,203.0,101.47593117,-101.47593117,-203.000000001,87.4930000003,-101.52406883,101.52406883,1041.62335041,5.66828742204e-09,-4.9321330459e-09,101.524068831,-101.524068831,-87.4930000003,23.5015607156,1.0,1,1.0
0,2.0,12,2018,1.0,203.0,4.60012833198e-09,-4.60012833198e-09,-9.2009196803e-09,3.96559638221e-09,-202.999999995,202.999999995,806.244468522,-202.999999986,-4.83308993815e-09,4.60079134832e-09,-4.60079134832e-09,-3.96559638221e-09,22.3134384431,1.0,1,1.0
0,2.0,13,2018,1.0,203.0,101.475931169,-101.475931169,-202.999999997,87.4929999989,-101.524068831,101.524068831,1041.62335041,-2.43862747737e-09,-9.86957138343e-11,101.524068829,-101.524068829,-87.4929999989,21.9247076603,1.0,1,1.0
0,2.0,14,2018,1.0,203.0,1.20592749924e-08,-1.20592749924e-08,-2.41188237121e-08,1.03952130199e-08,-202.999999988,202.999999988,870.438721865,-202.99999997,-5.41741087466e-09,1.20595487197e-08,-1.20595487197e-08,-1.03952130199e-08,19.8492639495,1.0,1,1.0
0,2.0,15,2018,1.0,203.0,101.475931168,-101.475931168,-202.999999996,87.4929999981,-101.524068832,101.524068832,1041.62335042,1.73091754172e-09,-6.18521993453e-09,101.524068827,-101.524068827,-87.4929999981,20.6063329833,1.0,1,1.0
0,2.0,16,2018,1.0,203.0,202.999999995,-202.999999995,-406.000002011,174.986000867,-4.5130887966e-09,4.5130887966e-09,613.661769472,7.93259231431e-09,203.000002003,203.000002016,-203.000002016,-174.986000867,28.5264257869,1.0,1,1.0
0,2.0,17,2018,1.0,203.0,-4.07744699985e-09,4.07744699985e-09,8.14368697404e-09,-3.50992908581e-09,-203.000000004,203.000000004,1020.22525904,-203.000000001,-7.12873415196e-09,-4.06623997419e-09,4.06623997419e-09,3.50992908581e-09,13.6263052718,1.0,1,1.0
0,2.0,18,2018,1.0,203.0,-2.89556594697e-09,2.89556594697e-09,5.77368922342e-09,-2.48846005529e-09,-203.000000003,203.000000003,806.244468559,-202.999999998,-7.64267831812e-09,-2.87812327645e-09,2.87812327645e-09,2.48846005529e-09,19.8795241201,1.0,1,1.0
0,2.0,19,2018,1.0,203.0,185.418416,-185.418416,-379.170667342,163.422557624,-17.5815839995,17.5815839995,641.942371453,7.7915719519e-09,176.170667334,193.752251341,-193.752251341,-163.422557624,26.327148836,1.0,1,1.0
0,3.0,0,2018,1.0,203.0,93.8722307018,-93.8722307018,-180.44444208,77.7715545364,-109.127769298,109.127769298,1041.62335041,-22.5555579128,-7.3348160245e-09,86.5722113781,-86.5722113781,-77.7715545364,79.6400009936,1.0,1,1.0
0,3.0,1,2018,1.0,203.0,-4.14133352587e-09,4.14133352587e-09,8.27309224215e-09,-3.56570275637e-09,-203.000000004,203.000000004,1041.62335042,-203.000000003,-4.87807790487e-09,-4.13175871629e-09,4.13175871629e-09,3.56570275637e-09,20.1682789694,1.0,1,1.0
0,3.0,2,2018,1.0,203.0,203.000000007,-203.000000007,-406.000002033,174.986000876,6.51921269539e-09,-6.51921269539e-09,592.26367806,7.61489848511e-09,203.000002025,203.000002027,-203.000002027,-174.986000876,81.6844367283,1.0,1,1.0
0,3.0,3,2018,1.0,203.0,-3.82368748407e-09,3.82368748407e-09,7.64648667369e-09,-3.29563575636e-09,-203.000000004,203.000000004,1020.22526944,-203.000000001,-6.33717579482e-09,-3.82279918961e-09,3.82279918961e-09,3.29563575636e-09,39.8881619708,1.0,1,1.0
0,3.0,4,2018,1.0,203.0,-4.46653814509e-09,4.46653814509e-09,8.93269187648e-09,-3.84999019876e-09,-203.000000004,203.000000004,1041.62335041,-203.000000001,-7.71050931847e-09,-4.46615373139e-09,4.46615373139e-09,3.84999019876e-09,19.4942343184,1.0,1,1.0
0,3.0,5,2018,1.0,203.0,101.475931169,-101.475931169,-202.999999998,87.4929999991,-101.524068831,101.524068831,1041.62335041,5.32387839465e-09,-7.34204153986e-09,101.524068829,-101.524068829,-87.4929999991,31.9720546658,1.0,1,1.0
0,3.0,6,2018,1.0,203.0,101.475931167,-101.475931167,-202.999999991,87.4929999962,-101.524068833,101.524068833,1041.62335041,-1.76265560363e-09,-6.9866857107e-09,101.524068824,-101.524068824,-87.4929999962,22.2977493674,1.0,1,1.0
0,3.0,7,2018,1.0,203.0,3.15062872836e-06,-3.15062872836e-06,-6.30120442772e-06,2.71581910835e-06,-202.999996849,202.999996849,855.923161926,-202.999993691,-7.47765735168e-09,3.15057569935e-06,-3.15057569935e-06,-2.71581910835e-06,38.559485717,1.0,1,1.0
0,3.0,8,2018,1.0,203.0,-9.93638556893e-10,9.93638556893e-10,1.98392643425e-09,-8.5507229316e-10,-203.000000001,203.000000001,1041.62335041,-202.999999994,-7.97865928761e-09,-9.90287877352e-10,9.90287877352e-10,8.5507229316e-10,30.8659291497,1.0,1,1.0
0,3.0,9,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.8738156614e-09,-9.8738156614e-09,827.642559928,7.27365228455e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,160.944723528,1.0,1,1.0
0,3.0,10,2018,1.0,203.0,93.8722307417,-93.8722307417,-180.444442196,77.7715545864,-109.127769258,109.127769258,849.040640901,-22.5555577962,-7.99355874297e-09,86.572211454,-86.572211454,-77.7715545864,29.4856103542,1.0,1,1.0
0,3.0,11,2018,1.0,203.0,101.475931172,-101.475931172,-203.000000007,87.4930000028,-101.524068828,101.524068828,1041.62335041,7.25903335132e-09,-6.80614515004e-10,101.524068835,-101.524068835,-87.4930000028,26.801349278,1.0,1,1.0
0,3.0,12,2018,1.0,203.0,-2.28499331846e-09,2.28499331846e-09,4.56975451146e-09,-1.96956419444e-09,-203.000000002,203.000000002,998.827178031,-203.0,-4.83308993816e-09,-2.284761193e-09,2.284761193e-09,1.96956419444e-09,19.2843655384,1.0,1,1.0
0,3.0,13,2018,1.0,203.0,189.634803325,-189.634803325,-385.700000006,166.236700003,-13.3651966752,13.3651966752,849.040640903,5.49166556137e-09,182.700000001,196.065196681,-196.065196681,-166.236700003,28.4210623759,1.0,1,1.0
0,3.0,14,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.91520573156e-09,-9.91520573156e-09,656.457931377,5.41741087467e-09,203.000002034,203.00000203,-203.00000203,-174.986000879,148.452401081,1.0,1,1.0
0,3.0,15,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002037,174.986000878,8.71520832259e-09,-8.71520832259e-09,827.642559931,8.35390469091e-09,203.000002029,203.000002029,-203.000002029,-174.986000878,39.8493703502,1.0,1,1.0
0,3.0,16,2018,1.0,203.0,2.52516796604e-09,-2.52516796604e-09,-5.06363014855e-09,2.18242459403e-09,-202.999999997,202.999999997,806.244478972,-202.999999987,-7.93259231431e-09,2.53846218252e-09,-2.53846218252e-09,-2.18242459403e-09,24.2846297766,1.0,1,1.0
0,3.0,17,2018,1.0,203.0,101.475931161,-101.475931161,-202.999999975,87.4929999892,-101.524068839,101.524068839,1020.22525906,-1.83636222974e-08,-6.80533652554e-09,101.524068813,-101.524068813,-87.4929999892,18.4295102704,1.0,1,1.0
0,3.0,18,2018,1.0,203.0,203.000000007,-203.000000007,-406.000002035,174.986000877,7.3389444502e-09,-7.3389444502e-09,592.263678077,7.64267831812e-09,203.000002027,203.000002027,-203.000002027,-174.986000877,26.8520505314,1.0,1,1.0
0,3.0,19,2018,1.0,203.0,203.000000005,-203.000000005,-406.00000203,174.986000875,4.90027321627e-09,-4.90027321627e-09,427.961580976,7.7915719519e-09,203.000002022,203.000002025,-203.000002025,-174.986000875,27.4701065771,1.0,1,1.0
0,4.0,0,2018,1.0,203.0,203.00000001,-203.00000001,-406.000002039,174.986000879,9.7143553455e-09,-9.7143553455e-09,827.642559928,7.81942606382e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,190.73013718,1.0,1,1.0
0,4.0,1,2018,1.0,203.0,185.418416003,-185.418416003,-379.170667345,163.422557626,-17.5815839974,17.5815839974,855.923161842,7.21273828899e-09,176.170667338,193.752251342,-193.752251342,-163.422557626,85.2361481722,1.0,1,1.0
0,4.0,2,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.88721726162e-09,-9.88721726162e-09,378.282887572,7.61489848511e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,238.095492157,1.0,1,1.0
0,4.0,3,2018,1.0,203.0,101.475931176,-101.475931176,-203.00000002,87.4930000086,-101.524068824,101.524068824,1020.22526942,5.68891973259e-09,1.435878362e-08,101.524068844,-101.524068844,-87.4930000086,56.3041460556,1.0,1,1.0
0,4.0,4,2018,1.0,203.0,101.475931168,-101.475931168,-202.999999994,87.4929999975,-101.524068832,101.524068832,1041.62335041,1.12472166121e-09,-7.03138400929e-09,101.524068826,-101.524068826,-87.4929999975,24.1620294003,1.0,1,1.0
0,4.0,5,2018,1.0,203.0,129.170490724,-129.170490724,-277.670657123,119.67605322,-73.8295092758,73.8295092758,962.913566786,8.44752640262e-09,74.6706571142,148.500166398,-148.500166398,-119.67605322,37.4509518312,1.0,1,1.0
0,4.0,6,2018,1.0,203.0,101.47593117,-101.47593117,-203.000000002,87.4930000007,-101.52406883,101.52406883,1041.62335041,6.45891628339e-09,-4.92696191907e-09,101.524068831,-101.524068831,-87.4930000007,26.6302062033,1.0,1,1.0
0,4.0,7,2018,1.0,203.0,203.000000008,-203.000000008,-406.000002036,174.986000878,8.15248093519e-09,-8.15248093519e-09,641.942371442,7.47765735168e-09,203.000002029,203.000002028,-203.000002028,-174.986000878,48.7071581385,1.0,1,1.0
0,4.0,8,2018,1.0,203.0,101.475931177,-101.475931177,-203.000000022,87.4930000095,-101.524068823,101.524068823,1041.62335039,8.1333561509e-09,1.38986245609e-08,101.524068845,-101.524068845,-87.4930000095,42.20778995,1.0,1,1.0
0,4.0,9,2018,1.0,203.0,203.000000007,-203.000000007,-406.000002034,174.986000877,7.08324134138e-09,-7.08324134138e-09,613.661769447,7.27365228456e-09,203.000002027,203.000002027,-203.000002027,-174.986000877,55.686358493,1.0,1,1.0
0,4.0,10,2018,1.0,203.0,101.475931172,-101.475931172,-203.000000008,87.4930000034,-101.524068828,101.524068828,849.040640894,7.51521808679e-09,4.22632654614e-10,101.524068836,-101.524068836,-87.4930000034,32.1310982865,1.0,1,1.0
0,4.0,11,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000878,9.00982455572e-09,-9.00982455572e-09,827.642559922,7.9348223766e-09,203.00000203,203.000002029,-203.000002029,-174.986000878,34.0445412772,1.0,1,1.0
0,4.0,12,2018,1.0,203.0,203.000000008,-203.000000008,-406.000002037,174.986000878,8.40948499003e-09,-8.40948499003e-09,784.846387547,4.83308993822e-09,203.000002032,203.000002028,-203.000002028,-174.986000878,35.9651435409,1.0,1,1.0
0,4.0,13,2018,1.0,203.0,101.475931166,-101.475931166,-202.999999989,87.4929999953,-101.524068834,101.524068834,849.040640914,-7.03272714448e-09,-3.86882604451e-09,101.524068823,-101.524068823,-87.4929999953,26.3312235401,1.0,1,1.0
0,4.0,14,2018,1.0,203.0,101.475931163,-101.475931163,-202.999999981,87.4929999918,-101.524068837,101.524068837,656.457931395,-1.45650287925e-08,-4.3664819872e-09,101.524068818,-101.524068818,-87.4929999918,21.2935656102,1.0,1,1.0
0,4.0,15,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000878,9.11667432055e-09,-9.11667432055e-09,613.661769445,8.35390469091e-09,203.00000203,203.000002029,-203.000002029,-174.986000878,41.9058630523,1.0,1,1.0
0,4.0,16,2018,1.0,203.0,101.47593117,-101.47593117,-202.999999999,87.4929999997,-101.52406883,101.52406883,806.244478974,5.52855519037e-09,-6.15467695015e-09,101.52406883,-101.52406883,-87.4929999997,26.6109467254,1.0,1,1.0
0,4.0,17,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002039,174.986000879,9.45445497614e-09,-9.45445497614e-09,806.244468574,7.12873415204e-09,203.000002032,203.000002029,-203.000002029,-174.986000879,30.9098763562,1.0,1,1.0
0,4.0,18,2018,1.0,203.0,-2.63556940805e-09,2.63556940805e-09,5.2625289717e-09,-2.2681499868e-09,-203.000000003,203.000000003,784.846387587,-202.999999998,-7.64267831812e-09,-2.62695956365e-09,2.62695956365e-09,2.2681499868e-09,17.8413915205,1.0,1,1.0
0,4.0,19,2018,1.0,203.0,203.00000001,-203.00000001,-406.000002039,174.986000879,9.64331570175e-09,-9.64331570175e-09,213.980790489,7.7915719519e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,42.6306078942,1.0,1,1.0
0,5.0,0,2018,1.0,203.0,203.00000001,-203.00000001,-406.000002039,174.986000879,9.7192086698e-09,-9.7192086698e-09,613.661769441,7.81942606382e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,192.157207802,1.0,1,1.0
0,5.0,1,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002039,174.986000879,9.35123737812e-09,-9.35123737812e-09,641.942371356,7.212738289e-09,203.000002031,203.000002029,-203.000002029,-174.986000879,121.867686694,1.0,1,1.0
0,5.0,2,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.84661712367e-09,-9.84661712367e-09,164.302097085,7.61489848511e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,195.307406848,1.0,1,1.0
0,5.0,3,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.93088555865e-09,-9.93088555865e-09,806.244478933,6.33717579495e-09,203.000002034,203.00000203,-203.00000203,-174.986000879,360.121823908,1.0,1,1.0
0,5.0,4,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000879,9.14377236089e-09,-9.14377236089e-09,827.642559928,7.9983624947e-09,203.00000203,203.000002029,-203.000002029,-174.986000879,35.8403362539,1.0,1,1.0
