SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,ProbabilityWeight-Charger_capacity
203.0,-203.0,-380.0,-203.0,400.0,-203.0,-1e+200,396618020.832,27923849.3973,392902281.269,444780844.83,338423627.956,358879768.105,433691721.98,16.0,7.79741365163e+14,3.26605264877e-08,12,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-400.0,-203.0,1300.0,-203.0,-1e+200,447920153.31,24963635.3019,443814389.194,494451005.052,389414439.201,416641057.291,489240025.836,20.0,6.23183087486e+14,3.26605264877e-08,11,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,500.0,-203.0,-1e+200,407856889.483,20494836.5868,411374561.64,439754588.796,378983824.44,381128309.375,438509002.636,16.0,4.20038326718e+14,3.26605264877e-08,13,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,415813219.149,24990129.8794,413694283.124,460154447.658,373016378.861,382678753.515,452241196.338,17.0,6.24506591391e+14,3.26605264877e-08,14,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,700.0,-203.0,-1e+200,411329628.235,23179236.7644,407888764.148,448943032.673,366470839.707,379820295.355,441386393.839,16.0,5.37277016978e+14,3.26605264877e-08,15,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,418503738.743,24774927.8154,415762145.411,470553262.433,381799035.355,385565340.988,463991487.048,15.0,6.13797048257e+14,3.26605264877e-08,16,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,430762083.306,22785693.7999,437559437.82,461497083.405,393443715.972,393664332.889,457323757.604,17.0,5.19187841942e+14,3.26605264877e-08,17,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,424548999.435,26682301.1328,417595643.674,477347031.25,375195662.551,391845739.499,465773251.019,17.0,7.11945193743e+14,3.26605264877e-08,18,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,429296759.868,30693526.9309,429289166.912,487413370.125,376959771.586,379877602.233,467850963.925,17.0,9.4209259546e+14,3.26605264877e-08,19,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,428294942.465,24011156.399,428578822.727,488689354.512,389564349.065,396210745.378,457765430.766,17.0,5.76535631615e+14,3.26605264877e-08,20,0.0655555555556,0.037037037037,5.78091318832e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,435620876.167,29306108.2857,434988295.845,499719013.864,384340945.191,390965191.668,473850380.045,15.0,8.58847982852e+14,3.26605264877e-08,21,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-380.0,-203.0,1300.0,-203.0,-1e+200,434285113.311,28553838.7256,430313515.282,486661504.318,387883408.631,392861154.111,482752431.076,19.0,8.1532170597e+14,3.26605264877e-08,22,0.0455555555556,0.037037037037,4.01724475799e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,400.0,-203.0,-1e+200,398446677.713,20306715.2339,394993393.257,431871991.97,368811063.27,369602757.603,430570032.48,19.0,4.12362683593e+14,3.26605264877e-08,23,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,414930008.961,16467741.5887,418514613.833,453158622.456,388146735.592,392085311.112,440201415.635,16.0,2.71186513034e+14,3.26605264877e-08,24,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,405515542.567,25115118.8961,406340068.868,454342276.858,373853042.697,375845465.378,448461968.843,17.0,6.30769197164e+14,3.26605264877e-08,25,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,416617018.533,24712206.0924,414102896.213,460933929.645,370927917.684,381736181.26,454080076.47,12.0,6.10693129955e+14,3.26605264877e-08,26,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,407622679.264,22122180.7963,414768390.499,438888545.688,370976759.918,373831211.187,432856726.658,16.0,4.89390883186e+14,3.26605264877e-08,27,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,407526990.976,26505743.9996,403450187.953,465013307.647,371608779.17,373617482.608,447704918.167,15.0,7.0255446497e+14,3.26605264877e-08,28,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,423870121.337,25984333.6105,416064262.631,481229397.913,393676286.629,395925835.701,465538927.753,15.0,6.75185593181e+14,3.26605264877e-08,29,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,420387568.6,18046544.9077,423591561.534,456888509.628,388153272.678,393901796.202,444994735.107,19.0,3.25677783106e+14,3.26605264877e-08,30,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,425721639.447,28064950.5529,426519277.407,474035855.296,379849667.345,381404957.491,464921278.632,18.0,7.87641449535e+14,3.26605264877e-08,31,0.0655555555556,0.037037037037,5.78091318832e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,431764577.77,15297214.1545,432083849.194,463943339.236,408040415.614,411994559.708,452920041.206,16.0,2.34004760889e+14,3.26605264877e-08,32,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-360.0,-203.0,1300.0,-203.0,-1e+200,437184011.279,32190462.8891,432419770.1,498315415.693,364504753.113,392300593.512,487738190.67,19.0,1.03622590102e+15,3.26605264877e-08,33,0.0455555555556,0.037037037037,4.01724475799e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,400.0,-203.0,-1e+200,381244959.284,16818769.5471,377686763.806,412330577.72,354811133.092,360945523.39,406974157.656,15.0,2.82871009078e+14,3.26605264877e-08,34,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,500.0,-203.0,-1e+200,395979338.114,18832628.109,400666047.249,421917718.794,360667005.778,365865439.317,416694051.772,16.0,3.5466788149e+14,3.26605264877e-08,35,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,600.0,-203.0,-1e+200,403535273.243,23593277.1383,404666293.467,452389411.619,367762785.189,373365543.923,448102774.564,18.0,5.56642726123e+14,3.26605264877e-08,36,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,700.0,-203.0,-1e+200,409370214.984,20905433.73,407362051.637,443755555.931,373005406.766,377855885.401,442156968.981,18.0,4.37037159439e+14,3.26605264877e-08,37,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,800.0,-203.0,-1e+200,419300610.816,25359882.2335,417832836.621,468014671.63,381465345.729,388029766.33,459021887.03,15.0,6.43123626896e+14,3.26605264877e-08,38,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,900.0,-203.0,-1e+200,408387335.458,21982044.7466,407673990.2,459113897.593,367185704.843,383036418.107,445579544.988,19.0,4.8321029124e+14,3.26605264877e-08,39,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,1000.0,-203.0,-1e+200,406279401.988,21823294.3536,404259870.392,449861714.261,367887218.129,377861396.839,436139169.875,19.0,4.76256176444e+14,3.26605264877e-08,40,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,1100.0,-203.0,-1e+200,415565200.022,23333423.6982,407410778.572,456119809.681,382862000.519,383021739.284,451403612.451,14.0,5.44448661479e+14,3.26605264877e-08,41,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,1200.0,-203.0,-1e+200,417607572.455,20463515.2516,421659458.312,447058396.975,383951292.212,389507619.747,446688877.749,17.0,4.18755456452e+14,3.26605264877e-08,42,0.0655555555556,0.037037037037,5.78091318832e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,1218.0,-203.0,-1e+200,413798524.853,22818636.6955,416421798.429,442074464.737,377070050.971,377871860.025,441449521.068,14.0,5.20690180643e+14,3.26605264877e-08,43,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,421632135.002,26926604.7493,424480228.876,469992640.796,378635019.499,379778929.989,459150599.635,19.0,7.25042043326e+14,3.26605264877e-08,44,0.0455555555556,0.037037037037,4.01724475799e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,400.0,-203.0,-1e+200,377578741.443,20323688.2397,378305257.26,407711722.117,337289595.287,347888791.87,402683893.65,11.0,4.13052303663e+14,3.26605264877e-08,45,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,500.0,-203.0,-1e+200,385512591.146,26207747.1156,379959082.814,448808291.183,352915356.91,354483269.96,431394097.703,16.0,6.86846008876e+14,3.26605264877e-08,46,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,391592892.81,19173871.7883,388977214.453,420331840.438,363213550.558,366587454.1,420035315.471,15.0,3.67637359353e+14,3.26605264877e-08,47,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,700.0,-203.0,-1e+200,405467251.196,19915183.2844,410795562.2,432329949.977,367663616.699,371808840.353,428349912.405,12.0,3.96614525251e+14,3.26605264877e-08,48,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,392208296.05,24743792.5496,393995856.999,435448859.736,343842735.601,353740367.523,428932138.581,13.0,6.12255269739e+14,3.26605264877e-08,49,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,397743352.919,19334926.4349,395114857.22,437529247.049,370180468.134,370841898.498,432525928.734,15.0,3.73839380243e+14,3.26605264877e-08,50,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,380555784.573,14773463.5914,386075559.383,402364146.783,350066087.883,354472725.602,396918771.554,13.0,2.18255226487e+14,3.26605264877e-08,51,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,398130451.932,22054554.5304,390014730.452,462465417.36,372526748.763,376913192.908,430735896.977,17.0,4.86403375536e+14,3.26605264877e-08,52,0.111111111111,0.037037037037,9.79815794631e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,398542923.222,25421109.3605,399482121.347,438175235.365,353593946.207,355989356.72,437050141.225,18.0,6.46232801119e+14,3.26605264877e-08,53,0.0655555555556,0.037037037037,5.78091318832e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,397093055.79,32825860.2186,390877103.434,472403374.557,349535661.958,357883590.645,448498049.916,12.0,1.07753709909e+15,3.26605264877e-08,54,0.0555555555556,0.037037037037,4.89907897315e-05,0.0238095238095
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,411062114.594,21001689.6988,405130394.566,447560825.647,373564348.305,384613218.77,446886611.406,15.0,4.41070970205e+14,3.26605264877e-08,55,0.0455555555556,0.037037037037,4.01724475799e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,400.0,-203.0,-1e+200,370698596.466,12358114.1939,375729083.434,387423384.798,352759968.397,355197039.286,386502077.14,9.0,1.52722986429e+14,3.26605264877e-08,56,0.0555555555556,0.0277777777778,3.67430922986e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,500.0,-203.0,-1e+200,380981505.589,21659044.6632,383839776.598,415540355.608,346101527.055,347109631.422,406410920.288,10.0,4.69114215724e+14,3.26605264877e-08,57,0.111111111111,0.0277777777778,7.34861845973e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,372495906.255,23056676.7703,375399613.169,407852233.831,332830521.315,339958726.753,404305469.132,9.0,5.31610343689e+14,3.26605264877e-08,58,0.111111111111,0.0277777777778,7.34861845973e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,700.0,-203.0,-1e+200,381740195.153,26715314.1253,381254828.391,419540931.321,345820287.472,348156412.609,415608685.592,7.0,7.13708008813e+14,3.26605264877e-08,59,0.111111111111,0.0277777777778,7.34861845973e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,381985618.838,21608935.8047,376545601.569,416235167.293,352867954.396,356498040.64,411137065.532,9.0,4.6694610661e+14,3.26605264877e-08,60,0.111111111111,0.0277777777778,7.34861845973e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,369895883.049,28044817.3339,371017213.812,416370493.418,331048280.569,335057124.44,411168804.919,13.0,7.86511779292e+14,3.26605264877e-08,61,0.111111111111,0.0277777777778,7.34861845973e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,386437236.977,19850024.3106,390888995.537,414764717.022,353676454.984,356691994.419,413172375.069,13.0,3.94023465132e+14,3.26605264877e-08,62,0.111111111111,0.0277777777778,7.34861845973e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,384309479.487,18559862.3267,379593392.961,414489284.503,357380113.032,359679250.437,407493898.306,11.0,3.44468489586e+14,3.26605264877e-08,63,0.111111111111,0.0277777777778,7.34861845973e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,384745577.704,32325627.9176,385698101.137,438371841.757,330220355.872,340618606.652,433554835.159,15.0,1.04494622027e+15,3.26605264877e-08,64,0.0655555555556,0.0277777777778,4.33568489124e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,388174906.49,22534980.342,382716361.247,436060756.104,359161138.931,364501349.089,424398051.309,9.0,5.07825339015e+14,3.26605264877e-08,65,0.0555555555556,0.0277777777778,3.67430922986e-05,0.0238095238095
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,388517560.953,21646596.6555,385377239.138,432435658.387,360437146.938,364307638.082,421536227.683,8.0,4.68575146766e+14,3.26605264877e-08,66,0.0455555555556,0.0277777777778,3.01293356849e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,400.0,-203.0,-1e+200,375105118.423,20282583.8939,373044484.1,401891972.808,348883783.504,349812012.856,400554358.121,7.0,4.11383209412e+14,3.26605264877e-08,67,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,500.0,-203.0,-1e+200,355217590.25,12986386.997,354879426.708,374939057.75,338556104.4,341325527.606,371013274.592,5.0,1.68646247237e+14,3.26605264877e-08,68,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,600.0,-203.0,-1e+200,388186950.407,3683076.32322,388636996.876,392002954.743,383470853.131,384047723.354,391696112.402,4.0,1.35650512027e+13,3.26605264877e-08,69,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,700.0,-203.0,-1e+200,376928423.322,26862376.4499,369519355.56,413504818.412,345111202.402,347704135.499,411779139.318,7.0,7.21587268536e+14,3.26605264877e-08,70,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,800.0,-203.0,-1e+200,373189849.845,14405551.2266,372364743.746,397448763.054,352103080.999,355171013.738,392907213.69,7.0,2.07519906141e+14,3.26605264877e-08,71,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,900.0,-203.0,-1e+200,377051569.317,23136533.2436,369190479.851,413468864.497,351585926.256,352195791.796,411113766.199,11.0,5.35299170532e+14,3.26605264877e-08,72,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,1000.0,-203.0,-1e+200,377489081.815,21458441.7365,377519715.668,411817816.74,352993347.375,354232524.84,405646822.106,6.0,4.6046472176e+14,3.26605264877e-08,73,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,1100.0,-203.0,-1e+200,376933054.866,43240152.2499,372948194.445,464135950.149,329747461.712,334012546.349,439488768.264,8.0,1.86971076659e+15,3.26605264877e-08,74,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,1200.0,-203.0,-1e+200,388098312.682,25761592.6884,387201584.65,431832903.12,351055862.467,352747826.719,428809490.132,14.0,6.63659657842e+14,3.26605264877e-08,75,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,1218.0,-203.0,-1e+200,368310205.915,21471245.5675,377304372.27,397972542.709,320648776.838,335109028.121,394033667.503,11.0,4.61014386221e+14,3.26605264877e-08,76,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-290.0,-203.0,1300.0,-203.0,-1e+200,379507054.456,23847877.551,375486359.971,416428203.357,345510275.394,350712111.362,410292998.758,9.0,5.68721263685e+14,3.26605264877e-08,77,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,400.0,-203.0,-1e+200,370634053.814,28959555.523,372631177.488,398249332.506,322702756.885,328675529.664,397484399.856,7.0,8.38655856087e+14,3.26605264877e-08,78,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,500.0,-203.0,-1e+200,352223583.371,16213782.025,354311321.556,377600036.202,331381121.814,332353458.524,374793119.613,8.0,2.62886727555e+14,3.26605264877e-08,79,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,600.0,-203.0,-1e+200,358085944.448,22568625.5602,361157801.515,390438421.766,330328278.937,333208543.126,385105861.441,5.0,5.09342859678e+14,3.26605264877e-08,80,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,700.0,-203.0,-1e+200,358088248.86,27901229.4441,351190366.546,412726210.337,311406115.417,321786541.503,399379993.318,11.0,7.78478604492e+14,3.26605264877e-08,81,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,800.0,-203.0,-1e+200,373837148.838,20273967.7257,384596853.87,392427564.586,334311074.069,343392508.279,391132401.354,7.0,4.11033767343e+14,3.26605264877e-08,82,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,900.0,-203.0,-1e+200,371438571.317,21144368.1595,365617447.347,409856272.29,343573961.149,346607196.341,406335348.251,10.0,4.47084304864e+14,3.26605264877e-08,83,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,1000.0,-203.0,-1e+200,384383229.175,33456640.7519,394121066.995,442497578.435,329943620.434,336145004.722,424562623.807,10.0,1.1193468104e+15,3.26605264877e-08,84,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,1100.0,-203.0,-1e+200,382154100.813,19121979.9848,375584550.539,416212268.456,366449343.359,366729406.355,411577749.79,7.0,3.65650118538e+14,3.26605264877e-08,85,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,1200.0,-203.0,-1e+200,371359942.571,20912650.9224,367545357.747,397664829.022,334771678.734,342529002.412,394627113.756,7.0,4.37338968602e+14,3.26605264877e-08,86,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,1218.0,-203.0,-1e+200,373267696.963,30643208.4921,366718208.914,433006846.438,328085780.139,332973824.436,423352439.658,14.0,9.39006226689e+14,3.26605264877e-08,87,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-280.0,-203.0,1300.0,-203.0,-1e+200,362998879.175,13880941.2521,364771230.902,381199693.782,332024627.387,342065556.162,379959503.871,10.0,1.92680530044e+14,3.26605264877e-08,88,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,400.0,-203.0,-1e+200,355619592.266,26464424.0478,344897415.143,405961614.861,320815198.119,324039407.717,394818551.862,9.0,7.00365740183e+14,3.26605264877e-08,89,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,500.0,-203.0,-1e+200,360746858.219,13258089.3429,363988544.021,373865274.652,334743119.921,340272756.223,372942687.021,7.0,1.75776933024e+14,3.26605264877e-08,90,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,600.0,-203.0,-1e+200,362938093.072,11393559.7756,363927623.926,386932652.053,350940418.319,351150618.376,379394442.936,9.0,1.29813204359e+14,3.26605264877e-08,91,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,700.0,-203.0,-1e+200,352974864.504,13021615.6806,348865545.242,374987699.399,338752512.309,338976574.536,372874112.193,9.0,1.69562474934e+14,3.26605264877e-08,92,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,800.0,-203.0,-1e+200,372928204.139,32529134.0113,376786299.726,409387822.565,324774025.596,330230553.752,407849526.674,6.0,1.05814455953e+15,3.26605264877e-08,93,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,900.0,-203.0,-1e+200,367401347.097,17777841.8868,369602225.746,391144462.055,341711307.269,344418827.805,390660629.334,10.0,3.16051662154e+14,3.26605264877e-08,94,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,1000.0,-203.0,-1e+200,376205817.422,15124380.4643,371368035.537,403517709.971,354997128.538,359367110.917,398971781.811,8.0,2.28746884429e+14,3.26605264877e-08,95,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,1100.0,-203.0,-1e+200,356049150.566,32077579.305,349211047.927,419577940.396,317190019.165,318894162.979,408149640.768,9.0,1.02897109407e+15,3.26605264877e-08,96,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,1200.0,-203.0,-1e+200,369048336.991,30794673.6408,368494285.594,420140866.422,324228390.01,327950101.806,416685512.901,13.0,9.48311924641e+14,3.26605264877e-08,97,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,1218.0,-203.0,-1e+200,358251265.048,16707617.6045,356795638.069,387856489.283,333962525.022,336420568.564,386871751.656,14.0,2.79144486017e+14,3.26605264877e-08,98,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-270.0,-203.0,1300.0,-203.0,-1e+200,356149340.588,24012181.4223,351951009.069,389136606.924,319818951.905,320415075.657,385212239.284,11.0,5.76584856657e+14,3.26605264877e-08,99,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
