SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight-Charger_capacity
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,422767899.877,24692481.8026,418713585.191,475251976.5,377888125.021,394359048.645,473503100.537,20.0,6.09718657574e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,16,0.0454545454545
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,428206999.004,22112870.1941,429895508.198,473186046.714,383772740.608,393276373.412,456107422.464,20.0,4.88979028219e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,17,0.0454545454545
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,430198290.013,24376938.5799,426941039.444,476236992.054,383029554.961,396291587.736,475444192.689,20.0,5.94235134528e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,18,0.0454545454545
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,430917756.699,26550156.0447,426558256.287,480354392.85,385586005.025,397891976.92,479338145.221,20.0,7.04910785996e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,19,0.0454545454545
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,433966760.859,24263244.4269,431896557.421,500490989.056,387499721.904,399122011.623,464867893.284,20.0,5.88705030119e+14,0.037037037037,0.000110362888141,3.74111485223e-08,0.0655555555556,20,0.0454545454545
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,436780707.222,30192799.8154,436817978.772,507727354.036,384102205.06,395450069.316,484855218.37,20.0,9.1160516069e+14,0.037037037037,9.35278713056e-05,3.74111485223e-08,0.0555555555556,21,0.0454545454545
203.0,-203.0,-380.0,-195.0,1300.0,-203.0,-1e+200,433890747.248,25290965.58,427303076.549,491620404.89,385842897.803,402803107.409,484186726.025,20.0,6.39632939967e+14,0.037037037037,7.66928544706e-05,3.74111485223e-08,0.0455555555556,22,0.0454545454545
203.0,-203.0,-360.0,-195.0,400.0,-203.0,-1e+200,395831208.31,24388372.7094,392050806.772,452710571.307,355338499.826,358789048.764,442087092.9,20.0,5.94792723412e+14,0.037037037037,9.35278713056e-05,3.74111485223e-08,0.0555555555556,23,0.0454545454545
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,398670221.024,17369616.3919,403893681.318,427687692.49,365166066.466,371458525.805,417933949.664,20.0,3.017035736e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,24,0.0454545454545
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,399149241.017,22116491.349,393843445.648,448333735.92,367033585.042,370186155.272,436517213.205,20.0,4.89139189591e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,25,0.0454545454545
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,406287867.543,24511923.1974,405148069.294,464494588.295,368065563.42,373259818.212,439561711.188,20.0,6.00834378836e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,26,0.0454545454545
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,413829421.302,19967861.552,415178688.243,444308249.804,376920503.91,382117529.055,442162084.145,20.0,3.9871549496e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,27,0.0454545454545
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,415032233.47,15640977.9778,416138027.427,456655939.598,393657120.377,394172539.654,435942952.666,20.0,2.44640192101e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,28,0.0454545454545
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,428339544.964,27638103.542,425211756.216,474768637.646,390167366.504,393068658.342,474760499.161,20.0,7.63864767399e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,29,0.0454545454545
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,421026576.028,25017055.7558,416000694.752,472288713.001,379846210.91,389832505.171,463741600.154,20.0,6.25853078691e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,30,0.0454545454545
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,420197240.588,22440421.224,420583353.151,459338534.264,382170962.136,395731257.246,453853876.535,20.0,5.03572504711e+14,0.037037037037,0.000110362888141,3.74111485223e-08,0.0655555555556,31,0.0454545454545
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,432910254.095,25295465.2598,430746613.192,478580575.878,391020465.665,401114007.542,469685661.993,20.0,6.39860562708e+14,0.037037037037,9.35278713056e-05,3.74111485223e-08,0.0555555555556,32,0.0454545454545
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,419286736.711,30092277.3486,416336715.85,492930205.099,375371823.795,381361733.458,476493122.432,20.0,9.05545156022e+14,0.037037037037,7.66928544706e-05,3.74111485223e-08,0.0455555555556,33,0.0454545454545
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,400055612.397,29466308.8497,395165622.561,461336765.317,359479539.818,361561510.08,443323390.171,20.0,8.68263357227e+14,0.037037037037,9.35278713056e-05,3.74111485223e-08,0.0555555555556,34,0.0454545454545
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,396819590.631,20508431.1481,394898813.067,433232626.346,352336710.615,361131510.011,432933778.088,20.0,4.20595748157e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,35,0.0454545454545
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,400690145.423,22410141.1094,400221171.939,453792578.532,356601948.507,367127280.609,439755558.836,20.0,5.02214424541e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,36,0.0454545454545
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,408454764.411,17711090.3976,410320807.873,437961470.574,384106744.163,384136223.398,431173143.901,20.0,3.1368272307e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,37,0.0454545454545
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,403602529.068,19351527.5637,401597413.58,437014204.445,372676802.746,381420609.692,436071837.468,20.0,3.7448161905e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,38,0.0454545454545
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,409250357.626,18932877.9473,412207531.15,453498923.67,383230291.639,383609330.839,447236927.046,20.0,3.58453867366e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,39,0.0454545454545
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,403977015.742,27036888.7555,407619974.607,446574612.176,364402049.937,364514338.728,440843639.43,20.0,7.30993353575e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,40,0.0454545454545
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,404242119.88,25089765.6746,405919803.977,443438929.448,363431690.996,365809642.25,439301450.326,20.0,6.29496341605e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,41,0.0454545454545
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,414108720.881,32592740.016,411980165.876,483210114.898,365156496.923,367766824.618,463841326.74,20.0,1.06228670175e+15,0.037037037037,0.000110362888141,3.74111485223e-08,0.0655555555556,42,0.0454545454545
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,412424995.551,31688436.3315,407419320.054,473068442.568,352609936.329,378602892.507,467290775.661,20.0,1.00415699714e+15,0.037037037037,9.35278713056e-05,3.74111485223e-08,0.0555555555556,43,0.0454545454545
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,411908302.521,20308000.7137,417311692.675,445009446.387,382782929.639,386681927.518,439208124.69,20.0,4.12414892988e+14,0.037037037037,7.66928544706e-05,3.74111485223e-08,0.0455555555556,44,0.0454545454545
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,384096175.759,20376773.6131,383475238.95,426200893.982,346805125.715,357110925.308,420687429.459,19.0,4.15212902881e+14,0.037037037037,9.35278713056e-05,3.74111485223e-08,0.0555555555556,45,0.0454545454545
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,383815521.095,17988802.9127,384221328.146,411335320.239,334858384.123,357888044.414,404656752.502,17.0,3.23597030232e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,46,0.0454545454545
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,394829965.869,19694125.4125,397612580.619,423248846.482,364791668.067,365572308.133,419420041.714,12.0,3.87858575762e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,47,0.0454545454545
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,383579475.609,19337386.8541,378254280.154,434284339.941,362111199.638,365703715.825,418200926.335,19.0,3.73934530344e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,48,0.0454545454545
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,398969946.288,23400248.307,399316079.669,442729624.037,358529787.728,367931682.634,434906460.104,18.0,5.47571620829e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,49,0.0454545454545
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,393698085.213,24334616.8442,393694545.401,439391023.274,343673719.639,354488430.947,429775100.655,19.0,5.92173576953e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,50,0.0454545454545
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,396055803.277,33780040.7819,396784997.031,478000478.245,333738471.41,353758419.801,452834081.187,20.0,1.14109115523e+15,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,51,0.0454545454545
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,402262198.989,24599884.8357,409845726.304,444379840.856,354354702.363,357959835.041,433503834.602,20.0,6.05154333928e+14,0.037037037037,0.000187055742611,3.74111485223e-08,0.111111111111,52,0.0454545454545
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,404333557.79,27259696.9946,403473833.864,462779353.745,354923197.405,367865106.267,438185912.052,20.0,7.43091080238e+14,0.037037037037,0.000110362888141,3.74111485223e-08,0.0655555555556,53,0.0454545454545
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,398659758.579,20266001.8831,391738940.843,441808657.314,374723184.368,376940650.089,433660103.019,20.0,4.10710832327e+14,0.037037037037,9.35278713056e-05,3.74111485223e-08,0.0555555555556,54,0.0454545454545
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,375206934.487,23065062.6177,373156073.559,425908255.05,342112387.971,345865151.534,421802563.057,20.0,5.3199711356e+14,0.0277777777778,7.01459034792e-05,3.74111485223e-08,0.0555555555556,56,0.0454545454545
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,407206823.448,23144204.0542,406305612.198,448040463.112,364595967.999,373201031.162,446198924.574,20.0,5.35654181301e+14,0.037037037037,7.66928544706e-05,3.74111485223e-08,0.0455555555556,55,0.0454545454545
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,377681101.018,20726566.0425,376057562.272,424827583.661,341936097.988,349216006.063,406991746.025,20.0,4.29590539916e+14,0.0277777777778,0.000140291806958,3.74111485223e-08,0.111111111111,57,0.0454545454545
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,377031648.247,22508334.7713,373226100.536,458578260.291,350409975.935,354436292.775,395281359.145,20.0,5.06625134177e+14,0.0277777777778,0.000140291806958,3.74111485223e-08,0.111111111111,58,0.0454545454545
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,380285791.097,26665673.4827,380862742.745,430066875.793,331052376.593,344890906.763,414065767.51,20.0,7.11058142285e+14,0.0277777777778,0.000140291806958,3.74111485223e-08,0.111111111111,59,0.0454545454545
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,383358274.205,24896457.3537,376986824.177,438134264.743,349518963.729,351017388.552,416038773.062,20.0,6.19833588764e+14,0.0277777777778,0.000140291806958,3.74111485223e-08,0.111111111111,60,0.0454545454545
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,392393832.385,25710855.2382,401218755.951,428598281.913,345248193.184,346963791.493,421121360.049,20.0,6.6104807708e+14,0.0277777777778,0.000140291806958,3.74111485223e-08,0.111111111111,61,0.0454545454545
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,390896038.091,25994505.5086,395028866.364,433123626.585,339697808.106,345118583.153,427966850.473,20.0,6.75714316636e+14,0.0277777777778,0.000140291806958,3.74111485223e-08,0.111111111111,62,0.0454545454545
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,386187342.138,24480026.8737,384277762.479,433397267.254,327974203.766,355996542.091,426596493.647,20.0,5.99271715737e+14,0.0277777777778,0.000140291806958,3.74111485223e-08,0.111111111111,63,0.0454545454545
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,388510300.056,27276680.3713,393778834.897,435404313.953,332557573.264,355602682.613,426870145.746,20.0,7.4401729208e+14,0.0277777777778,8.27721661055e-05,3.74111485223e-08,0.0655555555556,64,0.0454545454545
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,391634045.01,24568289.7757,384496884.034,443574296.406,354066125.666,358207274.137,432768066.933,20.0,6.03600862503e+14,0.0277777777778,7.01459034792e-05,3.74111485223e-08,0.0555555555556,65,0.0454545454545
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,384099018.694,25848074.0202,383959587.759,438062907.619,328710426.285,348175609.953,421913340.595,20.0,6.68122930553e+14,0.0277777777778,5.7519640853e-05,3.74111485223e-08,0.0455555555556,66,0.0454545454545
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,366164269.155,23557537.6754,367639367.305,407977874.405,319542145.091,332726692.78,398893828.085,20.0,5.54957581329e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,67,0.0454545454545
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,376533337.502,21642640.7895,378773818.834,420994841.706,335825182.122,343384427.375,404704368.733,20.0,4.68403900344e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,68,0.0454545454545
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,372569746.117,31029355.0862,371677980.369,425911013.428,320842696.475,322728576.355,420932899.91,20.0,9.62820877065e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,69,0.0454545454545
203.0,-203.0,-290.0,-195.0,700.0,-203.0,-1e+200,374237046.747,25198634.5812,370512362.366,428635405.847,328671989.871,338751294.407,417090356.267,20.0,6.34971184759e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,70,0.0454545454545
203.0,-203.0,-290.0,-195.0,800.0,-203.0,-1e+200,383747097.961,23536909.784,382312062.309,436216339.467,340563534.703,349516960.974,429968649.103,20.0,5.53986122179e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,71,0.0454545454545
203.0,-203.0,-290.0,-195.0,900.0,-203.0,-1e+200,370763081.117,26047524.3833,361744598.976,409962961.736,316583200.667,339271027.6,404800844.766,20.0,6.78473526497e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,72,0.0454545454545
203.0,-203.0,-290.0,-195.0,1000.0,-203.0,-1e+200,384402296.523,25484696.6158,387399640.278,427618741.052,338978466.691,353752488.259,425372010.422,20.0,6.49469761598e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,73,0.0454545454545
203.0,-203.0,-290.0,-195.0,1100.0,-203.0,-1e+200,381277731.522,27186470.4679,382526061.765,424160755.772,336170050.783,341134081.49,420810404.47,20.0,7.39104176501e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,74,0.0454545454545
203.0,-203.0,-290.0,-195.0,1200.0,-203.0,-1e+200,379483745.494,23723377.7563,377462880.349,444217657.369,334963676.721,356048027.567,415429012.45,20.0,5.6279865217e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,75,0.0454545454545
203.0,-203.0,-290.0,-195.0,1218.0,-203.0,-1e+200,393834113.229,21710473.481,391413510.452,437584802.893,357357755.445,368795067.252,432849123.184,20.0,4.7134465877e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,76,0.0454545454545
203.0,-203.0,-280.0,-195.0,400.0,-203.0,-1e+200,364367369.534,22573591.3151,367449792.286,409160962.602,321482843.944,325436437.743,393642650.889,20.0,5.09567024861e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,78,0.0454545454545
203.0,-203.0,-290.0,-195.0,1300.0,-203.0,-1e+200,392176256.118,15822590.0957,390982624.153,418213083.534,359863803.518,367679046.712,416517659.192,20.0,2.50354357337e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,77,0.0454545454545
203.0,-203.0,-280.0,-195.0,500.0,-203.0,-1e+200,359833724.842,20816065.8034,365280713.626,393358764.736,326604088.805,330632640.002,390605530.233,20.0,4.33308595531e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,79,0.0454545454545
203.0,-203.0,-280.0,-195.0,600.0,-203.0,-1e+200,374179207.699,30560067.1403,370605564.449,440339921.23,327874915.853,329944216.344,411760419.823,20.0,9.33917703619e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,80,0.0454545454545
203.0,-203.0,-280.0,-195.0,700.0,-203.0,-1e+200,375540846.112,15919116.2293,372487770.921,410783903.014,343453514.462,353394291.674,404279477.305,20.0,2.53418261521e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,81,0.0454545454545
203.0,-203.0,-280.0,-195.0,800.0,-203.0,-1e+200,370145956.119,24189189.4765,362472322.111,415259506.065,322759717.62,340533831.618,414705018.628,20.0,5.85116887529e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,82,0.0454545454545
203.0,-203.0,-280.0,-195.0,900.0,-203.0,-1e+200,367358746.645,21511686.2941,368436742.553,410314501.237,326868895.126,339307743.445,407378705.564,20.0,4.62752647215e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,83,0.0454545454545
203.0,-203.0,-280.0,-195.0,1000.0,-203.0,-1e+200,369911228.416,19739159.8082,365686532.956,411462096.84,335011984.987,342197332.988,397128808.675,20.0,3.89634429932e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,84,0.0454545454545
203.0,-203.0,-280.0,-195.0,1100.0,-203.0,-1e+200,377866016.177,29650846.9547,378343327.991,427746423.693,315936950.087,326349501.474,424763982.172,20.0,8.79172725129e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,85,0.0454545454545
203.0,-203.0,-280.0,-195.0,1200.0,-203.0,-1e+200,375103218.263,22578413.4797,369861518.914,436119745.625,343198927.96,354940012.108,420416701.544,20.0,5.09784755261e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,86,0.0454545454545
203.0,-203.0,-280.0,-195.0,1218.0,-203.0,-1e+200,366278395.041,27948068.9253,361377127.11,409067520.076,326007522.14,327088663.263,406256307.676,20.0,7.81094556651e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,87,0.0454545454545
203.0,-203.0,-280.0,-195.0,1300.0,-203.0,-1e+200,375488467.786,18534844.3191,379769049.607,407042932.352,341260469.159,348370670.919,406574814.271,20.0,3.43540453932e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,88,0.0454545454545
203.0,-203.0,-270.0,-195.0,400.0,-203.0,-1e+200,361499007.932,28671044.5264,358958548.618,404778383.254,309371025.369,323690576.276,400439846.916,20.0,8.22028794234e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,89,0.0454545454545
203.0,-203.0,-270.0,-195.0,500.0,-203.0,-1e+200,359236278.176,17197088.8485,360592881.238,391953707.085,326434900.198,334375457.068,379813064.05,20.0,2.95739864864e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,90,0.0454545454545
203.0,-203.0,-270.0,-195.0,600.0,-203.0,-1e+200,359364977.245,19105708.4863,361024903.092,394293723.592,327158126.586,332890881.952,390400556.48,20.0,3.65028096763e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,91,0.0454545454545
203.0,-203.0,-270.0,-195.0,700.0,-203.0,-1e+200,357173690.792,34027184.3552,349011040.858,446372272.597,302003619.33,306187827.823,395217686.906,20.0,1.15784927514e+15,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,92,0.0454545454545
203.0,-203.0,-270.0,-195.0,800.0,-203.0,-1e+200,354544554.579,20653482.688,357196260.586,401734913.928,319343062.806,327102272.791,382094290.089,20.0,4.26566347143e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,93,0.0454545454545
203.0,-203.0,-270.0,-195.0,900.0,-203.0,-1e+200,369874824.701,23963929.2331,365296403.02,412033057.225,322990078.208,341992442.645,407472289.05,20.0,5.7426990429e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,94,0.0454545454545
203.0,-203.0,-270.0,-195.0,1000.0,-203.0,-1e+200,374005165.585,28705642.7195,384854255.637,415146536.733,305996577.055,332547937.904,404345269.462,20.0,8.24013923938e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,95,0.0454545454545
203.0,-203.0,-270.0,-195.0,1100.0,-203.0,-1e+200,373214546.475,20976066.1657,373051271.416,414764323.158,334927702.864,335970150.756,412908172.082,20.0,4.39995351789e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,96,0.0454545454545
203.0,-203.0,-270.0,-195.0,1200.0,-203.0,-1e+200,358649523.784,23020659.4217,358237021.616,417570757.067,317753454.686,322979585.176,388713580.615,20.0,5.29950760209e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,97,0.0454545454545
203.0,-203.0,-270.0,-195.0,1218.0,-203.0,-1e+200,361390266.935,28043722.1294,361126983.972,426865220.51,319686827.726,324357150.344,412013812.256,20.0,7.86450350873e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,98,0.0454545454545
203.0,-203.0,-270.0,-195.0,1300.0,-203.0,-1e+200,360722975.273,18958016.1325,360765003.087,395438713.675,328311183.51,330764486.674,389371018.789,20.0,3.5940637568e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,99,0.0454545454545
203.0,-203.0,-260.0,-195.0,400.0,-203.0,-1e+200,350538423.627,21399002.5597,347634225.046,413004381.656,315315001.015,322400728.627,379077191.16,20.0,4.57917310551e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,100,0.0454545454545
