RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__naphtha,Dispatch__ft__production__diesel,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__h2,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,ProbabilityWeight,PointProbability,prefix
0,0.0,0,2031,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,20.1652518571,1.0,1.0,1_0
0,0.0,1,2012,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,19.8893157947,1.0,1.0,1_0
0,0.0,1,2013,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,23.6984499752,1.0,1.0,1_0
0,0.0,1,2014,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.088037694,1.0,1.0,1_0
0,0.0,1,2015,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,25.4256257865,1.0,1.0,1_0
0,0.0,1,2016,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,16.5823218174,1.0,1.0,1_0
0,0.0,1,2017,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,20.7678884849,1.0,1.0,1_0
0,0.0,1,2018,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,104.358273274,1.0,1.0,1_0
0,0.0,1,2019,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.7557523989,1.0,1.0,1_0
0,0.0,1,2020,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,12.3121635705,1.0,1.0,1_0
0,0.0,1,2021,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,16.6882203887,1.0,1.0,1_0
0,0.0,1,2022,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,21.5254323242,1.0,1.0,1_0
0,0.0,1,2023,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,25.6529336912,1.0,1.0,1_0
0,0.0,1,2024,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,31.7174768963,1.0,1.0,1_0
0,0.0,1,2025,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.3577122685,1.0,1.0,1_0
0,0.0,1,2026,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,22.4276255254,1.0,1.0,1_0
0,0.0,1,2027,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.3109519618,1.0,1.0,1_0
0,0.0,1,2028,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,58.8139439417,1.0,1.0,1_0
0,0.0,1,2029,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,17.870016975,1.0,1.0,1_0
0,0.0,1,2030,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,14.127715128,1.0,1.0,1_0
0,0.0,1,2031,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,23.0538155726,1.0,1.0,1_0
0,0.0,2,2012,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,22.4518284007,1.0,1.0,1_0
0,0.0,2,2013,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.0686861164,1.0,1.0,1_0
0,0.0,2,2014,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,36.8860151281,1.0,1.0,1_0
0,0.0,2,2015,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.888772069,1.0,1.0,1_0
0,0.0,2,2016,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,22.4368283606,1.0,1.0,1_0
0,0.0,2,2017,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,28.6550372571,1.0,1.0,1_0
0,0.0,2,2018,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,101.262940135,1.0,1.0,1_0
0,0.0,2,2019,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,16.9516506763,1.0,1.0,1_0
0,0.0,2,2020,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.1463835247,1.0,1.0,1_0
0,0.0,2,2021,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,20.5842433389,1.0,1.0,1_0
0,0.0,2,2022,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,29.5864102371,1.0,1.0,1_0
0,0.0,2,2023,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,28.1512840723,1.0,1.0,1_0
0,0.0,2,2024,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,84.1785663528,1.0,1.0,1_0
0,0.0,2,2025,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,19.2989746553,1.0,1.0,1_0
0,0.0,2,2026,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,21.7061952194,1.0,1.0,1_0
0,0.0,2,2027,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.0493238856,1.0,1.0,1_0
0,0.0,2,2028,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,210.335834188,1.0,1.0,1_0
0,0.0,2,2029,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.5614634582,1.0,1.0,1_0
0,0.0,2,2030,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,12.099361868,1.0,1.0,1_0
0,0.0,2,2031,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,26.9967068731,1.0,1.0,1_0
0,0.0,3,2012,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,29.3335455174,1.0,1.0,1_0
0,0.0,3,2013,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.0045754812,1.0,1.0,1_0
0,0.0,3,2014,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,98.018230742,1.0,1.0,1_0
0,0.0,3,2015,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,71.5164114218,1.0,1.0,1_0
0,0.0,3,2016,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,27.073844117,1.0,1.0,1_0
0,0.0,3,2017,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,32.8580748211,1.0,1.0,1_0
0,0.0,3,2018,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,209.355583587,1.0,1.0,1_0
0,0.0,3,2019,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,20.1649593207,1.0,1.0,1_0
0,0.0,3,2020,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,11.8367765423,1.0,1.0,1_0
0,0.0,3,2021,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,19.6652894416,1.0,1.0,1_0
0,0.0,3,2022,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,20.1896848174,1.0,1.0,1_0
0,0.0,3,2023,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,23.5952689378,1.0,1.0,1_0
0,0.0,3,2024,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,14.7784115971,1.0,1.0,1_0
0,0.0,3,2025,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,75.11921019,1.0,1.0,1_0
0,0.0,3,2026,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.4015799344,1.0,1.0,1_0
0,0.0,3,2027,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,21.5612187726,1.0,1.0,1_0
0,0.0,3,2028,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,97.3431535544,1.0,1.0,1_0
0,0.0,3,2029,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,22.4966571831,1.0,1.0,1_0
0,0.0,3,2030,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,11.7570928174,1.0,1.0,1_0
0,0.0,3,2031,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.4369183379,1.0,1.0,1_0
0,0.0,4,2012,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,28.3052695579,1.0,1.0,1_0
0,0.0,4,2013,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,23.7389453374,1.0,1.0,1_0
0,0.0,4,2014,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,254.028905156,1.0,1.0,1_0
0,0.0,4,2015,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,23.7246261145,1.0,1.0,1_0
0,0.0,4,2016,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,15.6551720096,1.0,1.0,1_0
0,0.0,4,2017,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.1564139198,1.0,1.0,1_0
0,0.0,4,2018,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,152.832492349,1.0,1.0,1_0
0,0.0,4,2019,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,19.5489573779,1.0,1.0,1_0
0,0.0,4,2020,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,14.3970917426,1.0,1.0,1_0
0,0.0,4,2021,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,25.1622397726,1.0,1.0,1_0
0,0.0,4,2022,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,30.1953958691,1.0,1.0,1_0
0,0.0,4,2023,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,23.0518926664,1.0,1.0,1_0
0,0.0,4,2024,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,34.1387828305,1.0,1.0,1_0
0,0.0,4,2025,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,35.9392634829,1.0,1.0,1_0
0,0.0,4,2026,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,14.4820541999,1.0,1.0,1_0
0,0.0,4,2027,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,34.9613255431,1.0,1.0,1_0
0,0.0,4,2028,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,29.9207690087,1.0,1.0,1_0
0,0.0,4,2029,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,17.0731254576,1.0,1.0,1_0
0,0.0,4,2030,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.1061705207,1.0,1.0,1_0
0,0.0,4,2031,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,38.5894877865,1.0,1.0,1_0
0,0.0,5,2012,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,26.4308719742,1.0,1.0,1_0
0,0.0,5,2013,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,23.6529909958,1.0,1.0,1_0
0,0.0,5,2014,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,37.1253449645,1.0,1.0,1_0
0,0.0,5,2015,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.1659359651,1.0,1.0,1_0
0,0.0,5,2016,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,28.8833227832,1.0,1.0,1_0
0,0.0,5,2017,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,25.6643515117,1.0,1.0,1_0
0,0.0,5,2018,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,22.9507483556,1.0,1.0,1_0
0,0.0,5,2019,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,19.4829812454,1.0,1.0,1_0
0,0.0,5,2020,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,17.3556233602,1.0,1.0,1_0
0,0.0,5,2021,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,32.0882396705,1.0,1.0,1_0
0,0.0,5,2022,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,27.9641821016,1.0,1.0,1_0
0,0.0,5,2023,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.3658603047,1.0,1.0,1_0
0,0.0,5,2024,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,15.3191086481,1.0,1.0,1_0
0,0.0,5,2025,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,19.1170546545,1.0,1.0,1_0
0,0.0,5,2026,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,17.0615297663,1.0,1.0,1_0
0,0.0,5,2027,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.8873085331,1.0,1.0,1_0
0,0.0,5,2028,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,18.7034538256,1.0,1.0,1_0
0,0.0,5,2029,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,24.7423114882,1.0,1.0,1_0
0,0.0,5,2030,1.0,894.0,22089.27,-879.0,15274.752,10252.63,18504.747,-22089.0,-14.9,-0.1,-15274.752,-18504.747,-10252.63,1.2561445,-0.27,0.0,13.732006212,1.0,1.0,1_0
