SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,prefix,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,403056377.172,22813716.8291,398511255.671,455615445.176,369203993.737,371771564.573,442110020.413,20.0,5.20465675559e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,28,0.0333333333333,0.1
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,409601547.087,22646065.5043,412222006.875,456922285.961,362425456.979,374534976.381,442555576.806,20.0,5.12844282824e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,29,0.0333333333333,0.1
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,412483034.639,25169567.0764,406601506.391,472986051.61,375744838.118,378625108.908,443069431.544,20.0,6.33507106813e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,30,0.0333333333333,0.1
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,412073661.126,22786845.907,410137072.368,449816480.732,381076135.056,381122935.612,446692024.318,20.0,5.1924034639e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,31,0.0333333333333,0.1
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,410835708.901,22541765.9008,409204556.262,471049181.915,366438440.511,373832717.747,437312191.145,20.0,5.08131209925e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,33,0.0333333333333,0.1
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,404075989.967,16089949.6054,406350983.144,434437347.425,372911114.125,377594709.506,427259715.469,20.0,2.58886478305e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,32,0.0333333333333,0.1
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,419971928.604,20284857.8859,420534137.281,459237174.15,382633833.269,392469406.603,447767463.906,20.0,4.11475459452e+14,4.7619047619e-08,0.0714285714286,0.000140476190476,34,0.0333333333333,0.059
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,417417775.967,29102290.4317,421435317.297,460509730.763,371676370.218,375500808.003,455426265.275,20.0,8.46943308369e+14,4.7619047619e-08,0.0714285714286,0.000119047619048,35,0.0333333333333,0.05
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,420432426.92,22106996.0684,415071974.575,468131371.627,384128348.388,397628259.878,453164219.135,20.0,4.88719275168e+14,4.7619047619e-08,0.0714285714286,9.7619047619e-05,36,0.0333333333333,0.041
203.0,-203.0,-340.0,-195.0,300.0,-203.0,-1e+200,378387981.802,21759729.145,370144019.798,425166078.861,348199389.085,351330093.436,411205866.408,20.0,4.73485812462e+14,4.7619047619e-08,0.0714285714286,0.000119047619048,37,0.0333333333333,0.05
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,386429733.532,21986559.588,384932460.862,443723949.434,347382665.18,362015846.198,424569505.7,20.0,4.83408802516e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,38,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,398121337.646,24139476.245,392446815.802,447401870.798,362073735.74,365967070.151,444094227.504,20.0,5.82714313383e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,39,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,399668768.212,23145434.3378,406874388.687,443006059.079,334117575.14,372185618.913,421690400.69,20.0,5.35711130685e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,40,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,402442833.984,22789781.4221,399417533.601,448850555.878,361520104.265,374771675.71,444964146.299,20.0,5.19374137267e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,42,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,407446851.88,21755198.7348,401683642.852,457129294.59,376037073.716,385944464.08,453475747.467,20.0,4.7328867199e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,41,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,395655677.449,23032877.1525,392822279.234,437296400.274,352605709.465,363392084.062,434331184.243,20.0,5.30513429922e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,43,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,390231689.41,21896143.2795,389205034.369,428877924.335,350436629.761,358281181.384,428307708.337,20.0,4.79441090518e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,44,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,401915326.631,27873664.6001,397466480.634,473428342.993,354667558.561,362755638.06,449538651.671,20.0,7.7694117824e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,45,0.0333333333333,0.1
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,386946977.041,26201411.1427,381266900.048,439348209.854,331722509.526,355285271.68,434884718.176,20.0,6.86513945871e+14,4.7619047619e-08,0.0714285714286,0.000140476190476,46,0.0333333333333,0.059
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,395246213.45,27167831.3172,390204816.29,447097565.447,351094479.934,362037646.442,444937173.975,20.0,7.38091058479e+14,4.7619047619e-08,0.0714285714286,0.000119047619048,47,0.0333333333333,0.05
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,406500977.942,24208192.0937,402747348.172,457044301.519,366257476.191,371835507.118,449834757.572,20.0,5.86036564447e+14,4.7619047619e-08,0.0714285714286,9.7619047619e-05,48,0.0333333333333,0.041
203.0,-203.0,-320.0,-195.0,300.0,-203.0,-1e+200,388122668.416,16008454.7135,392527091.357,414215810.09,357316309.878,363959508.606,411805146.488,16.0,2.56270622313e+14,4.7619047619e-08,0.0714285714286,0.000119047619048,49,0.0333333333333,0.05
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,385897614.999,26552465.5689,394429835.815,423862007.268,340458240.819,342108272.681,420832493.64,14.0,7.05033427789e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,50,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,378049394.648,20920367.4212,375337665.127,416939450.302,346126330.352,348603387.311,414684756.778,16.0,4.37661773039e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,51,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,387358336.181,26883409.8547,382700108.405,436215565.761,351133503.578,353284163.227,433982084.61,17.0,7.22717725414e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,52,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,383633199.551,17508455.3321,382933185.602,408247502.907,352720376.259,361036155.756,404625532.453,17.0,3.06546008116e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,53,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,387449056.311,22890940.7747,384317827.959,438691080.781,357950257.92,359910289.157,433491311.867,19.0,5.2399516955e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,54,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,386688749.204,26172702.6547,388669678.26,436640049.442,352570131.219,352995318.083,430074925.744,19.0,6.85010364252e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,55,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,392664002.509,23534258.5067,397005448.536,423545196.303,354058226.317,356970737.573,421356914.074,17.0,5.53861323463e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,56,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,389055822.459,14563955.676,382847833.586,418078529.6,371910774.307,372308818.428,412422248.216,20.0,2.12108804931e+14,4.7619047619e-08,0.0714285714286,0.000238095238095,57,0.0333333333333,0.1
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,377026197.512,22061579.9288,380094367.33,411222142.289,343774998.998,344113825.029,406263315.123,20.0,4.86713308955e+14,4.7619047619e-08,0.0714285714286,0.000140476190476,58,0.0333333333333,0.059
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,384399912.82,23993737.6773,381115030.671,422210848.989,347574467.751,352636737.2,421285832.375,20.0,5.75699447725e+14,4.7619047619e-08,0.0714285714286,0.000119047619048,59,0.0333333333333,0.05
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,393512892.806,27729774.4103,391976143.861,433685771.51,332485596.181,357160111.335,423518486.383,20.0,7.68940388848e+14,4.7619047619e-08,0.0714285714286,9.7619047619e-05,60,0.0333333333333,0.041
203.0,-203.0,-300.0,-195.0,300.0,-203.0,-1e+200,363016224.361,20366938.2965,363902125.01,396910314.803,324536020.047,334567503.232,395152369.203,20.0,4.14812175573e+14,4.7619047619e-08,0.0535714285714,8.92857142857e-05,61,0.0333333333333,0.05
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,365363231.809,25864816.0529,369129320.713,413282407.144,328083234.673,328193044.601,404429739.081,20.0,6.6898870945e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,62,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,381757367.631,18979535.6084,381346844.206,410777672.288,347753789.14,359684399.825,408968326.226,20.0,3.6022277191e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,63,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,374858735.655,25021977.6799,372101819.259,423221354.344,334941575.52,347566394.418,420329774.363,20.0,6.26099367016e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,64,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,377960458.775,25436458.369,378628162.308,435617018.994,335183358.69,337055618.915,417353720.7,20.0,6.47013414357e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,65,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,380467185.913,22101799.3862,372178303.585,423129830.576,347088239.325,353426842.803,417233454.111,20.0,4.8848953611e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,66,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,366274375.02,14427164.7758,362452170.139,399917704.801,344175064.858,346727040.858,391820569.572,20.0,2.08143083468e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,67,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,374095136.086,20730393.471,375406537.416,406524391.663,335057500.272,340595830.351,404510046.74,20.0,4.29749213464e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,68,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,377439410.963,20307822.1934,377072697.609,415530042.867,336200177.416,342896502.171,399022130.688,20.0,4.12407642237e+14,4.7619047619e-08,0.0535714285714,0.000178571428571,69,0.0333333333333,0.1
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,367566265.915,23169596.7103,364545082.645,428251494.562,338528708.147,342006805.004,401957741.281,20.0,5.3683021172e+14,4.7619047619e-08,0.0535714285714,0.000105357142857,70,0.0333333333333,0.059
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,375078719.742,26665473.0637,371402373.424,422634436.065,331435031.839,336363360.562,416620871.578,20.0,7.11047453713e+14,4.7619047619e-08,0.0535714285714,8.92857142857e-05,71,0.0333333333333,0.05
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,378801092.175,20105407.4269,377831973.138,416526615.913,344052686.871,350132327.801,410256520.434,20.0,4.042274078e+14,4.7619047619e-08,0.0535714285714,7.32142857143e-05,72,0.0333333333333,0.041
203.0,-203.0,-290.0,-195.0,300.0,-203.0,-1e+200,361724398.779,20749066.6359,364162810.564,423106744.172,331900614.158,332783236.171,385398087.52,20.0,4.30523766259e+14,4.7619047619e-08,0.0357142857143,5.95238095238e-05,73,0.0333333333333,0.05
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,369537412.928,25873109.4304,369261608.929,431881270.971,328259254.078,332735633.088,404231015.804,20.0,6.69417791597e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,74,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,374576191.587,22066984.6379,372174065.535,417889237.721,343293696.231,344316364.675,409695461.794,20.0,4.86951811011e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,75,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,364273187.202,20480982.3658,359691055.755,396832449.28,320755650.995,341435233.164,390164833.655,20.0,4.1947063867e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,76,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,700.0,-203.0,-1e+200,362795552.66,15021471.1609,365657210.547,389798114.711,332869049.101,340175642.793,387974378.386,20.0,2.25644595838e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,77,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,800.0,-203.0,-1e+200,365379867.553,31018227.6997,357283966.753,423602143.285,314351206.333,329912588.783,420555222.35,20.0,9.62130449628e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,78,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,900.0,-203.0,-1e+200,376733333.704,19802915.9301,375533382.799,407727637.188,337162738.747,344917927.466,406940675.377,20.0,3.92155479336e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,79,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,1000.0,-203.0,-1e+200,372641016.936,23410647.8674,365061905.97,421214291.936,326651973.693,334260451.603,413077385.866,20.0,5.4805843357e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,80,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,1100.0,-203.0,-1e+200,367505203.517,27248189.854,364742025.972,418326274.009,325713614.316,334764955.324,410927182.789,20.0,7.4246385032e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,81,0.0333333333333,0.1
203.0,-203.0,-290.0,-195.0,1200.0,-203.0,-1e+200,384518239.133,21017239.3666,383099285.447,428260202.201,342330990.524,357898479.401,413444401.766,20.0,4.41724350592e+14,4.7619047619e-08,0.0357142857143,7.02380952381e-05,82,0.0333333333333,0.059
203.0,-203.0,-290.0,-195.0,1218.0,-203.0,-1e+200,366445231.567,23939589.5071,364200101.856,422528133.446,314748893.704,339383459.726,406704361.198,20.0,5.7310394577e+14,4.7619047619e-08,0.0357142857143,5.95238095238e-05,83,0.0333333333333,0.05
203.0,-203.0,-290.0,-195.0,1300.0,-203.0,-1e+200,372541606.53,19293830.9557,375247482.221,403800549.994,332952833.617,338378775.653,403077821.911,20.0,3.72251912947e+14,4.7619047619e-08,0.0357142857143,4.88095238095e-05,84,0.0333333333333,0.041
203.0,-203.0,-280.0,-195.0,300.0,-203.0,-1e+200,352049380.791,32338616.4273,361721996.382,399415631.993,294853436.698,304730842.826,389981832.173,19.0,1.04578611243e+15,4.7619047619e-08,0.0357142857143,5.95238095238e-05,85,0.0333333333333,0.05
203.0,-203.0,-280.0,-195.0,400.0,-203.0,-1e+200,365601072.762,19923716.6746,369638046.422,391354849.335,318815393.918,319896200.357,385000279.259,20.0,3.96954486131e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,86,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,500.0,-203.0,-1e+200,357987659.717,26025322.8803,353048520.668,410489428.647,319750776.365,326557367.71,397291038.716,20.0,6.77317431026e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,87,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,600.0,-203.0,-1e+200,363272370.436,19407463.4512,363056809.735,404838741.342,322433707.477,339219327.298,388531354.053,20.0,3.7664963761e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,88,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,700.0,-203.0,-1e+200,364845282.95,23269669.2815,367442453.34,406805743.402,316661290.052,333290179.227,396525995.094,20.0,5.41477508472e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,89,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,800.0,-203.0,-1e+200,364254787.529,17460076.7992,364195827.722,396386251.938,327993985.802,334517711.42,388717802.804,20.0,3.04854281834e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,90,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,900.0,-203.0,-1e+200,361525128.861,26737271.0264,359186950.617,414790338.545,325539426.66,328707876.016,405095433.407,20.0,7.14881661939e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,91,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,1000.0,-203.0,-1e+200,353923895.012,19738334.5127,358295706.75,386154282.793,321439965.904,326546810.915,384934617.257,20.0,3.89601849337e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,92,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,1100.0,-203.0,-1e+200,369280108.661,26732608.6272,366032582.813,413371965.751,330528423.649,330987868.503,411375151.199,20.0,7.14632364014e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,93,0.0333333333333,0.1
203.0,-203.0,-280.0,-195.0,1200.0,-203.0,-1e+200,359780596.504,19480628.0941,358494193.844,395887524.809,322476544.069,329876708.875,394539739.02,20.0,3.79494870941e+14,4.7619047619e-08,0.0357142857143,7.02380952381e-05,94,0.0333333333333,0.059
203.0,-203.0,-280.0,-195.0,1218.0,-203.0,-1e+200,361718527.11,21726993.3853,363702239.528,408337658.336,315703537.845,327030689.826,397087103.03,20.0,4.72062241567e+14,4.7619047619e-08,0.0357142857143,5.95238095238e-05,95,0.0333333333333,0.05
203.0,-203.0,-280.0,-195.0,1300.0,-203.0,-1e+200,362453568.639,19698392.5538,360354089.738,390528344.764,333433473.541,335189716.34,390465328.114,20.0,3.88026669206e+14,4.7619047619e-08,0.0357142857143,4.88095238095e-05,96,0.0333333333333,0.041
203.0,-203.0,-270.0,-195.0,300.0,-203.0,-1e+200,349274088.723,19838369.5788,347984716.336,392562253.8,312570413.45,325965332.29,380623655.563,20.0,3.93560907547e+14,4.7619047619e-08,0.0357142857143,5.95238095238e-05,97,0.0333333333333,0.05
203.0,-203.0,-270.0,-195.0,400.0,-203.0,-1e+200,359324444.846,20350340.7314,359818058.414,397016472.595,317362442.664,329600324.491,387811202.577,20.0,4.14136367883e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,98,0.0333333333333,0.1
203.0,-203.0,-270.0,-195.0,500.0,-203.0,-1e+200,357371254.153,26815134.298,350333747.891,420357743.118,313882011.581,327119870.865,399220267.153,20.0,7.19051427419e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,99,0.0333333333333,0.1
203.0,-203.0,-270.0,-195.0,600.0,-203.0,-1e+200,354966217.572,20781073.8418,353687207.452,386818207.317,322965334.321,326037355.347,385376671.708,20.0,4.31853030019e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,100,0.0333333333333,0.1
203.0,-203.0,-270.0,-195.0,700.0,-203.0,-1e+200,359852904.975,22470711.3324,359552806.54,418537281.536,321177775.057,334631678.267,385329905.117,20.0,5.04932867782e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,101,0.0333333333333,0.1
203.0,-203.0,-270.0,-195.0,800.0,-203.0,-1e+200,351961718.895,28109138.8769,348487727.124,407098371.054,307236831.524,313274370.416,398367339.423,20.0,7.90123688402e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,102,0.0333333333333,0.1
203.0,-203.0,-270.0,-195.0,900.0,-203.0,-1e+200,359948132.965,20330225.342,360578101.693,386262829.31,314282336.854,326340097.501,384142245.021,20.0,4.13318062455e+14,4.7619047619e-08,0.0357142857143,0.000119047619048,103,0.0333333333333,0.1
