SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-TES_capacity,PointProbability,ProbabilityWeight-Charger_capacity,ProbabilityWeight-NewBOP_capacity,prefix,ProbabilityWeight
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,279264107.609,2242816.75428,279204156.331,284070966.415,274799871.003,276015194.341,282576127.07,19.0,5.0302269933e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,12,0.000649350649351
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,280916576.102,2464452.58466,280960235.562,286999767.627,276328449.963,277311013.777,284123909.55,19.0,6.07352654202e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,13,0.0004329004329
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,282277399.711,2082694.41128,281973180.479,286513775.03,277184618.957,279634824.717,286135055.063,20.0,4.33761601078e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,14,0.0004329004329
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,282172065.763,1695124.14268,282087573.2,285232023.852,278796364.155,279599972.213,284369883.047,19.0,2.87344585911e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,15,0.0004329004329
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,282773577.636,3036628.93445,282521952.538,289226649.128,277592982.354,279910798.02,287906048.462,20.0,9.22111528555e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,16,0.000255411255411
203.0,-203.0,-360.0,-203.0,300.0,-203.0,-1e+200,264451345.216,1916378.4513,264947484.544,267882074.287,260012475.302,261193975.465,267054018.995,15.0,3.67250636861e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,19,0.000649350649351
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,283709607.656,2829813.7623,284228504.708,288780982.367,279079529.824,279181507.713,287799112.656,19.0,8.00784592928e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,17,0.00021645021645
203.0,-203.0,-380.0,-203.0,1300.0,-203.0,-1e+200,284432139.114,2490169.34059,284744645.679,288585796.049,277298140.075,280640356.076,287541027.365,20.0,6.20094334482e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,18,0.000177489177489
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,273379682.706,2265241.62367,273978628.695,276303254.984,267542736.019,269342318.099,275677381.088,17.0,5.13131961361e+12,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,20,0.00108225108225
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,275458960.915,1985133.87351,275338909.466,281729713.759,272287154.535,273210959.047,278132591.271,20.0,3.94075649577e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,21,0.000649350649351
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,277173534.864,2840651.51861,277472680.429,281351487.172,272675086.532,272861274.726,281008927.602,17.0,8.06930105017e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,22,0.0004329004329
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,278159737.122,2858605.33262,278991111.736,283498488.06,272195809.852,273360297.963,282239786.811,18.0,8.17162444769e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,23,0.0004329004329
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,279695710.273,2266026.19922,279732712.183,283398479.697,274646010.75,275837626.136,283390111.91,20.0,5.13487473555e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,24,0.0004329004329
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,278690090.103,2174065.13612,278770427.266,281951025.991,273888605.161,275737724.901,281733779.387,18.0,4.72655921608e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,25,0.000255411255411
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,279658665.033,2407128.31296,279653066.867,284992280.695,276068599.671,276113788.573,283796956.539,19.0,5.79426671504e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,26,0.00021645021645
203.0,-203.0,-340.0,-203.0,300.0,-203.0,-1e+200,262795139.582,2156486.89689,262877819.713,266701554.639,258557316.858,258847938.174,265570761.688,13.0,4.65043573648e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,28,0.000649350649351
203.0,-203.0,-360.0,-203.0,1300.0,-203.0,-1e+200,281368161.438,2985049.43796,281083755.813,286634223.167,276871507.702,277118038.704,285467475.646,20.0,8.91052014709e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,27,0.000177489177489
203.0,-203.0,-340.0,-203.0,600.0,-203.0,-1e+200,270530910.111,3193945.04289,270024323.884,277032352.295,265535214.444,266281637.965,275480605.225,15.0,1.0201284937e+13,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,29,0.00108225108225
203.0,-203.0,-340.0,-203.0,800.0,-203.0,-1e+200,273463009.04,2533557.41208,272612671.738,278975634.051,269212514.826,270292672.678,277226526.925,17.0,6.41891316028e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,30,0.000649350649351
203.0,-203.0,-340.0,-203.0,900.0,-203.0,-1e+200,273221146.04,1509281.50289,273131447.129,276499593.796,270613469.139,271476983.919,275837882.454,18.0,2.27793065498e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,31,0.0004329004329
203.0,-203.0,-340.0,-203.0,1000.0,-203.0,-1e+200,275043721.454,2757893.21046,275132187.281,278591978.948,269835979.78,270532664.727,278571821.581,17.0,7.60597496031e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,32,0.0004329004329
203.0,-203.0,-340.0,-203.0,1100.0,-203.0,-1e+200,276097798.936,2763912.88533,276352482.938,280198397.978,271503580.797,272029721.749,279845041.071,18.0,7.63921443769e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,33,0.0004329004329
203.0,-203.0,-340.0,-203.0,1200.0,-203.0,-1e+200,274911048.916,1782341.20322,274793617.188,278310946.572,271593128.182,272303088.784,277432302.083,17.0,3.17674016469e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,34,0.000255411255411
203.0,-203.0,-340.0,-203.0,1218.0,-203.0,-1e+200,275790677.567,1801592.35598,276066222.036,278856646.01,271648558.951,273069803.163,278094088.894,19.0,3.24573501713e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,35,0.00021645021645
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,277108991.575,2746710.08491,276796728.115,282342874.744,272522110.629,273725706.381,281587322.548,19.0,7.54441629056e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,36,0.000177489177489
203.0,-203.0,-320.0,-203.0,300.0,-203.0,-1e+200,262116489.941,2631800.76524,261993099.742,266617747.28,258614251.092,258930292.516,266613914.799,11.0,6.92637526793e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,37,0.000649350649351
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,267659403.019,2650022.58101,266729392.853,273761436.932,264853471.048,264917877.593,272304396.249,15.0,7.02261967986e+12,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,38,0.00108225108225
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,269604604.802,2780102.58682,270290676.279,273687235.081,264135781.151,264318577.544,272732414.013,16.0,7.72897039325e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,39,0.000649350649351
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,268631171.862,2584545.63006,268967286.638,272153366.849,263187683.993,264621043.913,272079347.779,15.0,6.67987611386e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,40,0.0004329004329
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,269951535.677,2844360.39334,269866944.761,275379888.655,265406023.999,266064284.649,274231910.507,13.0,8.09038604721e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,41,0.0004329004329
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,270428134.265,1968126.50035,270168402.003,274742475.157,267772702.309,268132448.882,273640401.55,18.0,3.8735219214e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,42,0.0004329004329
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,271288237.735,2444603.9255,271239632.547,276247109.065,267169158.048,267337168.179,274610914.9,16.0,5.97608835259e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,43,0.000255411255411
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,271620134.041,2634028.23321,271866004.113,276115934.342,267559328.521,267624030.489,275099724.704,15.0,6.93810473334e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,44,0.00021645021645
203.0,-203.0,-300.0,-203.0,300.0,-203.0,-1e+200,260176020.732,1297482.94526,260336429.267,262534066.839,258324335.657,258364597.816,261918512.684,9.0,1.68346199324e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,46,0.000649350649351
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,272768614.68,2367348.23234,272666461.117,278346464.444,269170310.936,269707561.593,276431042.263,20.0,5.60433765316e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,45,0.000177489177489
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,263970870.215,1483732.64797,264077085.194,265523326.035,262205984.435,262377608.546,265415430.911,4.0,2.20146257066e+12,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,47,0.00108225108225
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,264285564.436,1992924.33489,263688444.686,267711785.273,262149726.14,262337094.219,267280367.494,7.0,3.97174740461e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,48,0.000649350649351
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,265972277.293,2737680.93662,265860222.935,269570413.169,262919417.725,262954910.741,269318309.178,6.0,7.49489691075e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,49,0.0004329004329
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,265999974.875,2600594.93118,264531030.326,270232736.142,262703623.75,263249234.207,269863275.349,9.0,6.76309399608e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,50,0.0004329004329
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,267394615.832,2011895.96826,266590935.65,271206674.262,265005828.564,265092605.794,270496100.793,11.0,4.04772538708e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,51,0.0004329004329
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,266019346.559,2015329.40256,265847586.432,269224067.855,263292952.186,263387405.241,268859871.717,10.0,4.06155260083e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,52,0.000255411255411
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,265643703.006,1698831.59463,265962955.026,267958930.365,261844252.741,263067012.341,267608750.266,11.0,2.88602878692e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,53,0.00021645021645
203.0,-203.0,-280.0,-203.0,300.0,-203.0,-1e+200,255196679.248,1309920.17039,255435038.752,256576686.575,252761668.422,253337718.197,256408958.797,6.0,1.7158908528e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,55,0.000649350649351
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,265794782.222,2129096.77076,266163596.537,268898641.544,260352589.812,262622458.789,268538440.138,13.0,4.53305305927e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,54,0.000177489177489
203.0,-203.0,-280.0,-203.0,600.0,-203.0,-1e+200,258794090.483,1642040.4295,258084520.212,261763753.615,257562578.726,257582059.926,261229981.863,6.0,2.69629677212e+12,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,56,0.00108225108225
203.0,-203.0,-280.0,-203.0,800.0,-203.0,-1e+200,259907316.271,1276935.85384,259473783.243,261733594.976,258948103.621,258972829.572,261448749.208,4.0,1.63056517483e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,57,0.000649350649351
203.0,-203.0,-280.0,-203.0,900.0,-203.0,-1e+200,261912665.876,3148262.25334,260907505.283,266398967.389,258008220.031,258589451.566,266029388.316,6.0,9.91155521582e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,58,0.0004329004329
203.0,-203.0,-280.0,-203.0,1000.0,-203.0,-1e+200,260444947.348,2967817.80502,260464765.298,263303989.138,257546269.658,257651216.519,263210933.047,4.0,8.80794252377e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,59,0.0004329004329
203.0,-203.0,-280.0,-203.0,1100.0,-203.0,-1e+200,258135373.533,2094153.32603,258577163.458,260285859.133,254631571.237,255398958.917,259971440.146,5.0,4.3854781529e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,60,0.0004329004329
203.0,-203.0,-280.0,-203.0,1200.0,-203.0,-1e+200,260701512.168,2101342.71004,261490676.609,262273628.716,257163383.161,257823927.791,262241656.181,5.0,4.41564118504e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,61,0.000255411255411
203.0,-203.0,-280.0,-203.0,1218.0,-203.0,-1e+200,259797667.044,2262958.16212,258942566.211,263812276.062,257437921.217,257624619.168,263044652.777,7.0,5.1209796435e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,62,0.00021645021645
203.0,-203.0,-280.0,-203.0,1300.0,-203.0,-1e+200,258321825.507,3888433.95231,257006482.371,264730330.999,254323325.501,254710664.341,263795660.983,6.0,1.51199186015e+13,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,63,0.000177489177489
203.0,-203.0,-260.0,-203.0,300.0,-203.0,-1e+200,252726834.941,2335936.59706,252226130.358,257814338.664,249503834.495,249953467.332,256438797.901,10.0,5.45659978546e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,64,0.000649350649351
203.0,-203.0,-260.0,-203.0,800.0,-203.0,-1e+200,254932108.291,3000138.27917,255464422.389,259245232.815,251537572.947,251770009.962,258538897.309,5.0,9.00082969417e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,66,0.000649350649351
203.0,-203.0,-260.0,-203.0,900.0,-203.0,-1e+200,254015904.524,1218049.85025,253648495.764,256100102.777,253093211.644,253122307.233,255679886.791,5.0,1.4836454377e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,67,0.0004329004329
203.0,-203.0,-260.0,-203.0,600.0,-203.0,-1e+200,253969647.379,2251062.46735,254427201.952,257440023.913,251288926.997,251363991.775,256828084.212,7.0,5.06728223193e+12,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,65,0.00108225108225
203.0,-203.0,-260.0,-203.0,1000.0,-203.0,-1e+200,253968539.648,1609178.21894,253534274.468,257168356.393,252419896.402,252505391.225,256432440.896,8.0,2.58945454031e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,68,0.0004329004329
203.0,-203.0,-260.0,-203.0,1200.0,-203.0,-1e+200,254441448.869,2726633.00943,253697767.624,259590181.27,251894766.994,252116305.89,258439457.734,6.0,7.4345275681e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,70,0.000255411255411
203.0,-203.0,-260.0,-203.0,1100.0,-203.0,-1e+200,254760063.809,1638141.81875,254950800.139,256495812.696,251120196.1,252077720.851,256394031.956,9.0,2.68350861834e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,69,0.0004329004329
203.0,-203.0,-260.0,-203.0,1218.0,-203.0,-1e+200,252464459.215,2205632.02945,251260944.823,255692669.853,250356746.938,250370257.348,255652486.372,11.0,4.86481264935e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,71,0.00021645021645
203.0,-203.0,-260.0,-203.0,1300.0,-203.0,-1e+200,254309992.14,2130499.46349,254374745.648,256854249.668,251057109.053,251638645.855,256543212.388,5.0,4.53902796394e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,72,0.000177489177489
203.0,-203.0,-240.0,-203.0,300.0,-203.0,-1e+200,248307495.24,2472083.08415,248371519.916,251881163.502,242251051.117,244967314.672,251395521.377,16.0,6.11119477496e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,73,0.000649350649351
203.0,-203.0,-240.0,-203.0,600.0,-203.0,-1e+200,248000219.451,2468737.32013,247969203.431,251115701.45,243000556.87,244597337.189,251049845.613,11.0,6.09466395581e+12,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,74,0.00108225108225
203.0,-203.0,-240.0,-203.0,800.0,-203.0,-1e+200,247746799.997,2317167.65595,247256011.008,250784502.928,244501754.606,244644858.491,250750719.493,14.0,5.36926594579e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,75,0.000649350649351
203.0,-203.0,-240.0,-203.0,900.0,-203.0,-1e+200,246609879.875,2096042.80911,246597820.291,249269458.914,243441577.688,243582284.669,249267563.98,11.0,4.39339545764e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,76,0.0004329004329
203.0,-203.0,-240.0,-203.0,1000.0,-203.0,-1e+200,247307237.967,1823694.44896,247339293.06,250229617.413,244287231.314,244539797.046,249828178.037,15.0,3.32586144315e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,77,0.0004329004329
203.0,-203.0,-240.0,-203.0,1100.0,-203.0,-1e+200,246363143.055,2028854.02719,246373049.273,250064169.361,242307721.981,242979511.72,249444512.654,17.0,4.11624866363e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,78,0.0004329004329
203.0,-203.0,-240.0,-203.0,1200.0,-203.0,-1e+200,247109088.589,2405048.34727,247089117.964,250859395.769,242997239.512,243312620.589,250133153.551,16.0,5.78425755272e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,79,0.000255411255411
203.0,-203.0,-240.0,-203.0,1218.0,-203.0,-1e+200,246611850.718,2782181.27451,247053557.104,251851764.42,243163314.44,243217694.543,251484141.51,16.0,7.74053264426e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,80,0.00021645021645
203.0,-203.0,-240.0,-203.0,1300.0,-203.0,-1e+200,246631596.835,2418133.2072,245803675.055,252266636.349,242879184.833,244269012.434,251138660.137,18.0,5.84736820776e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,81,0.000177489177489
203.0,-203.0,-220.0,-203.0,300.0,-203.0,-1e+200,241448531.802,2448095.12471,241671249.097,245714521.071,236757440.251,237928825.694,245070157.444,19.0,5.99316973964e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,82,0.000649350649351
203.0,-203.0,-220.0,-203.0,600.0,-203.0,-1e+200,240078904.795,2349625.2704,240179370.11,244202798.876,236386822.005,236744085.712,243332862.209,19.0,5.5207389113e+12,0.25,1.443001443e-07,0.0454545454545,0.0952380952381,83,0.00108225108225
203.0,-203.0,-220.0,-203.0,800.0,-203.0,-1e+200,239117263.533,2025114.45113,239485790.141,243255922.33,236109239.718,236379526.718,241684704.897,19.0,4.10108854018e+12,0.15,1.443001443e-07,0.0454545454545,0.0952380952381,84,0.000649350649351
203.0,-203.0,-220.0,-203.0,900.0,-203.0,-1e+200,237629792.045,2529123.546,237503641.187,242483247.255,233624258.82,234572329.354,241993399.219,20.0,6.39646591093e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,85,0.0004329004329
203.0,-203.0,-220.0,-203.0,1000.0,-203.0,-1e+200,237066111.753,1745762.87957,237274011.479,239770741.366,234145700.608,234879804.767,239394648.538,19.0,3.04768803168e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,86,0.0004329004329
203.0,-203.0,-220.0,-203.0,1100.0,-203.0,-1e+200,234407896.073,1969466.579,234639129.434,237507535.661,230222429.467,230946389.041,237068640.726,20.0,3.87879860578e+12,0.1,1.443001443e-07,0.0454545454545,0.0952380952381,87,0.0004329004329
203.0,-203.0,-220.0,-203.0,1200.0,-203.0,-1e+200,232082771.159,2546766.39926,232256400.962,237545344.677,226997701.219,228698854.484,235988353.842,20.0,6.48601909239e+12,0.059,1.443001443e-07,0.0454545454545,0.0952380952381,88,0.000255411255411
203.0,-203.0,-220.0,-203.0,1218.0,-203.0,-1e+200,232640442.824,2161679.13037,232191894.052,238463250.169,229380948.065,230724627.935,237286447.259,20.0,4.6728566627e+12,0.05,1.443001443e-07,0.0454545454545,0.0952380952381,89,0.00021645021645
203.0,-203.0,-220.0,-203.0,1300.0,-203.0,-1e+200,231196733.821,2251933.89386,231218813.779,234825572.387,227251894.398,228180208.001,234695794.669,19.0,5.0712062623e+12,0.041,1.443001443e-07,0.0454545454545,0.0952380952381,90,0.000177489177489
203.0,-203.0,-200.0,-203.0,300.0,-203.0,-1e+200,226693187.976,2037768.40713,226097257.567,230014030.597,222402662.508,223971990.055,229883936.039,20.0,4.1525000811e+12,0.15,1.443001443e-07,0.0454545454545,0.0714285714286,91,0.000487012987013
203.0,-203.0,-200.0,-203.0,600.0,-203.0,-1e+200,221309952.126,1819283.65851,221396053.238,224792188.842,217545878.434,217844674.812,223601952.326,20.0,3.30979303011e+12,0.25,1.443001443e-07,0.0454545454545,0.0714285714286,92,0.000811688311688
203.0,-203.0,-200.0,-203.0,800.0,-203.0,-1e+200,217168785.494,1739290.4785,216846189.11,219871076.387,214812198.185,215058373.659,219751997.746,20.0,3.02513136861e+12,0.15,1.443001443e-07,0.0454545454545,0.0714285714286,93,0.000487012987013
203.0,-203.0,-200.0,-203.0,900.0,-203.0,-1e+200,214619182.759,1960335.56429,214673222.274,217832616.819,210981570.941,211629401.835,217411084.117,20.0,3.84291552464e+12,0.1,1.443001443e-07,0.0454545454545,0.0714285714286,94,0.000324675324675
203.0,-203.0,-200.0,-203.0,1000.0,-203.0,-1e+200,213228969.422,2001895.25235,213182233.387,216233498.033,209173390.441,210165833.086,216017643.212,19.0,4.00758460139e+12,0.1,1.443001443e-07,0.0454545454545,0.0714285714286,95,0.000324675324675
203.0,-203.0,-200.0,-203.0,1100.0,-203.0,-1e+200,211890143.871,1955096.5826,211883545.541,214765027.218,207812641.263,209167122.643,214522660.034,20.0,3.82240264728e+12,0.1,1.443001443e-07,0.0454545454545,0.0714285714286,96,0.000324675324675
203.0,-203.0,-200.0,-203.0,1200.0,-203.0,-1e+200,209888208.258,1725225.26783,209845040.804,213044628.056,207976182.053,207997653.19,212887711.578,20.0,2.97640222475e+12,0.059,1.443001443e-07,0.0454545454545,0.0714285714286,97,0.000191558441558
203.0,-203.0,-200.0,-203.0,1218.0,-203.0,-1e+200,209843627.314,2164695.91689,209662087.638,213006339.36,206460048.971,206779652.806,212923699.94,20.0,4.68590841261e+12,0.05,1.443001443e-07,0.0454545454545,0.0714285714286,98,0.000162337662338
203.0,-203.0,-200.0,-203.0,1300.0,-203.0,-1e+200,207913797.184,1649419.18508,207926479.57,210875755.218,204736723.931,205521361.382,210287572.219,18.0,2.72058364811e+12,0.041,1.443001443e-07,0.0454545454545,0.0714285714286,99,0.000133116883117
203.0,-203.0,-190.0,-203.0,300.0,-203.0,-1e+200,215191150.408,1378370.91437,215190712.275,218215726.662,212538583.764,213066819.511,217040172.711,20.0,1.89990637759e+12,0.15,1.443001443e-07,0.0454545454545,0.0238095238095,100,0.000162337662338
203.0,-203.0,-190.0,-203.0,600.0,-203.0,-1e+200,209138505.473,2380020.15666,209769294.698,212962941.574,204618411.71,204710938.095,212616778.092,20.0,5.66449594612e+12,0.25,1.443001443e-07,0.0454545454545,0.0238095238095,101,0.000270562770563
203.0,-203.0,-190.0,-203.0,800.0,-203.0,-1e+200,205205445.288,1586982.83789,205102512.443,209834189.729,202322817.03,202568408.839,206913533.007,20.0,2.51851452775e+12,0.15,1.443001443e-07,0.0454545454545,0.0238095238095,102,0.000162337662338
203.0,-203.0,-190.0,-203.0,900.0,-203.0,-1e+200,204361485.058,1724599.39471,204691728.782,207512205.391,200941258.195,201392470.902,207105766.23,20.0,2.97424307222e+12,0.1,1.443001443e-07,0.0454545454545,0.0238095238095,103,0.000108225108225
203.0,-203.0,-190.0,-203.0,1000.0,-203.0,-1e+200,202212344.33,1961414.44868,202648567.938,205699699.534,198341239.592,198778094.102,205238549.703,20.0,3.8471466395e+12,0.1,1.443001443e-07,0.0454545454545,0.0238095238095,104,0.000108225108225
