SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,269231225.464,261880.467014,269276543.8,269596455.095,268757201.306,268800731.423,269595532.426,20.0,68581379003.3,1.7855867438e-06,0.166666666667,0.384615384615,0.139275766017,106,0.00892793371902
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,268261822.729,206496.197419,268256890.899,268628278.002,267923295.167,267976574.279,268599152.809,20.0,42640679548.5,1.7855867438e-06,0.166666666667,0.384615384615,0.0821727019499,107,0.00526748089422
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,268037252.299,312071.841196,268045315.218,268634431.934,267313146.812,267539898.931,268421899.846,20.0,97388834067.2,1.7855867438e-06,0.166666666667,0.384615384615,0.0125348189415,108,0.000803514034712
203.0,-203.0,-420.0,-190.0,500.0,-203.0,-1e+200,276892107.691,365545.723745,276928557.216,277733482.249,276354143.126,276381376.431,277429492.618,20.0,133623676148.0,1.7855867438e-06,0.166666666667,0.192307692308,0.0696378830084,109,0.00223198342976
203.0,-203.0,-420.0,-190.0,600.0,-203.0,-1e+200,277749890.86,362065.283249,277694675.518,278493342.882,277127336.2,277197358.621,278309244.93,19.0,131091269334.0,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,110,0.00446396685951
203.0,-203.0,-420.0,-190.0,700.0,-203.0,-1e+200,277725135.429,287621.153718,277751252.162,278150328.213,277166815.443,277178983.749,278081594.768,20.0,82725928066.1,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,111,0.00446396685951
203.0,-203.0,-420.0,-190.0,800.0,-203.0,-1e+200,277587901.39,298856.685088,277572915.149,278050631.365,277161841.945,277165247.645,278019284.354,20.0,89315318221.5,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,112,0.00446396685951
203.0,-203.0,-420.0,-190.0,900.0,-203.0,-1e+200,277155880.927,254244.181164,277122928.257,277668094.001,276752549.257,276795560.694,277537238.49,18.0,64640103655.8,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,113,0.00446396685951
203.0,-203.0,-420.0,-190.0,1000.0,-203.0,-1e+200,276245995.148,312862.531205,276336729.791,276715737.745,275339767.088,275755766.64,276523047.978,20.0,97882963431.9,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,114,0.00446396685951
203.0,-203.0,-420.0,-190.0,1100.0,-203.0,-1e+200,275475190.55,425583.528694,275442773.959,276436786.614,274531808.033,274847250.709,276137028.354,20.0,181121339896.0,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,115,0.00446396685951
203.0,-203.0,-400.0,-190.0,500.0,-203.0,-1e+200,277204053.861,322515.259146,277179384.516,277685517.701,276583436.588,276713572.767,277659543.188,20.0,104016092382.0,1.7855867438e-06,0.333333333333,0.192307692308,0.0696378830084,118,0.00446396685951
203.0,-203.0,-420.0,-190.0,1200.0,-203.0,-1e+200,274744245.965,384838.590935,274808259.239,275508543.162,274132168.587,274225114.167,275304481.621,20.0,148100741073.0,1.7855867438e-06,0.166666666667,0.192307692308,0.0821727019499,116,0.00263374044711
203.0,-203.0,-420.0,-190.0,1218.0,-203.0,-1e+200,274358799.451,340302.402971,274268435.574,274871688.167,273861538.836,273862168.804,274870364.528,19.0,115805725468.0,1.7855867438e-06,0.166666666667,0.192307692308,0.0125348189415,117,0.000401757017356
203.0,-203.0,-400.0,-190.0,600.0,-203.0,-1e+200,277869439.168,389941.816996,277993075.393,278448618.922,276879387.818,277241304.366,278220006.311,20.0,152054620642.0,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,119,0.00892793371902
203.0,-203.0,-400.0,-190.0,700.0,-203.0,-1e+200,277974321.083,437355.887517,278085145.132,279046200.136,276761886.562,277441049.493,278300321.272,20.0,191280172346.0,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,120,0.00892793371902
203.0,-203.0,-400.0,-190.0,800.0,-203.0,-1e+200,277550627.199,280854.606969,277577403.678,278178960.515,277139209.238,277158630.813,278032598.952,20.0,78879310255.5,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,121,0.00892793371902
203.0,-203.0,-400.0,-190.0,900.0,-203.0,-1e+200,277008624.808,283563.681851,276983559.957,277491428.031,276508947.792,276623232.397,277482751.118,20.0,80408361665.2,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,122,0.00892793371902
203.0,-203.0,-400.0,-190.0,1000.0,-203.0,-1e+200,276279109.557,309169.90087,276338353.352,276685765.879,275303189.77,275871351.142,276590668.515,20.0,95586027604.2,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,123,0.00892793371902
203.0,-203.0,-400.0,-190.0,1100.0,-203.0,-1e+200,275371913.275,233833.126102,275326825.332,275935586.277,275016052.406,275057533.144,275764511.651,20.0,54677930862.6,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,124,0.00892793371902
203.0,-203.0,-400.0,-190.0,1200.0,-203.0,-1e+200,274509821.934,348608.456898,274571273.54,275156139.746,274018983.421,274021620.369,274935227.573,20.0,121527856221.0,1.7855867438e-06,0.333333333333,0.192307692308,0.0821727019499,125,0.00526748089422
203.0,-203.0,-400.0,-190.0,1218.0,-203.0,-1e+200,274505373.32,381162.84237,274428330.408,275554199.978,274002433.852,274065219.612,275412705.895,20.0,145285112403.0,1.7855867438e-06,0.333333333333,0.192307692308,0.0125348189415,126,0.000803514034712
203.0,-203.0,-380.0,-190.0,500.0,-203.0,-1e+200,275004698.224,358485.124895,274974561.05,275943389.519,274260801.019,274669320.538,275514741.259,20.0,128511584771.0,1.7855867438e-06,0.333333333333,0.192307692308,0.0696378830084,127,0.00446396685951
203.0,-203.0,-380.0,-190.0,600.0,-203.0,-1e+200,275556278.02,313594.792607,275505408.103,276054661.902,275022729.482,275107368.609,276045317.376,20.0,98341693950.5,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,128,0.00892793371902
203.0,-203.0,-380.0,-190.0,700.0,-203.0,-1e+200,275395791.0,377268.461254,275411248.0,276146971.803,274406087.994,274947465.291,275865189.732,20.0,142331491857.0,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,129,0.00892793371902
203.0,-203.0,-380.0,-190.0,800.0,-203.0,-1e+200,274781734.797,305464.904922,274771686.068,275366901.302,274172050.737,274394658.632,275329578.101,20.0,93308808138.9,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,130,0.00892793371902
203.0,-203.0,-380.0,-190.0,900.0,-203.0,-1e+200,274175692.225,375465.683083,274148741.16,275059785.055,273561641.31,273704125.407,274702822.059,20.0,140974479173.0,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,131,0.00892793371902
203.0,-203.0,-380.0,-190.0,1000.0,-203.0,-1e+200,273327307.625,383143.182397,273262729.751,274196270.597,272585563.528,272838560.231,274019512.518,20.0,146798698217.0,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,132,0.00892793371902
203.0,-203.0,-380.0,-190.0,1100.0,-203.0,-1e+200,272395882.721,269940.796934,272391207.159,273122595.192,272011350.555,272030364.184,272764745.146,20.0,72868033849.2,1.7855867438e-06,0.333333333333,0.192307692308,0.139275766017,133,0.00892793371902
203.0,-203.0,-360.0,-190.0,500.0,-203.0,-1e+200,272680128.048,231502.770087,272650208.075,273066030.107,272315775.039,272355743.67,273051247.578,20.0,53593532558.0,1.7855867438e-06,0.166666666667,0.192307692308,0.0696378830084,136,0.00223198342976
203.0,-203.0,-380.0,-190.0,1218.0,-203.0,-1e+200,271240520.785,346070.333372,271235241.881,271974707.293,270364184.971,270882350.317,271826035.527,20.0,119764675640.0,1.7855867438e-06,0.333333333333,0.192307692308,0.0125348189415,135,0.000803514034712
203.0,-203.0,-380.0,-190.0,1200.0,-203.0,-1e+200,271581058.352,300778.456224,271612398.319,272039538.506,270945505.102,271125284.899,271957800.313,20.0,90467679728.4,1.7855867438e-06,0.333333333333,0.192307692308,0.0821727019499,134,0.00526748089422
203.0,-203.0,-360.0,-190.0,600.0,-203.0,-1e+200,272618677.489,234921.602972,272617935.985,273081037.05,272227678.311,272257121.844,272951164.869,20.0,55188159543.0,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,137,0.00446396685951
203.0,-203.0,-360.0,-190.0,700.0,-203.0,-1e+200,272256956.524,299911.941846,272290602.243,272751354.071,271812074.486,271824392.625,272720315.726,20.0,89947172861.9,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,138,0.00446396685951
203.0,-203.0,-360.0,-190.0,800.0,-203.0,-1e+200,271622564.563,335084.25179,271602356.874,272267214.017,270767835.503,271213446.03,272145669.136,20.0,112281455798.0,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,139,0.00446396685951
203.0,-203.0,-360.0,-190.0,900.0,-203.0,-1e+200,270768624.817,337372.261526,270802184.323,271449901.031,270088554.487,270298204.866,271184226.012,20.0,113820042847.0,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,140,0.00446396685951
203.0,-203.0,-360.0,-190.0,1000.0,-203.0,-1e+200,269882421.606,298334.442659,269870466.595,270471292.352,269484601.238,269491448.684,270400247.3,20.0,89003439676.7,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,141,0.00446396685951
203.0,-203.0,-360.0,-190.0,1200.0,-203.0,-1e+200,267976942.65,221430.388054,267987665.799,268418985.751,267528343.579,267550771.094,268367527.575,20.0,49031416753.9,1.7855867438e-06,0.166666666667,0.192307692308,0.0821727019499,143,0.00263374044711
203.0,-203.0,-360.0,-190.0,1100.0,-203.0,-1e+200,268883781.798,302732.926968,268888849.453,269497776.672,268361539.074,268538604.229,269368140.675,20.0,91647225070.5,1.7855867438e-06,0.166666666667,0.192307692308,0.139275766017,142,0.00446396685951
203.0,-203.0,-360.0,-190.0,1218.0,-203.0,-1e+200,267821587.266,301942.738427,267750881.237,268453596.809,267234722.516,267377568.098,268200563.657,20.0,91169417289.0,1.7855867438e-06,0.166666666667,0.192307692308,0.0125348189415,144,0.000401757017356
