SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,PointProbability
203.0,-203.0,-380.0,-203.0,500.0,-203.0,-1e+200,410717022.694,22045777.0722,410272497.35,461920325.902,371158204.612,378178856.169,438083220.221,18.0,4.86016286716e+14,0.000117352526991,17,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,428116393.724,29466463.644,434944184.719,481020043.597,378040944.724,387400175.022,465211635.599,20.0,8.6827247968e+14,0.000117352526991,18,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,700.0,-203.0,-1e+200,430777506.919,21549373.52,432167406.86,477497084.557,390124173.257,394547183.101,463856630.233,17.0,4.64375499107e+14,0.000117352526991,19,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,426489131.588,22056373.6338,423482512.464,469815377.167,388874251.165,393562704.698,462771308.156,19.0,4.86483617872e+14,0.000117352526991,20,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,434209676.206,21006774.2384,436567040.186,468797724.904,386136110.617,398924197.95,463182322.624,17.0,4.41284563901e+14,0.000117352526991,21,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,431686929.373,24032994.5769,433432448.092,461371073.334,395028244.801,396586539.455,460465974.446,16.0,5.77584828333e+14,0.000117352526991,22,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,453526415.037,27906474.9595,457870725.937,505177965.71,400457665.711,403537127.587,493561184.389,17.0,7.78771344664e+14,0.000117352526991,23,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,438951483.275,21886299.7266,440185738.586,481914992.83,391545673.85,404933445.133,469646451.101,18.0,4.79010115724e+14,6.92379909247e-05,24,0.0536363636364,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,457347190.715,31134293.7881,450326496.694,502912334.254,401023142.206,411878171.456,501095849.397,16.0,9.69344249685e+14,5.86762634955e-05,25,0.0454545454545,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-380.0,-203.0,1300.0,-203.0,-1e+200,447364857.973,26616265.6724,446372714.144,496671688.769,410271670.851,412856889.828,490973867.246,17.0,7.08425598345e+14,4.81145360663e-05,26,0.0372727272727,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,200.0,-203.0,-1e+200,374401520.929,20020434.8574,373826207.371,407205927.221,340094785.631,344563608.637,404573386.333,15.0,4.00817811879e+14,5.86762634955e-05,27,0.0454545454545,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,300.0,-203.0,-1e+200,388598354.5,20764836.4016,381965523.802,438570520.408,348028343.704,366021568.059,422201557.48,18.0,4.31178430786e+14,0.000117352526991,28,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,400.0,-203.0,-1e+200,405505984.409,20584302.787,402735477.773,446679111.297,371082347.154,375500383.006,440690765.206,17.0,4.23713521227e+14,0.000117352526991,29,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,397702692.433,20191895.4833,400970620.114,433740181.72,366474258.251,366643496.755,420588192.498,19.0,4.07712643208e+14,0.000117352526991,30,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,415009016.02,30081850.9659,408869315.074,469976597.664,368710107.281,371076792.777,460354249.457,13.0,9.04917757536e+14,0.000117352526991,31,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,417161877.452,22104471.6793,411759994.388,461482343.43,390140711.878,393611399.357,460686363.04,16.0,4.88607668221e+14,0.000117352526991,32,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,415301903.094,20375717.5128,416108490.813,449269652.696,378656116.041,388594549.556,444252547.051,17.0,4.15169864161e+14,0.000117352526991,33,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,438034822.493,26351738.4379,435144207.816,473865316.252,389509045.384,389663888.075,471012089.011,18.0,6.94414118702e+14,0.000117352526991,34,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,432683956.258,26891138.4355,429877192.048,475392486.858,376592503.699,397239985.149,473912224.64,18.0,7.23133326356e+14,0.000117352526991,35,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,446809076.906,24674972.6326,445577536.367,495883496.875,401254280.762,404061821.414,480123019.356,17.0,6.08854274419e+14,0.000117352526991,36,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,438796951.536,24982065.3144,442023641.781,477834932.997,396857633.525,401877776.868,472041557.563,17.0,6.24103587374e+14,6.92379909247e-05,37,0.0536363636364,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,431895729.23,34214209.1877,426460870.626,490463161.088,392127944.392,392192626.307,484764007.599,18.0,1.17061211034e+15,5.86762634955e-05,38,0.0454545454545,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-360.0,-203.0,1300.0,-203.0,-1e+200,428750198.013,24024819.8592,428663798.123,471312974.801,398805365.285,401987561.855,470209429.181,14.0,5.77191969267e+14,4.81145360663e-05,39,0.0372727272727,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,200.0,-203.0,-1e+200,366484078.783,19924006.3858,358472281.111,399605243.601,338955472.401,339145082.96,394965542.148,15.0,3.96966030461e+14,5.86762634955e-05,40,0.0454545454545,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,300.0,-203.0,-1e+200,378172200.559,13792369.8153,374586338.981,401602564.273,357773539.271,359700192.663,397854779.527,13.0,1.90229465123e+14,0.000117352526991,41,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,400.0,-203.0,-1e+200,394480154.845,27550622.4365,392857095.162,441750365.092,347694634.46,356817688.645,431850561.169,13.0,7.59036796641e+14,0.000117352526991,42,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,600.0,-203.0,-1e+200,405152653.72,26210419.5424,411180025.715,444053892.198,349134839.322,363035220.853,436660541.57,15.0,6.86986092589e+14,0.000117352526991,44,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,500.0,-203.0,-1e+200,396711888.997,20023512.5534,393073676.875,425226438.806,358447485.037,366512167.248,422609650.673,18.0,4.00941054976e+14,0.000117352526991,43,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,700.0,-203.0,-1e+200,421799292.441,24886636.985,418911232.406,483041037.034,383050819.469,384880720.101,454906070.629,18.0,6.19344700425e+14,0.000117352526991,45,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,800.0,-203.0,-1e+200,411246565.626,19202838.294,407879370.626,439647083.691,383356509.522,383568504.77,438823842.228,16.0,3.68748998545e+14,0.000117352526991,46,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,900.0,-203.0,-1e+200,401415311.543,22269875.2629,399704174.628,438437053.16,369386431.016,371613474.931,434542626.031,16.0,4.95947344226e+14,0.000117352526991,47,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,1000.0,-203.0,-1e+200,413877300.858,24307780.7046,410423787.995,473770096.474,377119821.708,379002326.905,453657575.783,18.0,5.90868202781e+14,0.000117352526991,48,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,1100.0,-203.0,-1e+200,410331451.612,27199778.0469,410228212.442,455623701.155,369540820.668,370389976.895,452763903.62,19.0,7.39827925801e+14,0.000117352526991,49,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,1200.0,-203.0,-1e+200,429360291.642,27536840.1016,431029819.07,468448706.394,374093238.276,389499669.036,468233212.708,16.0,7.58277562781e+14,6.92379909247e-05,50,0.0536363636364,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,1218.0,-203.0,-1e+200,433761201.497,21039805.3498,430544917.02,481791444.252,395973051.097,407110482.387,468960474.318,18.0,4.42673409156e+14,5.86762634955e-05,51,0.0454545454545,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,200.0,-203.0,-1e+200,378163783.165,19490630.1259,379220378.558,405058413.853,355909230.975,356290817.678,401908981.132,8.0,3.79884662703e+14,5.86762634955e-05,53,0.0454545454545,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,422297194.1,23767388.9591,418871309.41,474275382.291,376470468.179,390364012.073,459936498.355,17.0,5.64888777935e+14,4.81145360663e-05,52,0.0372727272727,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,300.0,-203.0,-1e+200,366410209.506,17859248.0528,366614080.481,397742806.91,332280233.424,341742100.455,391145931.744,11.0,3.18952741011e+14,0.000117352526991,54,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,400.0,-203.0,-1e+200,379035738.763,16935110.4078,379641283.706,416409929.149,356952881.52,357329638.601,405432715.715,11.0,2.86797964524e+14,0.000117352526991,55,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,395899032.245,33250990.4476,395051583.192,459401537.235,353668220.372,357938637.915,446515954.507,14.0,1.10562836575e+15,0.000117352526991,57,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,500.0,-203.0,-1e+200,399814116.761,25091815.1939,395326361.829,453214315.611,362054358.103,365324801.233,437749375.091,12.0,6.29599189726e+14,0.000117352526991,56,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,700.0,-203.0,-1e+200,394928705.728,22524029.2196,395717258.727,439680137.762,354270483.469,361679476.326,427141316.744,13.0,5.07331892287e+14,0.000117352526991,58,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,397278379.989,18339885.9017,397825571.883,444705934.112,374618929.104,375436808.893,425013566.981,15.0,3.36351414887e+14,0.000117352526991,59,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,403001650.962,23850386.3439,403797886.825,435663747.987,351559022.799,368217020.279,431835119.049,13.0,5.68840928755e+14,0.000117352526991,60,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,412485957.955,30064116.1634,408237615.884,477529866.137,359132469.949,372393248.185,473112262.686,17.0,9.03851080689e+14,0.000117352526991,61,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,401946282.629,27242288.6005,396162717.646,455884355.235,373017775.215,373546804.56,447395407.099,14.0,7.42142288191e+14,0.000117352526991,62,0.0909090909091,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,418849930.081,24065194.1073,418238167.765,467892475.741,374369240.874,381897172.144,452706365.599,16.0,5.79133567422e+14,6.92379909247e-05,63,0.0536363636364,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,394579106.04,23370036.5544,389861966.984,439295734.334,352942983.928,364956355.697,432198518.759,14.0,5.46158608553e+14,5.86762634955e-05,64,0.0454545454545,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,200.0,-203.0,-1e+200,367183005.33,9949904.15179,366655522.248,382258058.303,354076236.914,355599532.139,380014362.34,6.0,9.90005926298e+13,4.40071976217e-05,66,0.0454545454545,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,422044725.166,35302472.5831,425556303.735,479640611.596,362221845.068,366965462.941,478560703.649,19.0,1.24626457048e+15,4.81145360663e-05,65,0.0372727272727,0.0714285714286,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,300.0,-203.0,-1e+200,356896425.579,,356896425.579,356896425.579,356896425.579,356896425.579,356896425.579,1.0,,8.80143952433e-05,67,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,400.0,-203.0,-1e+200,368912614.493,23226969.9599,369318169.504,399403634.533,336576915.396,341282875.596,395354434.954,5.0,5.39492133519e+14,8.80143952433e-05,68,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,500.0,-203.0,-1e+200,384361768.047,19759031.9849,387244165.965,409320937.783,353226825.704,353435749.582,407046143.552,10.0,3.90419344979e+14,8.80143952433e-05,69,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,389742855.058,28027395.1141,388043660.327,427510157.55,346409848.201,353817159.788,425341393.798,10.0,7.8553487688e+14,8.80143952433e-05,70,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,700.0,-203.0,-1e+200,390049272.537,24139878.8471,393732541.537,426492216.12,350740052.915,356622771.774,418700221.401,10.0,5.82733750751e+14,8.80143952433e-05,71,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,376842467.028,22997200.7584,378227559.948,409344414.538,341085337.286,345837563.818,405516114.566,9.0,5.28871242723e+14,8.80143952433e-05,72,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,391208259.205,27555709.217,394880224.662,432742388.198,337356414.842,352636199.307,429378337.44,12.0,7.59317110451e+14,8.80143952433e-05,73,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,400312364.942,27711500.6177,396145506.099,469118003.294,361278688.52,362655258.501,443342960.656,15.0,7.67927266486e+14,8.80143952433e-05,74,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,394518665.451,30988052.7721,396278540.273,445303557.555,351736220.847,352723069.098,438558177.831,13.0,9.60259414607e+14,8.80143952433e-05,75,0.0909090909091,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,410053774.32,25306689.3281,412223985.21,452822976.96,368605193.566,371153842.295,440124063.562,14.0,6.40428524751e+14,5.19284931936e-05,76,0.0536363636364,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,406981303.102,22171488.7151,404678814.312,450865501.235,369944299.553,380441853.014,442062464.654,13.0,4.91574911844e+14,4.40071976217e-05,77,0.0454545454545,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,200.0,-203.0,-1e+200,363839360.894,22598376.3704,362930000.956,394283872.866,330509109.477,335469799.256,391220732.778,6.0,5.10686614579e+14,2.93381317478e-05,79,0.0454545454545,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,397119048.529,24232689.5554,400963898.614,436136709.91,361635332.967,365030266.431,430099827.741,12.0,5.87223243087e+14,3.60859020498e-05,78,0.0372727272727,0.0535714285714,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,300.0,-203.0,-1e+200,376071861.426,7665907.27462,377142868.431,385399074.651,365052382.234,365444819.797,384365342.876,7.0,5.87661343431e+13,5.86762634955e-05,80,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,400.0,-203.0,-1e+200,363883580.23,12578660.588,368556137.944,378687334.179,344753161.937,345921492.096,377769386.256,9.0,1.58222702188e+14,5.86762634955e-05,81,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,500.0,-203.0,-1e+200,373303348.463,16390181.1178,378072394.465,392252821.949,346619430.549,350721431.798,391137505.896,7.0,2.68638037074e+14,5.86762634955e-05,82,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,600.0,-203.0,-1e+200,368547051.602,24028289.6198,363287885.375,400673738.492,332199007.425,334731248.04,400582781.035,11.0,5.77358702052e+14,5.86762634955e-05,83,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,700.0,-203.0,-1e+200,380324017.973,33588947.2544,366601296.493,433205700.737,352160203.296,353020749.644,425202551.45,5.0,1.12821737766e+15,5.86762634955e-05,84,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,800.0,-203.0,-1e+200,373877632.81,29388753.6469,368050687.701,413541321.996,328116211.083,337870948.902,410794090.187,11.0,8.63698840921e+14,5.86762634955e-05,85,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,900.0,-203.0,-1e+200,388813626.267,27819238.2057,394136732.953,420780837.172,315431726.191,345794928.084,416332313.871,12.0,7.73910014345e+14,5.86762634955e-05,86,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,1000.0,-203.0,-1e+200,383083507.684,22753669.4644,382562524.832,427437534.0,346279302.015,354238861.56,414261673.733,8.0,5.17729474096e+14,5.86762634955e-05,87,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,1100.0,-203.0,-1e+200,390909926.572,23968212.8663,386911729.27,446852573.254,363415309.545,366449826.165,434399494.667,11.0,5.74475228006e+14,5.86762634955e-05,88,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,1200.0,-203.0,-1e+200,397507566.182,20375695.4684,397388304.67,437771974.38,366348045.519,367163512.006,433654539.74,16.0,4.1516896582e+14,3.46189954624e-05,89,0.0536363636364,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,1218.0,-203.0,-1e+200,390911084.672,33317299.1514,393174143.439,454886567.799,347508322.004,351780594.019,452943665.923,15.0,1.11004242274e+15,2.93381317478e-05,90,0.0454545454545,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,200.0,-203.0,-1e+200,359683421.109,20797019.2013,364992562.23,376357246.205,332391313.77,335714383.271,376219661.377,4.0,4.32516007661e+14,2.93381317478e-05,92,0.0454545454545,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-290.0,-203.0,1300.0,-203.0,-1e+200,395831595.057,22952849.31,401472309.054,425395762.805,358914020.504,362875806.927,422425360.034,10.0,5.26833291448e+14,2.40572680332e-05,91,0.0372727272727,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,300.0,-203.0,-1e+200,336940668.644,13411690.4882,332940371.66,362100808.132,327044720.769,327114114.68,356399466.906,6.0,1.79873441751e+14,5.86762634955e-05,93,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,400.0,-203.0,-1e+200,356887810.627,15654599.0332,353915372.004,392565303.934,334531352.917,339295118.591,382296583.728,10.0,2.45066470889e+14,5.86762634955e-05,94,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,500.0,-203.0,-1e+200,352412858.065,17143752.5952,351684672.677,371538917.819,331471721.745,332887632.461,371394638.08,6.0,2.93908253047e+14,5.86762634955e-05,95,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,600.0,-203.0,-1e+200,368560116.7,17235298.5006,368154201.145,387547660.074,337167321.178,344241720.608,387165240.528,7.0,2.97055514405e+14,5.86762634955e-05,96,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,700.0,-203.0,-1e+200,376928778.756,23861583.1117,373533769.586,411711490.522,346721754.478,350954079.066,406327892.773,5.0,5.69375148596e+14,5.86762634955e-05,97,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,800.0,-203.0,-1e+200,371042696.537,21089797.2687,369825880.395,405664871.016,336245738.569,342306295.148,399195608.008,8.0,4.44779548834e+14,5.86762634955e-05,98,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
203.0,-203.0,-280.0,-203.0,900.0,-203.0,-1e+200,374138650.067,26322387.4577,384856560.069,391805417.663,335036062.467,342214242.668,391057983.463,4.0,6.92868081471e+14,5.86762634955e-05,99,0.0909090909091,0.0357142857143,0.0180722891566,3.9117508997e-08
