SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-Charger_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,426786844.074,29920653.8712,430021181.936,499451632.374,380025653.732,384376653.521,464089168.568,17.0,8.95245528083e+14,60,0.00738916256158,1.16521409625e-05,9.47328533535e-09,0.05,0.0315384615385
203.0,-203.0,-320.0,-203.0,100.0,-203.0,-1e+200,340767864.492,18415289.7447,338113881.929,380041464.678,319271262.438,321095815.927,369520509.507,17.0,3.3912289638e+14,62,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,200.0,-203.0,-1e+200,361743402.236,19344431.2956,366622477.399,381725558.112,325122920.228,334007458.433,378720645.391,6.0,3.7420702215e+14,63,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,300.0,-203.0,-1e+200,372176886.222,22775555.3562,374741969.905,401553876.995,323387554.868,339615968.605,401026291.972,12.0,5.18725921784e+14,64,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,400.0,-203.0,-1e+200,390244892.906,25507173.1116,390735325.753,426086391.544,340493140.947,350423014.522,419355535.489,10.0,6.50615880144e+14,65,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,500.0,-203.0,-1e+200,393513164.239,33542518.5073,388628507.971,454791491.433,349615941.947,352811603.252,450536190.401,13.0,1.12510054781e+15,66,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,408004749.49,35039492.3875,410091133.601,463270107.575,353463455.49,355288349.339,456817831.962,13.0,1.22776602677e+15,67,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,700.0,-203.0,-1e+200,402831876.561,20696149.5008,402760296.288,438098393.9,376177981.467,376688765.101,435194137.576,14.0,4.28330604159e+14,68,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,397714225.807,23757733.6868,401263036.672,432032516.67,367299362.867,367400306.752,430985076.065,11.0,5.64429909931e+14,69,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,412504517.229,20499821.4526,407145679.222,466694952.521,380724711.721,390515078.862,447052345.504,15.0,4.2024267959e+14,70,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,394118146.39,23423225.4552,390788967.814,446092938.641,354432399.438,363698034.104,426208963.264,15.0,5.48647490726e+14,71,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,412942830.53,20841622.871,412799896.223,449449870.706,380525732.961,383002016.779,447357150.44,13.0,4.34373243898e+14,72,0.00738916256158,2.84198560061e-05,9.47328533535e-09,0.05,0.0769230769231
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,405276932.224,28999039.8969,405375089.483,457101233.475,355146516.831,365027821.237,445935250.615,15.0,8.40944314944e+14,73,0.00738916256158,1.67677150436e-05,9.47328533535e-09,0.05,0.0453846153846
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,408360580.942,26470769.254,418950146.154,449399208.034,345381843.823,360154294.121,435670447.438,15.0,7.00701624901e+14,74,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.05,0.0384615384615
203.0,-203.0,-300.0,-203.0,0.0,-203.0,-1e+200,298898264.398,17293833.7406,300824038.45,337143043.635,263304974.549,272379919.588,320140621.166,20.0,2.99076685447e+14,76,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.0375,0.0384615384615
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,424360885.575,23961242.0007,420040453.501,458089058.85,374572113.928,393042110.647,456160116.209,15.0,5.74141118217e+14,75,0.00738916256158,1.16521409625e-05,9.47328533535e-09,0.05,0.0315384615385
203.0,-203.0,-300.0,-203.0,100.0,-203.0,-1e+200,347532584.281,21352260.9974,349939930.778,390435830.492,309795599.156,318609863.746,375313738.641,18.0,4.55919049702e+14,77,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,200.0,-203.0,-1e+200,364091512.742,11896610.0679,360810240.019,383830557.63,354931195.639,354982962.783,380203553.917,5.0,1.41529331108e+14,78,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,300.0,-203.0,-1e+200,376684559.18,26107819.2624,373129976.233,414262553.435,345920174.597,349101495.017,409066705.737,5.0,6.81618226638e+14,79,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,400.0,-203.0,-1e+200,386298087.864,25591181.4282,386445366.48,435949707.114,358738878.698,359423701.704,423135013.068,7.0,6.5490856689e+14,80,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,500.0,-203.0,-1e+200,375916965.786,21406384.0977,369152251.71,407065138.478,351301134.757,352597038.226,404793377.117,9.0,4.58233280137e+14,81,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,388374031.96,13629731.5549,390705642.454,405703127.098,367593827.885,370331930.637,403524773.568,6.0,1.85769582259e+14,82,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,700.0,-203.0,-1e+200,377674280.826,21707799.9678,372852253.505,409278635.593,351294799.877,354093526.488,406278485.734,6.0,4.71228579444e+14,83,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,397770699.711,22908125.8923,399964231.896,437310399.642,364588066.642,367843776.554,429017837.22,10.0,5.24782231898e+14,84,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,389614195.4,24043215.2298,398750850.638,424219875.933,338348666.481,349497454.472,419014524.579,13.0,5.78076198586e+14,85,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,392055966.803,10988507.2853,388867269.719,405565403.444,379900593.742,380836558.098,404725553.073,5.0,1.2074729236e+14,86,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,401785115.38,28273363.365,405831183.506,443226841.888,367322195.014,371037306.677,435910994.143,5.0,7.99383075968e+14,87,0.00738916256158,2.13148920045e-05,9.47328533535e-09,0.0375,0.0769230769231
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,396169319.82,31691203.5431,388725039.203,454492730.901,356075285.097,357432348.616,446569257.18,11.0,1.00433238201e+15,88,0.00738916256158,1.25757862827e-05,9.47328533535e-09,0.0375,0.0453846153846
203.0,-203.0,-290.0,-203.0,0.0,-203.0,-1e+200,300486870.658,17407558.1039,300604137.106,326298287.546,265975898.573,271073511.422,320801804.303,20.0,3.0302307914e+14,91,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.025,0.0384615384615
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,391631725.169,20639869.2976,399013939.769,419206842.017,354881296.087,364165607.104,417568721.51,15.0,4.26004204621e+14,89,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.0375,0.0384615384615
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,392625881.297,37844079.0234,394288204.548,448166291.429,341615286.427,348000708.548,442841422.26,10.0,1.43217431713e+15,90,0.00738916256158,8.73910572186e-06,9.47328533535e-09,0.0375,0.0315384615385
203.0,-203.0,-290.0,-203.0,100.0,-203.0,-1e+200,345838812.661,15354120.5362,346787026.304,368043003.443,318926199.664,324464162.974,364106729.865,7.0,2.35749017441e+14,92,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,200.0,-203.0,-1e+200,353444890.703,14402211.2183,350419219.266,377709159.028,336336157.948,338732105.508,374835039.104,7.0,2.07423687978e+14,93,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,300.0,-203.0,-1e+200,364621261.095,32874851.4648,359766500.604,419844182.538,330120493.349,332341013.624,409689965.66,6.0,1.08075585884e+15,94,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,400.0,-203.0,-1e+200,377817980.267,30436651.3259,378690864.0,407808800.839,346954275.964,350127934.768,404897007.155,3.0,9.26389743934e+14,95,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,500.0,-203.0,-1e+200,373868448.152,31157842.591,375247224.692,404314014.296,342044105.467,345364417.39,401407335.335,3.0,9.70811154927e+14,96,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,600.0,-203.0,-1e+200,402984029.571,37210478.6889,382691002.689,445929392.371,380331693.655,380567624.558,439605553.403,3.0,1.38461972426e+15,97,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,700.0,-203.0,-1e+200,391984962.097,18348781.1556,396780717.94,416570088.061,369400974.387,370216065.471,413425272.416,8.0,3.36677769895e+14,98,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,800.0,-203.0,-1e+200,387767506.277,19358063.1319,388855272.749,414513639.32,359467762.335,362931375.135,411094705.781,8.0,3.74734608218e+14,99,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,900.0,-203.0,-1e+200,377314919.224,27983693.0933,377338920.45,434642996.229,345298386.801,346809161.335,421614517.068,10.0,7.83087079141e+14,100,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,1000.0,-203.0,-1e+200,396327169.955,24151121.0772,399382702.379,447801252.851,355199880.332,363762755.365,427690701.576,12.0,5.83276649284e+14,101,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-290.0,-203.0,1100.0,-203.0,-1e+200,393137144.807,23275839.6312,396789091.964,431707933.6,350601980.523,359577659.321,422514172.47,11.0,5.41764710538e+14,102,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
