iteration,accepted,H2_storage_capacity,overflow_capacity,H2_market_capacity,IES_delta_cap,mean_NPV
36.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11202255608.8
37.0,rejected,92821.4622719,-1000.0,-9.99982319172e-11,0.41668029831,-11304007203.5
38.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11182666887.6
39.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-11197425614.0
40.0,rejected,39577.4074115,-1000.0,-9.99982319172e-11,0.0,-11211392069.8
41.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11197061517.6
42.0,rejected,60945.9310792,-1000.0,-9.99982319172e-11,0.0,-11230603433.0
43.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11188183248.8
44.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-11195779090.4
45.0,rejected,0.0,-1000.0,-1.67893083344,0.0,-11424930088.5
46.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11198681650.6
47.0,rejected,3870.67336524,-1000.0,-0.298824365561,0.425565139874,-11302235902.4
48.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11195222106.7
49.0,rejected,10078.3897871,-1000.0,-1.53998037692,0.0619313814088,-11405626578.2
50.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11195574108.8
51.0,rejected,0.0,-1000.0,-1.39153463724,0.0662926888708,-11394757166.5
52.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11188160601.6
53.0,rejected,0.0,-1000.0,-9.99982319172e-11,0.213057866921,-11214921959.3
54.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11184675641.1
55.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-11192946334.1
56.0,rejected,0.0,-1000.0,-9.99982319172e-11,0.144064499343,-11213151259.6
57.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11197387859.9
58.0,rejected,49900.2033832,-1000.0,-0.235762325325,0.0,-11248861551.1
59.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11193704358.3
60.0,rejected,0.0,-1000.0,-0.412029457688,0.19603200733,-11275766299.0
61.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11174068408.1
62.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-11196835158.0
63.0,rejected,0.0,-1000.0,-0.196608611302,0.0180729625539,-11223654154.0
64.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11185689833.2
65.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-11187538017.6
66.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-11196252199.8
67.0,rejected,14167.0424329,-1000.0,-9.99982319172e-11,0.131510034925,-11219607100.0
68.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-11192489012.1
69.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-11187222801.1
