price_fft_frequency,price_fft_period,price_fft_amplitude,
0.138926941,7.198027938,-4040.598566,4040.598566
0.085730594,11.6644474,4035.455996,4035.455996
0.310730594,3.218221896,4028.367491,4028.367491
0.164611872,6.074895978,4028.12248,4028.12248
0.076255708,13.11377246,4026.432177,4026.432177
0.119748858,8.350810296,-4025.178561,4025.178561
0.053310502,18.75802998,-4019.422792,4019.422792
0.238584475,4.19138756,-4017.55498,4017.55498
0.02260274,44.24242424,4015.773851,4015.773851
0.160730594,6.221590909,-4015.77253,4015.77253
0.299429224,3.339687381,-4007.659027,4007.659027
0.013926941,71.80327869,-4001.60045,4001.60045
0.020890411,47.86885246,-4001.134882,4001.134882
0.137671233,7.263681592,4000.840101,4000.840101
0.160273973,6.239316239,3999.340118,3999.340118
0.22716895,4.40201005,-3998.405753,3998.405753
0.035045662,28.53420195,3995.254364,3995.254364
0.273059361,3.662207358,3983.990671,3983.990671
0.037442922,26.70731707,3976.20775,3976.20775
0.276369863,3.618339529,-3969.08441,3969.08441
0.294863014,3.391405343,-3967.602623,3967.602623
0.230821918,4.332344214,3962.565894,3962.565894
0.30239726,3.306908267,3955.637086,3955.637086
0.092579909,10.80147965,-3952.006921,3952.006921
0.155365297,6.436443791,3950.033652,3950.033652
0.441552511,2.264736298,-3944.934457,3944.934457
0.078310502,12.7696793,-3942.942137,3942.942137
0.131621005,7.597571552,3936.053104,3936.053104
0.060502283,16.52830189,-3931.327186,3931.327186
0.143378995,6.974522293,3928.469655,3928.469655
0.010616438,94.19354839,3926.193895,3926.193895
0.30673516,3.260141422,3925.281487,3925.281487
0.020091324,49.77272727,3920.902668,3920.902668
0.132077626,7.571305099,3918.047417,3918.047417
0.050570776,19.77426637,3909.91157,3909.91157
0.487899543,2.049602246,-3903.114973,3903.114973
0.039954338,25.02857143,-3902.449417,3902.449417
0.168949772,5.918918919,-3896.405448,3896.405448
0.263926941,3.788927336,-3891.507944,3891.507944
0.031392694,31.85454545,-3891.432492,3891.432492
0.26152968,3.823657791,3889.687043,3889.687043
0.104680365,9.552889858,-3888.061356,3888.061356
0.450913242,2.217721519,-3882.469263,3882.469263
0.015525114,64.41176471,-3880.100337,3880.100337
0.281621005,3.550871504,3877.108619,3877.108619
0.16609589,6.020618557,-3872.848486,3872.848486
0.121803653,8.209934396,3868.486782,3868.486782
0.048858447,20.46728972,3862.364602,3862.364602
0.030022831,33.30798479,3861.102328,3861.102328
0.475799087,2.101727447,3849.822011,3849.822011
0.179452055,5.572519084,-3841.726985,3841.726985
0.163584475,6.113049546,-3840.730364,3840.730364
0.043721461,22.87206266,-3840.566716,3840.566716
0.091666667,10.90909091,-3836.957893,3836.957893
0.026255708,38.08695652,-3834.645847,3834.645847
0.235273973,4.250363901,-3831.044391,3831.044391
0.183561644,5.447761194,3829.95751,3829.95751
0.003082192,324.4444444,-3829.854403,3829.854403
0.065296804,15.31468531,3825.581372,3825.581372
0.241210046,4.145764316,-3824.333777,3824.333777
0.118607306,8.431183831,-3821.937633,3821.937633
0.189383562,5.280289331,-3821.553374,3821.553374
0.173515982,5.763157895,3821.483188,3821.483188
0.226826484,4.408656266,-3817.684073,3817.684073
0.099086758,10.0921659,3809.002729,3809.002729
0.032077626,31.17437722,3799.765454,3799.765454
0.131278539,7.617391304,3792.148894,3792.148894
0.049543379,20.1843318,3786.50061,3786.50061
0.034018265,29.39597315,3784.06644,3784.06644
0.256506849,3.898531375,3783.297586,3783.297586
0.255593607,3.91246092,-3779.889567,3779.889567
0.167465753,5.971370143,3779.341212,3779.341212
0.149657534,6.681922197,3779.185726,3779.185726
0.110502283,9.049586777,3775.05411,3775.05411
0.294178082,3.399301513,3773.459061,3773.459061
0.274429224,3.643926789,-3766.561137,3766.561137
0.024315068,41.12676056,-3765.982283,3765.982283
0.17260274,5.793650794,-3754.94678,3754.94678
0.080365297,12.44318182,-3752.847341,3752.847341
0.110388128,9.058945191,-3742.928137,3742.928137
0.192351598,5.198813056,3741.115308,3741.115308
0.485502283,2.059722549,3739.625347,3739.625347
0.248515982,4.023886082,-3732.341781,3732.341781
0.292808219,3.415204678,-3731.984502,3731.984502
0.169292237,5.906945381,-3731.954144,3731.954144
0.239954338,4.167459562,3728.992352,3728.992352
0.05,20,-3728.35399,3728.35399
0.036415525,27.46081505,-3719.306367,3719.306367
0.178424658,5.604606526,3718.912705,3718.912705
0.243607306,4.104967198,-3715.950294,3715.950294
0.201712329,4.957555178,-3711.817416,3711.817416
0.230707763,4.334487877,3706.792704,3706.792704
0.197146119,5.072379849,3702.348251,3702.348251
0.36369863,2.74952919,3700.931791,3700.931791
0.39783105,2.513629842,3697.33969,3697.33969
0.023287671,42.94117647,3680.609789,3680.609789
0.208333333,4.8,-3680.464302,3680.464302
0.35216895,2.839546191,-3680.407318,3680.407318
0.141780822,7.053140097,3677.981162,3677.981162
0.202853881,4.929656725,3676.924548,3676.924548
0.162899543,6.138752628,3675.756631,3675.756631
0.471347032,2.121579075,-3673.85493,3673.85493
0.067351598,14.84745763,3673.133538,3673.133538
0.085844749,11.64893617,-3673.118367,3673.118367
0.47283105,2.114920328,-3670.743921,3670.743921
0.130251142,7.677475898,-3669.179607,3669.179607
0.490410959,2.039106145,3666.55697,3666.55697
0.216780822,4.612954186,-3663.969688,3663.969688
0.107534247,9.299363057,3663.038765,3663.038765
0.130365297,7.670753065,-3657.836723,3657.836723
0.176027397,5.680933852,-3650.336628,3650.336628
0.277739726,3.600493218,-3650.071724,3650.071724
0.166780822,5.995893224,3646.964426,3646.964426
0.073515982,13.60248447,-3645.711881,3645.711881
0.325228311,3.074763075,-3640.515492,3640.515492
0.264611872,3.779119931,3639.689231,3639.689231
0.005365297,186.3829787,3637.177188,3637.177188
0.402739726,2.482993197,-3636.493607,3636.493607
0.376027397,2.659380692,3629.757614,3629.757614
0.016324201,61.25874126,-3618.678654,3618.678654
0.103424658,9.668874172,3615.44367,3615.44367
0.074086758,13.49768875,3614.739239,3614.739239
0.057191781,17.48502994,3614.730924,3614.730924
0.046461187,21.52334152,-3608.309392,3608.309392
0.007762557,128.8235294,3607.596083,3607.596083
0.211073059,4.737696052,-3606.384188,3606.384188
0.117351598,8.521400778,-3597.788066,3597.788066
0.134360731,7.442650807,3596.866279,3596.866279
0.161187215,6.203966006,-3593.37462,3593.37462
0.1706621,5.859531773,-3590.326871,3590.326871
0.075342466,13.27272727,3590.278078,3590.278078
0.063356164,15.78378378,3588.985443,3588.985443
0.091324201,10.95,3578.900526,3578.900526
0.499086758,2.003659652,3576.956678,3576.956678
0.0956621,10.45346062,-3568.978236,3568.978236
0.162442922,6.156008433,3567.797476,3567.797476
0.015639269,63.94160584,-3563.844907,3563.844907
0.293949772,3.401941748,-3562.165249,3562.165249
0.306278539,3.265001864,-3556.045025,3556.045025
0.027054795,36.96202532,3546.185935,3546.185935
0.464383562,2.15339233,-3546.106491,3546.106491
0.33390411,2.994871795,3532.367935,3532.367935
0.319063927,3.134168157,3530.313989,3530.313989
0.180707763,5.533796589,-3529.800396,3529.800396
0.132990868,7.519313305,-3529.658037,3529.658037
0.149200913,6.702371844,-3529.555956,3529.555956
0.303196347,3.298192771,-3528.240034,3528.240034
0.18173516,5.502512563,3528.11886,3528.11886
0.298630137,3.348623853,3524.197792,3524.197792
0.424086758,2.358008075,-3520.81829,3520.81829
0.266210046,3.756432247,3519.639368,3519.639368
0.172945205,5.782178218,-3515.29268,3515.29268
0.024200913,41.32075472,-3506.931929,3506.931929
0.071347032,14.016,3506.694251,3506.694251
0.156392694,6.394160584,3502.623505,3502.623505
0.248173516,4.029438822,3500.072604,3500.072604
0.246689498,4.053678852,3499.014072,3499.014072
0.241324201,4.143803217,3498.85121,3498.85121
0.04086758,24.46927374,3489.908558,3489.908558
0.392922374,2.545031958,3487.994044,3487.994044
0.096232877,10.39145907,3485.454159,3485.454159
0.05239726,19.08496732,3479.943007,3479.943007
0.11152968,8.966223132,3478.827371,3478.827371
0.463127854,2.159230959,-3474.900944,3474.900944
0.040981735,24.40111421,3466.936796,3466.936796
0.245776256,4.068741291,-3461.224716,3461.224716
0.298401826,3.351185922,3455.576036,3455.576036
0.327853881,3.050139276,3454.314366,3454.314366
0.385273973,2.595555556,-3453.814877,3453.814877
0.313127854,3.193583668,-3453.086604,3453.086604
0.367694064,2.719652282,3452.969694,3452.969694
0.32260274,3.099787686,-3452.84371,3452.84371
0.393949772,2.538394668,-3448.518093,3448.518093
0.291780822,3.427230047,3443.109262,3443.109262
0.251141553,3.981818182,3435.994068,3435.994068
0.206050228,4.853185596,-3431.569987,3431.569987
0.0206621,48.39779006,3428.89698,3428.89698
0.034589041,28.91089109,-3427.966789,3427.966789
0.408105023,2.45034965,3422.536735,3422.536735
0.021004566,47.60869565,-3416.406647,3416.406647
0.034246575,29.2,-3416.397528,3416.397528
0.136415525,7.330543933,-3414.988827,3414.988827
0.012214612,81.86915888,-3408.955791,3408.955791
0.126369863,7.913279133,3404.766316,3404.766316
0.280936073,3.559528647,3404.514856,3404.514856
0.064954338,15.39543058,-3403.1593,3403.1593
0.357648402,2.796042132,3401.979501,3401.979501
0.162671233,6.147368421,-3399.640435,3399.640435
0.103538813,9.658213892,-3398.86914,3398.86914
0.343493151,2.911266201,-3396.332871,3396.332871
0.091438356,10.93632959,3396.082613,3396.082613
0.100114155,9.988597491,-3394.292611,3394.292611
0.309703196,3.228897899,-3393.516408,3393.516408
0.155251142,6.441176471,3393.226098,3393.226098
0.34109589,2.931726908,3391.954895,3391.954895
0.440981735,2.267667616,-3386.935964,3386.935964
0.336187215,2.974533107,3386.916433,3386.916433
0.228767123,4.371257485,-3384.30196,3384.30196
0.139611872,7.162714636,3383.071752,3383.071752
0.135844749,7.361344538,3378.738841,3378.738841
0.420776256,2.376559957,-3375.133387,3375.133387
0.340525114,2.936640965,3369.689421,3369.689421
0.272488584,3.669878509,-3368.290117,3368.290117
0.053538813,18.67803838,-3366.382876,3366.382876
0.359703196,2.780069819,3361.697169,3361.697169
0.148858447,6.717791411,-3357.856767,3357.856767
0.054223744,18.44210526,3357.815881,3357.815881
0.044063927,22.69430052,3357.521885,3357.521885
0.133675799,7.480785653,3356.355106,3356.355106
0.075799087,13.19277108,3354.242059,3354.242059
0.140410959,7.12195122,-3350.562037,3350.562037
0.399771689,2.501427756,3349.975149,3349.975149
0.085045662,11.75838926,3347.663439,3347.663439
0.097945205,10.20979021,-3341.918712,3341.918712
0.031849315,31.39784946,3340.555851,3340.555851
0.037899543,26.38554217,-3337.043789,3337.043789
0.206278539,4.847814056,3335.975927,3335.975927
0.116894977,8.5546875,3335.597214,3335.597214
0.351712329,2.843232717,-3334.219797,3334.219797
0.441780822,2.263565891,3333.372935,3333.372935
0.153424658,6.517857143,3333.294361,3333.294361
0.443493151,2.254826255,-3331.009012,3331.009012
0.143150685,6.985645933,-3330.519989,3330.519989
0.463356164,2.158167036,3329.175673,3329.175673
0.265639269,3.764503653,-3328.647477,3328.647477
0.300228311,3.330798479,3325.905982,3325.905982
0.07043379,14.19773096,-3325.267661,3325.267661
0.217922374,4.588789942,-3323.420187,3323.420187
0.058333333,17.14285714,3322.672225,3322.672225
0.137899543,7.251655629,-3320.160885,3320.160885
0.214269406,4.667021843,3320.002662,3320.002662
0.028767123,34.76190476,3313.671456,3313.671456
0.087899543,11.37662338,3308.993359,3308.993359
0.282876712,3.535108959,3304.700077,3304.700077
0.019292237,51.83431953,-3303.307575,3303.307575
0.221347032,4.517792677,-3302.777251,3302.777251
0.332876712,3.004115226,-3296.703836,3296.703836
0.235844749,4.240077444,3293.16062,3293.16062
0.00913242,109.5,-3288.273577,3288.273577
0.090068493,11.1026616,-3288.119436,3288.119436
0.047716895,20.9569378,-3283.837183,3283.837183
0.037100457,26.95384615,3281.322343,3281.322343
0.101826484,9.820627803,3279.89167,3279.89167
0.141438356,7.070217918,3267.923494,3267.923494
0.026484018,37.75862069,-3267.299358,3267.299358
0.138584475,7.215815486,-3263.801402,3263.801402
0.128538813,7.779751332,3258.065603,3258.065603
0.348287671,2.871189774,3257.346294,3257.346294
0.375228311,2.665044113,-3256.472495,3256.472495
0.052739726,18.96103896,3256.28643,3256.28643
0.069406393,14.40789474,3252.713456,3252.713456
0.018150685,55.09433962,-3249.950778,3249.950778
0.043493151,22.99212598,-3249.430053,3249.430053
0.258219178,3.872679045,-3248.907604,3248.907604
0.323287671,3.093220339,-3245.128868,3245.128868
0.048744292,20.51522248,-3241.622137,3241.622137
0.198173516,5.046082949,-3240.08699,3240.08699
0.288242009,3.469306931,-3236.964996,3236.964996
0.432990868,2.309517532,3236.860768,3236.860768
0.01130137,88.48484848,3233.022555,3233.022555
0.078881279,12.67727931,-3232.52836,3232.52836
0.020205479,49.49152542,3226.483755,3226.483755
0.304794521,3.280898876,-3222.470331,3222.470331
0.132305936,7.558239862,-3221.822694,3221.822694
0.217694064,4.593602517,3212.515127,3212.515127
0.428767123,2.332268371,3210.817948,3210.817948
0.43413242,2.303444649,-3207.452706,3207.452706
0.193721461,5.162050678,3200.228656,3200.228656
0.481164384,2.078291815,-3198.22116,3198.22116
0.268493151,3.724489796,3197.05076,3197.05076
0.16347032,6.117318436,-3194.457313,3194.457313
0.102853881,9.722530522,-3185.888613,3185.888613
0.173972603,5.748031496,3185.027722,3185.027722
0.009703196,103.0588235,3183.339748,3183.339748
