SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-NewBOP_capacity,PointProbability,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight
203.0,-203.0,0.0,-203.0,1100.0,-203.0,-1e+200,-8534583.81724,0.0,-8534583.81724,-8534583.81724,-8534583.81724,-8534583.81724,-8534583.81724,20.0,0.0,402,0.0625,9.47328533535e-09,0.00738916256158,0.0769230769231,3.55248200076e-05
203.0,-203.0,0.0,-203.0,1200.0,-203.0,-1e+200,-10210635.0588,1.91103360073e-09,-10210635.0588,-10210635.0588,-10210635.0588,-10210635.0588,-10210635.0588,20.0,3.65204942311e-18,403,0.0625,9.47328533535e-09,0.00738916256158,0.0453846153846,2.09596438045e-05
203.0,-203.0,0.0,-203.0,1218.0,-203.0,-1e+200,-10509102.7299,1.91103360073e-09,-10509102.7299,-10509102.7299,-10509102.7299,-10509102.7299,-10509102.7299,20.0,3.65204942311e-18,404,0.0625,9.47328533535e-09,0.00738916256158,0.0384615384615,1.77624100038e-05
203.0,-203.0,0.0,-203.0,1300.0,-203.0,-1e+200,-11857161.3238,1.91103360073e-09,-11857161.3238,-11857161.3238,-11857161.3238,-11857161.3238,-11857161.3238,20.0,3.65204942311e-18,405,0.0625,9.47328533535e-09,0.00738916256158,0.0315384615385,1.45651762031e-05
203.0,-203.0,-400.0,-200.0,0.0,-203.0,-1e+200,244852641.071,2133285.35542,244703999.214,248732052.359,241012608.872,241565392.55,248039057.521,20.0,4.55090640765e+12,406,0.025,9.47328533535e-09,0.0197044334975,0.0384615384615,1.89465706707e-05
203.0,-203.0,-400.0,-200.0,100.0,-203.0,-1e+200,264352874.11,1805520.29143,264309692.1,268064190.426,260786922.386,261603695.409,267279626.691,20.0,3.25990352277e+12,407,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,200.0,-203.0,-1e+200,283870257.154,1923076.45713,283664331.648,287352434.973,281130340.554,281297860.087,286728819.158,20.0,3.69822305996e+12,408,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,400.0,-203.0,-1e+200,298222440.801,1625610.3619,298721800.615,300299284.529,293267996.343,296414028.465,299798930.336,20.0,2.64260904871e+12,410,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,300.0,-203.0,-1e+200,292146354.124,2400074.94728,292040046.747,297782696.282,287774713.696,288410240.695,295122035.876,20.0,5.76035975257e+12,409,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,500.0,-203.0,-1e+200,303166688.948,2098232.84439,303252501.249,306078647.585,299879918.215,300171160.926,305757815.542,20.0,4.40258106926e+12,411,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,307252603.923,2147356.34193,306932475.484,312099269.072,304275442.659,304722131.881,310912920.888,20.0,4.61113925923e+12,412,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,700.0,-203.0,-1e+200,310931521.535,1955830.46883,310951775.89,314369796.124,306912393.427,308035625.163,313184814.971,20.0,3.82527282282e+12,413,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,313229161.986,1374920.64182,313172495.372,316389180.895,310749064.81,311628741.062,315643316.409,20.0,1.8904067713e+12,414,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,318490665.55,1561483.75225,318559350.098,322373359.564,315903042.104,316369843.376,320807081.916,20.0,2.43823150855e+12,416,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,315495567.501,2370199.97434,315678467.253,320474400.7,311285902.715,311781628.959,318583282.999,20.0,5.61784791834e+12,415,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,320405564.662,2142885.73466,320022337.245,324104800.338,316997034.055,317654075.472,324103424.772,20.0,4.5919592718e+12,417,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,323466257.284,2421621.65899,323186002.865,329496667.305,318140482.583,320848195.419,326916610.849,20.0,5.86425145928e+12,418,0.025,9.47328533535e-09,0.0197044334975,0.0453846153846,2.23569533914e-05
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,323343165.232,1349028.24942,323077329.883,325612313.364,320987661.973,321897122.288,325584662.737,20.0,1.81987721773e+12,419,0.025,9.47328533535e-09,0.0197044334975,0.0384615384615,1.89465706707e-05
203.0,-203.0,-380.0,-200.0,0.0,-203.0,-1e+200,245720813.307,1689184.29082,245383245.207,248557677.651,242560827.371,243359973.61,248276331.627,20.0,2.85334356835e+12,421,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1300.0,-203.0,-1e+200,325771843.296,2127209.5935,326271770.163,330047084.476,322188099.788,322984209.863,328190363.896,20.0,4.52502065468e+12,420,0.025,9.47328533535e-09,0.0197044334975,0.0315384615385,1.553618795e-05
203.0,-203.0,-380.0,-200.0,100.0,-203.0,-1e+200,264732942.667,1835881.13359,264866743.276,268629076.668,261281655.87,261932813.509,267505716.404,20.0,3.37045953667e+12,422,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,200.0,-203.0,-1e+200,283522917.642,1757258.34529,283529373.598,287562632.72,280464455.635,280638836.404,285859649.19,20.0,3.08795689209e+12,423,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,300.0,-203.0,-1e+200,291061058.801,1624351.56086,290864294.883,294172608.18,288891612.656,289036734.343,293606025.059,20.0,2.63851799326e+12,424,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,400.0,-203.0,-1e+200,296961804.902,1917017.50821,296726757.044,300836413.932,293556378.667,294471718.98,300147220.315,20.0,3.67495612676e+12,425,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,500.0,-203.0,-1e+200,300970647.864,2373446.24976,300676405.865,306283475.349,297542621.439,297571414.018,304534045.557,20.0,5.6332471005e+12,426,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,305126799.006,2038473.49709,304974191.237,308574108.061,300864966.176,302696806.233,308524818.95,20.0,4.15537419833e+12,427,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,700.0,-203.0,-1e+200,308056248.193,2354820.51804,307797751.292,314214164.33,304500433.449,305002193.81,311841277.222,20.0,5.54517967219e+12,428,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,310362195.211,2107350.60586,310445894.185,313915137.119,305669953.41,306561091.331,313740467.355,20.0,4.44092657603e+12,429,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,313103595.114,2312389.17596,312097095.1,319457989.653,310177100.08,311029146.445,317368245.169,20.0,5.34714370109e+12,430,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,314252409.294,1384533.20754,313996572.553,316545474.733,311326807.622,312491006.391,316406904.894,20.0,1.91693220278e+12,431,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,316484532.256,1888782.68198,316440204.854,320654912.821,312481705.826,314460007.885,319230738.751,20.0,3.56750001976e+12,432,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,319185815.253,1863056.78786,319190708.967,322979638.645,315658107.23,317067210.355,322304578.99,20.0,3.47098059479e+12,433,0.05,9.47328533535e-09,0.0197044334975,0.0453846153846,4.47139067829e-05
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,319627035.636,1923437.05114,320029665.586,323144509.747,315655786.566,316017389.772,322329049.829,20.0,3.69961008968e+12,434,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-360.0,-200.0,0.0,-203.0,-1e+200,245698689.532,2082847.90526,245473358.805,250173637.198,242170734.627,242809063.337,249437622.57,20.0,4.33825539645e+12,436,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-380.0,-200.0,1300.0,-203.0,-1e+200,321453061.744,1610353.49983,321465523.156,324761076.799,318396973.921,319520526.997,324640701.529,20.0,2.59323839442e+12,435,0.05,9.47328533535e-09,0.0197044334975,0.0315384615385,3.10723759e-05
203.0,-203.0,-360.0,-200.0,100.0,-203.0,-1e+200,266724678.856,1710942.97908,266770812.607,270463133.582,263122266.893,263836288.674,269401270.53,20.0,2.92732587765e+12,437,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,300.0,-203.0,-1e+200,289116973.479,2110358.82999,289784552.756,293986150.163,284432583.904,285604988.995,291156740.076,20.0,4.4536143913e+12,439,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,200.0,-203.0,-1e+200,283045397.251,1901960.8042,282992197.699,286861348.954,278654173.306,280503541.058,286281259.405,20.0,3.6174549007e+12,438,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,400.0,-203.0,-1e+200,294803886.359,2088603.572,294620273.828,298504739.377,291059356.206,291363845.197,297925731.992,20.0,4.36226488096e+12,440,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,500.0,-203.0,-1e+200,299226034.488,2159617.82498,300083296.405,301837047.083,295709483.928,296181076.456,301763152.048,20.0,4.66394914998e+12,441,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,301520701.611,2485475.68143,301733438.22,307034799.446,296398888.796,297999961.072,305935334.794,20.0,6.17758936298e+12,442,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,700.0,-203.0,-1e+200,304105509.186,2164046.17681,303990023.902,308745684.633,299105565.747,301215611.239,306740349.81,20.0,4.68309585535e+12,443,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,306896218.428,1910627.67591,306752499.873,310564233.561,303436145.986,303571873.314,309790475.855,20.0,3.65049811596e+12,444,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,309568761.645,1631828.69542,309624496.764,312569959.546,305388274.756,307522568.577,311573424.703,20.0,2.66286489121e+12,445,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,310879712.296,2375488.2015,310484248.734,314773399.785,306782563.756,308055102.053,314263734.009,20.0,5.64294419547e+12,446,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,312705304.795,2151033.83124,313207560.565,316425989.239,309024025.303,309544604.633,314988684.01,20.0,4.62694654314e+12,447,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,315350764.073,1498986.44397,315735844.875,317374941.796,311407122.817,312970779.244,317191168.618,20.0,2.24696035919e+12,448,0.05,9.47328533535e-09,0.0197044334975,0.0453846153846,4.47139067829e-05
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,315579295.755,2456587.0313,315831075.168,319076511.215,311555049.79,311734178.019,319072009.204,20.0,6.03481984237e+12,449,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-340.0,-200.0,0.0,-203.0,-1e+200,247094127.542,2014080.29139,246490841.615,251389695.782,244219015.572,244355735.757,249700365.545,20.0,4.05651942017e+12,451,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-360.0,-200.0,1300.0,-203.0,-1e+200,317065502.455,1266223.47904,316668127.932,319387442.449,314997696.515,315010631.483,319060123.45,20.0,1.60332189887e+12,450,0.05,9.47328533535e-09,0.0197044334975,0.0315384615385,3.10723759e-05
203.0,-203.0,-340.0,-200.0,100.0,-203.0,-1e+200,267931839.802,2064139.65347,267269038.945,273460107.987,265354774.478,265812195.88,271053958.055,20.0,4.26067250902e+12,452,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,300.0,-203.0,-1e+200,288353656.091,1849368.02951,288464810.932,291585956.297,285954926.788,286155266.735,291466111.923,20.0,3.42016210857e+12,454,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,200.0,-203.0,-1e+200,281226232.238,1570318.93863,281329963.339,283573684.585,278908571.13,278977835.832,283300898.426,20.0,2.46590156901e+12,453,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,400.0,-203.0,-1e+200,291787051.978,1835480.77556,291836262.637,294678517.082,288688456.346,289102875.365,294590311.842,20.0,3.36898967743e+12,455,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,500.0,-203.0,-1e+200,295702176.861,2196277.89811,295288539.655,299965820.08,292016651.65,292622341.374,299384726.477,20.0,4.82363660572e+12,456,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,600.0,-203.0,-1e+200,298403791.82,1738335.84806,298394135.478,301554353.398,295219501.971,296242138.104,301127250.392,20.0,3.02181152066e+12,457,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,700.0,-203.0,-1e+200,300900754.644,1539251.27977,300952556.865,303721060.532,297412501.836,298530362.775,303191863.986,20.0,2.36929450229e+12,458,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,800.0,-203.0,-1e+200,302105420.285,1606165.66883,302011298.709,305213817.044,299507387.252,299517024.322,305144196.135,20.0,2.57976815572e+12,459,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,900.0,-203.0,-1e+200,304181207.145,1935787.968,304306676.105,307795622.419,301164103.306,301459613.627,307187184.799,20.0,3.74727505704e+12,460,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,1000.0,-203.0,-1e+200,307311530.015,1803588.4118,306869393.43,311346229.066,304560859.034,305204799.541,309577575.078,20.0,3.2529311592e+12,461,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,1100.0,-203.0,-1e+200,308206462.062,2452139.74345,308041073.761,314242137.05,304878093.69,304976235.558,311961365.201,20.0,6.01298932141e+12,462,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,1200.0,-203.0,-1e+200,309252041.847,2151628.91188,309038977.077,313981857.717,305891887.729,306279290.271,311942058.561,20.0,4.62950697443e+12,463,0.05,9.47328533535e-09,0.0197044334975,0.0453846153846,4.47139067829e-05
203.0,-203.0,-340.0,-200.0,1218.0,-203.0,-1e+200,310856493.374,2004985.8617,310803016.774,314280415.025,307927369.811,308236741.509,313943317.255,20.0,4.01996830561e+12,464,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-320.0,-200.0,0.0,-203.0,-1e+200,248508575.985,2037427.5055,248484917.469,252468175.794,244260313.279,245002321.399,251071449.446,20.0,4.15111084016e+12,466,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-320.0,-200.0,100.0,-203.0,-1e+200,268879154.181,2531558.23386,268631295.437,275677067.485,264861926.425,266046848.271,271870401.002,20.0,6.40878709143e+12,467,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,1300.0,-203.0,-1e+200,312442349.097,1817036.42876,312016024.987,314995043.552,310200684.604,310232943.868,314977991.199,20.0,3.30162138344e+12,465,0.05,9.47328533535e-09,0.0197044334975,0.0315384615385,3.10723759e-05
203.0,-203.0,-320.0,-200.0,200.0,-203.0,-1e+200,280001952.043,1748422.0318,279778183.958,282488517.492,275751819.316,278285973.148,282366182.992,20.0,3.05697960129e+12,468,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,300.0,-203.0,-1e+200,285559934.712,1698276.33843,286348194.562,287569969.877,282737774.895,282872652.995,287431484.078,20.0,2.88414252168e+12,469,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,400.0,-203.0,-1e+200,289226084.315,2273130.47211,289165308.486,293381803.947,285664761.88,285907958.563,292737142.09,20.0,5.16712214323e+12,470,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,500.0,-203.0,-1e+200,292506507.209,1747747.44511,292884632.345,295430974.541,288766388.644,290116032.093,295313170.718,20.0,3.0546211319e+12,471,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,600.0,-203.0,-1e+200,294952207.895,2156617.14459,295373564.795,298770049.522,291362897.783,292041269.739,298312508.927,20.0,4.65099750836e+12,472,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,700.0,-203.0,-1e+200,296202944.874,1751108.08407,296254926.248,299725431.216,292482590.998,293634536.37,298502279.204,20.0,3.06637952208e+12,473,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,800.0,-203.0,-1e+200,298104874.8,1527521.12073,298138094.921,301596037.248,295080470.226,296186433.128,300441189.569,20.0,2.33332077427e+12,474,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,900.0,-203.0,-1e+200,300249848.242,1779704.1,300032281.64,302789066.368,295456895.739,297589575.367,302438403.255,20.0,3.16734668356e+12,475,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,1000.0,-203.0,-1e+200,300572966.897,1881622.60821,300250840.804,304280030.766,297076853.972,298164218.878,303911556.581,20.0,3.54050363972e+12,476,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,1100.0,-203.0,-1e+200,302673068.55,2013432.10576,303174730.458,306090180.015,298891200.497,298939618.867,305572757.342,20.0,4.05390884451e+12,477,0.05,9.47328533535e-09,0.0197044334975,0.0769230769231,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,1200.0,-203.0,-1e+200,304303850.691,1438291.45022,304262603.271,307482359.657,300982706.009,302504612.709,306012262.642,20.0,2.06868229577e+12,478,0.05,9.47328533535e-09,0.0197044334975,0.0453846153846,4.47139067829e-05
203.0,-203.0,-320.0,-200.0,1218.0,-203.0,-1e+200,304459516.18,2441220.22409,304503455.418,307827709.593,298887202.175,300571875.001,307803289.457,20.0,5.95955618252e+12,479,0.05,9.47328533535e-09,0.0197044334975,0.0384615384615,3.78931413414e-05
203.0,-203.0,-300.0,-200.0,0.0,-203.0,-1e+200,250919536.139,1995374.55239,250952754.581,255440644.318,247509259.822,248528682.162,254871630.533,20.0,3.98151960433e+12,481,0.0375,9.47328533535e-09,0.0197044334975,0.0384615384615,2.84198560061e-05
203.0,-203.0,-320.0,-200.0,1300.0,-203.0,-1e+200,306525954.617,1720211.37356,306700825.076,309158441.979,302987453.849,303234209.897,308829542.803,20.0,2.95912716973e+12,480,0.05,9.47328533535e-09,0.0197044334975,0.0315384615385,3.10723759e-05
203.0,-203.0,-300.0,-200.0,100.0,-203.0,-1e+200,269164921.943,1643454.36093,268925672.593,273760405.851,266427839.236,266710937.897,271617984.882,20.0,2.70094223645e+12,482,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,200.0,-203.0,-1e+200,278807656.9,1125626.63204,278730135.102,281240144.111,276606509.19,276716045.37,280216781.712,20.0,1.26703531476e+12,483,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,300.0,-203.0,-1e+200,282247601.473,1610158.19989,281878700.176,285294472.187,279463141.597,279717992.13,285197454.369,20.0,2.59260942869e+12,484,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,400.0,-203.0,-1e+200,285035757.75,1157449.18755,284757911.645,286867483.944,282632896.279,283236497.12,286856077.815,20.0,1.33968862176e+12,485,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,500.0,-203.0,-1e+200,287535692.867,1702261.01963,287142007.213,290428846.522,284686387.537,285545024.042,290243169.851,20.0,2.89769257895e+12,486,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,600.0,-203.0,-1e+200,289644858.111,1956890.58745,289622292.631,292859360.909,286209174.161,286969068.851,292816962.172,20.0,3.82942077126e+12,487,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,700.0,-203.0,-1e+200,291120021.065,2512015.21382,291367659.439,296528924.842,286347055.365,287235661.641,294996372.457,20.0,6.31022043444e+12,488,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,800.0,-203.0,-1e+200,292875508.131,1846672.96411,292857020.256,297515870.405,290434487.971,290643660.633,295805910.908,20.0,3.41020103636e+12,489,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,900.0,-203.0,-1e+200,294357958.001,1971159.44096,294787409.676,297331409.46,290353092.287,290859333.291,296875980.166,20.0,3.88546954168e+12,490,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,1000.0,-203.0,-1e+200,296658151.306,2488342.16391,296581209.969,300935672.49,292446367.092,292475815.978,300143000.865,20.0,6.19184672468e+12,491,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,1100.0,-203.0,-1e+200,296924353.589,1979751.40228,296279423.893,300466635.979,294553518.581,294611299.336,300231280.026,20.0,3.91941561481e+12,492,0.0375,9.47328533535e-09,0.0197044334975,0.0769230769231,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,1200.0,-203.0,-1e+200,299053548.743,2024019.01812,298845385.322,303323929.48,295556426.747,296682281.708,302576619.727,20.0,4.09665298571e+12,493,0.0375,9.47328533535e-09,0.0197044334975,0.0453846153846,3.35354300872e-05
203.0,-203.0,-290.0,-200.0,0.0,-203.0,-1e+200,250341468.58,1902172.28124,250202092.353,254924709.868,247544745.64,247698584.625,253391985.711,20.0,3.61825938752e+12,496,0.025,9.47328533535e-09,0.0197044334975,0.0384615384615,1.89465706707e-05
203.0,-203.0,-300.0,-200.0,1218.0,-203.0,-1e+200,299129104.925,1768606.42262,298818154.114,302811283.268,296202633.689,296640908.87,301808484.905,20.0,3.12796867814e+12,494,0.0375,9.47328533535e-09,0.0197044334975,0.0384615384615,2.84198560061e-05
203.0,-203.0,-300.0,-200.0,1300.0,-203.0,-1e+200,300330022.865,1707640.4641,300542456.531,302834496.984,296995045.96,297256416.168,302765243.988,20.0,2.91603595462e+12,495,0.0375,9.47328533535e-09,0.0197044334975,0.0315384615385,2.3304281925e-05
203.0,-203.0,-290.0,-200.0,100.0,-203.0,-1e+200,269229471.829,1763686.2678,268740095.405,272587067.606,265938449.202,266510636.865,271917602.94,20.0,3.11058925122e+12,497,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,300.0,-203.0,-1e+200,280739851.92,1978385.97872,281116325.137,284582261.65,276378678.917,278092837.416,282957622.687,20.0,3.91401108081e+12,499,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,200.0,-203.0,-1e+200,276887203.883,1682298.16978,276732210.953,279431348.841,273097753.452,274284169.348,279134580.846,20.0,2.83012713204e+12,498,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,400.0,-203.0,-1e+200,284840308.937,1584421.24954,284491014.607,287893573.509,282640979.292,282736958.006,287769727.013,20.0,2.510390696e+12,500,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,500.0,-203.0,-1e+200,285092002.407,2414395.90803,284582547.308,289619182.673,281925478.41,282167901.314,289474677.332,20.0,5.82930760072e+12,501,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,600.0,-203.0,-1e+200,287622339.227,2066543.57904,286669782.612,291594218.329,285148001.521,285278636.141,290982560.572,20.0,4.27060236405e+12,502,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,700.0,-203.0,-1e+200,289144431.595,1913801.76746,288813554.063,292627371.721,285898389.037,286782051.116,292269353.948,20.0,3.66263720512e+12,503,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,800.0,-203.0,-1e+200,289699418.673,1916489.83957,289842954.617,292815086.601,286736000.321,286762410.243,292170217.494,20.0,3.67293330518e+12,504,0.025,9.47328533535e-09,0.0197044334975,0.0769230769231,3.78931413414e-05
