SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity
203.0,-203.0,-380.0,-195.0,100.0,-203.0,-1e+200,265497897.583,1551334.04973,266080363.334,267205943.005,262096286.137,262330520.869,267146553.442,20.0,2.40663733385e+12,3.663003663e-08,17,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,100.0,-203.0,-1e+200,267726437.282,2004378.91946,267270273.642,271513339.049,264146755.154,265603806.278,270872702.664,20.0,4.01753485276e+12,3.663003663e-08,47,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,100.0,-203.0,-1e+200,266139250.642,1601297.31712,265984144.713,268810328.212,263165024.251,263600128.502,268769668.783,20.0,2.56415309781e+12,3.663003663e-08,32,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-290.0,-195.0,100.0,-203.0,-1e+200,269690402.344,1617633.95832,269706009.091,272716817.058,266383613.505,266975083.271,272185969.159,20.0,2.61673962312e+12,3.663003663e-08,92,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,200.0,-203.0,-1e+200,283547087.803,1771092.40897,284101896.289,286641104.579,280936141.6,280963404.847,286191148.487,20.0,3.13676832111e+12,3.663003663e-08,3,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,288854014.194,2046209.332,288978768.094,292652121.608,285423158.146,286448579.55,292158402.742,13.0,4.18697263036e+12,3.663003663e-08,65,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,200.0,-203.0,-1e+200,282943256.519,1785528.17896,282229188.732,285993576.191,279678879.652,281049657.867,285757413.593,20.0,3.18811087784e+12,3.663003663e-08,18,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,200.0,-203.0,-1e+200,277555023.094,1508467.52199,277291319.802,280067862.461,274587485.87,275828498.016,280001153.654,20.0,2.2754742649e+12,3.663003663e-08,78,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,200.0,-203.0,-1e+200,282654655.05,1818591.03054,282255251.694,286736274.636,279940670.699,280359979.871,285972900.472,20.0,3.30727333636e+12,3.663003663e-08,33,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,200.0,-203.0,-1e+200,281169885.134,2268632.48787,280330058.277,286265188.622,278205047.844,278683829.412,284797021.907,20.0,5.14669336501e+12,3.663003663e-08,48,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,200.0,-203.0,-1e+200,280055295.478,2044953.03193,279725188.966,283650161.206,276023076.942,276700594.088,283049561.189,20.0,4.1818329028e+12,3.663003663e-08,63,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-290.0,-195.0,200.0,-203.0,-1e+200,277017644.888,2244055.70368,276427092.92,281646967.039,273181652.8,273514524.05,280234655.308,20.0,5.03578600121e+12,3.663003663e-08,93,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,293983319.679,1580513.881,294074647.51,296225459.73,289921266.094,291435636.567,296025961.987,15.0,2.49802412804e+12,3.663003663e-08,67,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,300.0,-203.0,-1e+200,290095449.402,1481479.43988,290116714.186,292967635.896,287684779.445,287769071.224,292202955.464,20.0,2.1947813308e+12,3.663003663e-08,19,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,300.0,-203.0,-1e+200,291660118.193,1691852.41716,292219166.24,294187519.945,288847715.348,289108211.216,294051781.396,20.0,2.86236460145e+12,3.663003663e-08,4,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,300.0,-203.0,-1e+200,288819184.489,2079479.21052,288659152.467,292481821.063,284146887.937,285681730.751,292213211.562,20.0,4.32423378697e+12,3.663003663e-08,34,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,300.0,-203.0,-1e+200,283060834.304,1194025.73488,282854806.459,285400445.016,280433442.27,281391401.391,284881909.099,20.0,1.42569745556e+12,3.663003663e-08,79,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,300.0,-203.0,-1e+200,288149925.002,1866776.20906,288533889.348,291236186.237,285105365.295,285593986.478,290800195.14,20.0,3.48485341471e+12,3.663003663e-08,49,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,300.0,-203.0,-1e+200,286131119.928,2265579.83619,285249833.861,291409954.579,283517330.948,283773054.937,289692158.109,20.0,5.13285199417e+12,3.663003663e-08,64,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,400.0,-203.0,-1e+200,298823281.472,2158480.34116,298853512.876,302391420.76,295167451.879,295649416.382,301724101.011,20.0,4.65903738317e+12,3.663003663e-08,5,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-290.0,-195.0,300.0,-203.0,-1e+200,280480827.453,2125576.91738,280287430.872,285301722.765,276450207.814,277495607.41,283657345.689,20.0,4.51807723168e+12,3.663003663e-08,94,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,400.0,-203.0,-1e+200,294190395.675,1838302.46802,294257137.157,297587493.537,290624835.563,290849509.947,296937081.456,20.0,3.37935596392e+12,3.663003663e-08,35,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,291989054.354,2625437.2561,292200582.49,296581194.035,286090902.748,287758127.794,296349055.492,20.0,6.89292078571e+12,3.663003663e-08,50,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,400.0,-203.0,-1e+200,296479570.506,1761056.53893,296684496.071,299880127.795,293608292.766,293729764.24,298333428.149,20.0,3.10132013331e+12,3.663003663e-08,20,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,285784236.163,1291671.04185,285491199.334,288741456.011,284123470.151,284132706.785,287698844.381,20.0,1.66841408035e+12,3.663003663e-08,80,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,291120321.201,1977532.89204,291334316.06,295390841.16,287376667.631,288364844.917,293688932.255,19.0,3.9106363391e+12,3.663003663e-08,66,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,500.0,-203.0,-1e+200,303525210.936,2131736.45278,304004143.989,307586075.695,299774966.814,300537506.058,306586708.148,20.0,4.5443003041e+12,3.663003663e-08,6,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,284120240.975,2069404.11817,284085189.902,287959790.515,280151157.572,281055717.916,287442144.812,20.0,4.28243340432e+12,3.663003663e-08,95,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,301469697.409,1606820.02078,301673210.102,305019411.595,297690895.61,299062250.593,303256261.154,20.0,2.58187057917e+12,3.663003663e-08,21,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,600.0,-203.0,-1e+200,306744393.598,2013511.2176,307325527.498,309404770.09,302912571.916,303690907.438,309378692.748,20.0,4.05422742341e+12,3.663003663e-08,7,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,297984139.193,1729801.98269,298541025.651,300342160.749,294200335.845,294672229.292,299676159.028,20.0,2.99221489932e+12,3.663003663e-08,36,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,295265462.212,1741364.63193,295283892.091,298662781.697,292434191.147,292772546.024,297979719.398,20.0,3.03235078134e+12,3.663003663e-08,51,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,287756610.314,1491329.29882,287788250.772,290602561.277,285183278.288,285401838.93,290077303.981,20.0,2.22406307753e+12,3.663003663e-08,81,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,303692667.976,2317454.2881,303639310.244,309610587.327,300255073.753,300302640.647,307542692.107,20.0,5.37059437743e+12,3.663003663e-08,22,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,301939761.968,1414518.12317,301852956.807,305093542.524,299299180.763,299894756.542,304758234.523,20.0,2.00086152078e+12,3.663003663e-08,37,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,285318097.94,1388426.63288,285443185.997,287091238.409,281366457.544,283324591.377,286938150.792,20.0,1.92772851488e+12,3.663003663e-08,96,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,700.0,-203.0,-1e+200,309651844.942,2123882.36484,309073842.266,313733464.936,306427347.325,307006333.074,313528656.493,20.0,4.51087629967e+12,3.663003663e-08,8,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,307153802.089,2120606.03233,307393509.736,313400318.71,303007825.401,303988333.437,309488809.377,20.0,4.49696994436e+12,3.663003663e-08,23,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,298201825.078,1960617.19203,298209296.05,302367006.598,295101078.914,295532136.445,301399050.362,20.0,3.84401977367e+12,3.663003663e-08,52,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,295852211.117,1794491.83638,296188544.562,298930136.246,292300495.988,292411937.852,298032288.879,19.0,3.22020095082e+12,3.663003663e-08,68,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,300912520.998,1641677.03658,301011247.746,303525051.212,297604488.785,298081788.867,302918182.706,20.0,2.69510349242e+12,3.663003663e-08,53,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,289778035.037,2026704.44744,290008927.969,293632105.463,286746178.008,286753671.499,292978711.498,20.0,4.10753091727e+12,3.663003663e-08,82,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,304225064.6,2029562.34636,304316709.959,309362956.216,300387613.058,301633321.728,306480023.305,20.0,4.11912331776e+12,3.663003663e-08,38,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,800.0,-203.0,-1e+200,313128124.074,1846934.52185,312687356.533,315823054.029,310149255.816,310653765.956,315751450.755,20.0,3.411167128e+12,3.663003663e-08,9,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,309843010.016,2315845.96817,309644513.117,313290778.59,305222568.527,305771869.231,312808906.928,20.0,5.36314254829e+12,3.663003663e-08,24,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,305993772.752,1469636.66818,306013217.14,308767906.778,301786584.788,304045085.096,307866818.379,20.0,2.15983193646e+12,3.663003663e-08,39,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,291066847.731,2164765.43615,291139990.787,295324985.024,287505326.439,288035789.489,294073279.414,20.0,4.68620939353e+12,3.663003663e-08,83,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,900.0,-203.0,-1e+200,316300392.162,1682425.49932,316420286.887,319737472.957,313673217.915,313860942.863,318928069.265,20.0,2.83055556075e+12,3.663003663e-08,10,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,297673749.919,2219474.63468,297554609.085,304169924.64,294265956.515,294596607.868,301185727.888,19.0,4.92606765401e+12,3.663003663e-08,69,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,302366892.99,2492637.97416,302557710.013,306841895.349,297167496.71,298313451.337,305451952.704,20.0,6.21324407022e+12,3.663003663e-08,54,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,311527376.763,2058863.19704,311153861.88,315568774.962,308327676.456,308771979.383,314213164.101,20.0,4.23891766413e+12,3.663003663e-08,25,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,293385494.223,1661254.24683,293163733.555,296700936.155,290510785.447,290552452.821,295731610.511,20.0,2.7597656726e+12,3.663003663e-08,84,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,308344409.06,1953721.35707,308496540.781,312004731.184,304037174.96,305129032.704,310511514.357,20.0,3.81702714108e+12,3.663003663e-08,40,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,1000.0,-203.0,-1e+200,318788247.516,2516051.4931,318557365.324,322765167.74,313943959.56,315371861.006,322659514.293,20.0,6.33051511594e+12,3.663003663e-08,11,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,314695525.66,2848233.55158,314869034.062,319573386.143,309565530.566,310934155.142,318412711.398,20.0,8.11243436434e+12,3.663003663e-08,26,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,304398568.719,1778008.16183,304067780.797,308345696.907,301849235.529,302476696.438,307999022.466,20.0,3.16131302353e+12,3.663003663e-08,55,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,1100.0,-203.0,-1e+200,321129948.126,2309146.94171,321043931.681,325199476.227,317191456.978,317403450.799,324959676.872,20.0,5.33215959839e+12,3.663003663e-08,12,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,303822099.722,2226514.07985,303515594.188,307553268.92,299181289.101,300764576.847,307109813.556,19.0,4.95736494778e+12,3.663003663e-08,72,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,299514816.223,1648271.17205,299513275.294,303242732.367,297499925.607,297550378.378,301846473.715,20.0,2.7167978566e+12,3.663003663e-08,70,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,310341769.654,2338362.01714,309911967.349,315183506.381,307167341.244,307432477.429,314429786.61,20.0,5.46793692322e+12,3.663003663e-08,41,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-280.0,-195.0,0.0,-203.0,-1e+200,250893466.888,1410063.38849,250952949.9,252768282.291,248145838.117,248405795.426,252608949.379,20.0,1.98827875955e+12,3.663003663e-08,106,4.57875457875e-05,0.0357142857143,0.0333333333333,0.0384615384615
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,294632857.491,1945585.96479,294365209.663,298719979.554,291290157.846,292409007.588,298500004.419,20.0,3.78530474638e+12,3.663003663e-08,85,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,317632245.36,1835911.50533,317460128.444,321154074.858,314344558.824,314936854.412,320486908.932,20.0,3.37057105539e+12,3.663003663e-08,27,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,304398794.198,2552112.179,304398659.856,310042692.976,299746293.259,301260848.472,307895876.807,18.0,6.51327657418e+12,3.663003663e-08,73,0.000108058608059,0.0714285714286,0.0333333333333,0.0453846153846
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,306521462.123,2386482.59532,306692740.825,311151831.243,302833574.102,303206397.271,310141919.007,20.0,5.69529917775e+12,3.663003663e-08,56,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-400.0,-195.0,1200.0,-203.0,-1e+200,323694771.703,2080500.11433,323569264.341,328484714.692,320227628.88,321025423.32,326870369.443,20.0,4.32848072572e+12,3.663003663e-08,13,5.40293040293e-05,0.0357142857143,0.0333333333333,0.0453846153846
203.0,-203.0,-400.0,-195.0,1218.0,-203.0,-1e+200,323168627.06,2033477.23886,322981688.402,326183977.36,319285071.134,320675887.068,326151384.71,20.0,4.13502968094e+12,3.663003663e-08,14,4.57875457875e-05,0.0357142857143,0.0333333333333,0.0384615384615
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,313528822.239,1989273.09895,314076691.499,316248548.167,308256333.814,310562698.02,315785117.475,20.0,3.9572074622e+12,3.663003663e-08,42,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,296360021.056,2245662.86449,295780264.688,300359191.115,292514456.67,293326320.744,299409011.998,20.0,5.04300170096e+12,3.663003663e-08,86,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,301423738.883,2037231.35806,301925133.875,304177564.034,296870887.549,298150487.644,303953370.746,20.0,4.15031160627e+12,3.663003663e-08,71,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,318127602.192,2046547.7211,317995407.7,321566325.45,314722580.038,315345976.383,321348619.078,20.0,4.18835757473e+12,3.663003663e-08,28,0.000108058608059,0.0714285714286,0.0333333333333,0.0453846153846
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,308194915.138,2016340.37321,308104818.67,310861662.429,304207149.473,305618801.946,310807672.169,20.0,4.06562850062e+12,3.663003663e-08,57,0.00018315018315,0.0714285714286,0.0333333333333,0.0769230769231
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,319636457.97,2360627.76774,319148413.865,323368430.23,315762766.075,316552124.699,323189423.91,20.0,5.57256345781e+12,3.663003663e-08,29,9.15750915751e-05,0.0714285714286,0.0333333333333,0.0384615384615
203.0,-203.0,-400.0,-195.0,1300.0,-203.0,-1e+200,325117887.985,2711449.09428,325157495.406,329483942.78,320871105.494,321225078.392,329208983.91,20.0,7.35195619087e+12,3.663003663e-08,15,3.75457875458e-05,0.0357142857143,0.0333333333333,0.0315384615385
203.0,-203.0,-380.0,-195.0,1300.0,-203.0,-1e+200,320150032.396,2113238.56381,320905754.381,322940503.33,316159260.449,317323075.312,322923241.102,20.0,4.46577722756e+12,3.663003663e-08,30,7.50915750916e-05,0.0714285714286,0.0333333333333,0.0315384615385
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,314333208.208,2313968.85819,314675202.411,319493690.264,311070569.197,311477149.759,318068889.232,20.0,5.35445187667e+12,3.663003663e-08,43,0.000108058608059,0.0714285714286,0.0333333333333,0.0453846153846
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,297579045.625,2174916.08664,296933875.306,302236710.033,294863710.239,295025257.674,301085191.034,20.0,4.73025998392e+12,3.663003663e-08,87,0.000137362637363,0.0535714285714,0.0333333333333,0.0769230769231
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,310661642.561,2101362.98754,310890038.638,315373410.059,307562311.093,307676949.149,314255594.788,20.0,4.41572640542e+12,3.663003663e-08,59,9.15750915751e-05,0.0714285714286,0.0333333333333,0.0384615384615
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,315102684.147,2364627.0465,315464805.153,318358442.409,309447423.72,311106932.548,317988607.596,20.0,5.59146106903e+12,3.663003663e-08,44,9.15750915751e-05,0.0714285714286,0.0333333333333,0.0384615384615
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,309796514.571,2070529.72275,309952941.224,313095794.786,306388440.253,306994140.365,312550448.557,20.0,4.2870933328e+12,3.663003663e-08,58,0.000108058608059,0.0714285714286,0.0333333333333,0.0453846153846
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,316458356.534,2124383.99133,316479313.019,321039048.126,312741789.385,313192017.728,319331431.673,20.0,4.51300734262e+12,3.663003663e-08,45,7.50915750916e-05,0.0714285714286,0.0333333333333,0.0315384615385
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,304703700.546,1468300.97818,304796460.356,307650708.921,301079435.206,303015430.845,306467446.042,20.0,2.15590776254e+12,3.663003663e-08,74,9.15750915751e-05,0.0714285714286,0.0333333333333,0.0384615384615
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,311840854.515,2163378.2047,312129266.031,315309055.733,308408720.887,308844071.309,314376418.778,20.0,4.68020525656e+12,3.663003663e-08,60,7.50915750916e-05,0.0714285714286,0.0333333333333,0.0315384615385
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,298113650.522,1882353.14193,298002946.348,301564651.011,294763682.377,294771348.992,300901909.551,20.0,3.54325335092e+12,3.663003663e-08,88,8.1043956044e-05,0.0535714285714,0.0333333333333,0.0453846153846
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,299461133.174,2023297.33492,299360068.189,303130598.496,296010092.782,296669083.057,302416887.836,20.0,4.09373210551e+12,3.663003663e-08,89,6.86813186813e-05,0.0535714285714,0.0333333333333,0.0384615384615
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,305995249.204,2406132.89984,305343386.869,312067155.316,302920696.355,303226952.455,309554618.619,20.0,5.78947553168e+12,3.663003663e-08,75,7.50915750916e-05,0.0714285714286,0.0333333333333,0.0315384615385
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,300911729.877,2236638.79913,300929602.617,305209111.42,297333692.032,297692256.49,303452372.45,20.0,5.00255311778e+12,3.663003663e-08,90,5.63186813187e-05,0.0535714285714,0.0333333333333,0.0315384615385
203.0,-203.0,-270.0,-195.0,0.0,-203.0,-1e+200,251836821.877,2252905.62921,251708668.925,255571625.167,248675564.162,248955000.884,255398113.161,20.0,5.07558377414e+12,3.663003663e-08,121,4.57875457875e-05,0.0357142857143,0.0333333333333,0.0384615384615
203.0,-203.0,-260.0,-195.0,0.0,-203.0,-1e+200,252367450.422,1907004.2117,251926598.088,255728231.393,248394289.282,250078447.542,255699851.425,20.0,3.63666506345e+12,3.663003663e-08,136,4.57875457875e-05,0.0357142857143,0.0333333333333,0.0384615384615
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,287504989.522,1820211.79447,287018970.751,291113414.826,285302729.498,285434968.799,290265721.864,20.0,3.31317097673e+12,3.663003663e-08,97,9.15750915751e-05,0.0357142857143,0.0333333333333,0.0769230769231
