npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity
1193.0,-1178.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10000.0,ref,braidwood,illinois,covid,1349115979.14,7529834.68403,1349534644.57,1356476996.97,1340917630.45,1341472683.0,1356173143.67,4.0,5.66984103688e+13,0.255061178974,0.315634218289,0.0201255025846,28,3.76215239928e-13,0.249987499375
1193.0,-750.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10000.0,ref,braidwood,illinois,covid,1837693699.83,6672905.79411,1838997974.18,1844254429.15,1828524421.83,1829909856.61,1843651558.97,4.0,4.45276717371e+13,0.255061178974,0.5,0.0318810531597,29,3.76215239928e-13,0.249987499375
1193.0,-500.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10000.0,ref,braidwood,illinois,covid,2111166108.14,5676907.45701,2112017343.83,2116568599.4,2104061145.49,2104836115.24,2116304371.07,4.0,3.22272782754e+13,0.255061178974,0.184365781711,0.0117555505751,30,3.76215239928e-13,0.249987499375
1193.0,-500.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,braidwood,illinois,covid,2078415460.83,5620599.63058,2078330801.65,2085189455.19,2071810784.84,2072545751.67,2084403692.84,4.0,3.15911402072e+13,0.255061178974,0.184365781711,0.00117449695215,27,3.76215239928e-13,0.0249762488124
1193.0,-1178.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,100000.0,ref,braidwood,illinois,covid,1408554377.73,7624196.12296,1406362747.79,1419193423.05,1402298592.3,1402533899.06,1417643138.33,4.0,5.81283665214e+13,0.255061178974,0.315634218289,0.0382422791387,31,3.76215239928e-13,0.475023751188
1193.0,-750.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,100000.0,ref,braidwood,illinois,covid,1862663160.13,6436029.90513,1862518597.35,1870598196.39,1855017249.45,1855964940.86,1869563767.3,4.0,4.14224809397e+13,0.255061178974,0.5,0.0605800590094,32,3.76215239928e-13,0.475023751188
1193.0,-500.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,100000.0,ref,braidwood,illinois,covid,2112771421.2,7988913.38422,2113534690.79,2121294479.06,2102721824.17,2103910748.37,2120563516.61,4.0,6.38227370605e+13,0.255061178974,0.184365781711,0.0223377798707,33,3.76215239928e-13,0.475023751188
1193.0,-750.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200000.0,ref,braidwood,illinois,covid,1830695234.63,7112306.09959,1830192341.56,1839759552.52,1822636702.87,1823554051.32,1838540468.23,4.0,5.05848980543e+13,0.255061178974,0.5,0.0318842415839,35,3.76215239928e-13,0.250012500625
1193.0,-500.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200000.0,ref,braidwood,illinois,covid,2096378303.73,8774546.86735,2096331177.4,2107151552.65,2085699307.47,2087195171.91,2105627412.41,4.0,7.69926727273e+13,0.255061178974,0.184365781711,0.0117567262477,36,3.76215239928e-13,0.250012500625
1193.0,-1178.0,-10000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200000.0,ref,braidwood,illinois,covid,1390844924.94,9616327.53006,1390641457.74,1400748566.21,1381348218.08,1381741191.89,1400233512.08,4.0,9.24737551653e+13,0.255061178974,0.315634218289,0.0201275153361,34,3.76215239928e-13,0.250012500625
