HOUR,RAVEN_sample_ID,TOTALLOAD_original,TOTALLOAD_fourier,TOTALLOAD_nofourier,TOTALLOAD_gaussianed
119.0,0,23.9058266528,20.3960814845,3.50974516824,1.39317025429
120.0,0,24.2416295273,20.4268636645,3.81476586283,1.51035145137
121.0,0,24.4417917559,20.0670237418,4.37476801409,1.7446071563
122.0,0,24.6157798779,19.2926832372,5.3230966407,2.16439037043
123.0,0,23.1808129283,18.3323514728,4.84846145554,1.94523753883
124.0,0,21.7238881868,17.4918545833,4.23203360355,1.67817469379
125.0,0,21.0637141819,16.9403576255,4.12335655634,1.63063234316
126.0,0,20.3967395819,16.6526833765,3.74405620539,1.48158514417
127.0,0,20.2758441701,16.5405422063,3.73530196383,1.47810798573
128.0,0,20.1514992799,16.6164729679,3.53502631209,1.40301297241
129.0,0,20.5205754284,17.0081363081,3.5124391203,1.39427332173
130.0,0,20.8762071874,17.8016105751,3.07459661237,1.23091937168
131.0,0,22.237710727,18.8765807892,3.36112993784,1.33477107632
132.0,0,23.6133399195,19.916112068,3.6972278515,1.46318903775
133.0,0,24.1248750972,20.6062365479,3.51863854936,1.39681820905
134.0,0,24.5864820239,20.8515066894,3.73497533449,1.477978595
135.0,0,24.2034939826,20.8109305177,3.39256346495,1.34674271328
136.0,0,23.8684896233,20.7276370357,3.14085258758,1.25610816987
137.0,0,23.5551520975,20.7191710435,2.83598105402,1.15618945378
138.0,0,23.2665025904,20.7233297754,2.54317281495,1.0489820745
139.0,0,23.0288048543,20.631916007,2.39688884734,0.991070720945
140.0,0,22.8500760374,20.4560356183,2.39404041903,0.989969078636
141.0,0,22.73517676,20.3404885646,2.39468819541,0.990219503459
142.0,0,22.7459002287,20.4058967725,2.34000345625,0.969162809818
143.0,0,23.2178055327,20.5815390279,2.63626650478,1.08656324411
144.0,0,23.5770751879,20.6117446731,2.96533051478,1.19450928988
145.0,0,23.8005182892,20.2513054773,3.54921281181,1.40807502205
146.0,0,24.0418390873,19.4763430926,4.56549599471,1.82609197612
147.0,0,22.7507302508,18.5153669767,4.2353632741,1.6796607631
148.0,0,21.4726990978,17.6742034049,3.79849569298,1.50362168801
149.0,0,20.9763148493,17.1220175788,3.85429727055,1.52699410126
150.0,0,20.4464111646,16.8336324249,3.61277873969,1.43121250448
151.0,0,20.4142094287,16.7207584672,3.69345096153,1.46172675737
152.0,0,20.3615544443,16.795934717,3.56561972722,1.41397472401
153.0,0,20.8034774782,17.1868219842,3.61665549398,1.43264858206
154.0,0,21.2355820116,17.979498784,3.25608322756,1.2976882154
155.0,0,22.6964258284,19.0536503084,3.64277552004,1.44240224096
156.0,0,24.193043583,20.0923418509,4.10070173213,1.62108061696
157.0,0,24.8228559026,20.7816057279,4.04125017472,1.59669405211
158.0,0,25.4246514858,21.0259945847,4.39865690112,1.75438395566
159.0,0,25.2609611456,20.9845166348,4.27644451079,1.69830875407
160.0,0,25.0863052481,20.9003010742,4.18600417388,1.65785062219
161.0,0,24.9109766591,20.8908928999,4.02008375919,1.58834628732
162.0,0,24.8063365398,20.8940895473,3.91224699242,1.54813729974
163.0,0,24.7405196479,20.8016939971,3.93882565082,1.55781524619
164.0,0,24.7182566532,20.6248123384,4.09344431487,1.61805180206
165.0,0,24.7257920293,20.5082447395,4.2175472898,1.67175204013
166.0,0,24.7731657044,20.5726133442,4.20055236016,1.66430401666
167.0,0,25.2055802366,20.7471971593,4.45838307735,1.77958978161
168.0,0,25.5395525996,20.7763257517,4.76322684798,1.90987733455
169.0,0,25.7500343933,20.4147911192,5.33524327413,2.17045887104
170.0,0,25.9620818878,19.638715146,6.3233667418,2.63277048593
171.0,0,24.5773835212,18.676607526,5.90077599523,2.41912418282
172.0,0,23.2062415615,17.8342947738,5.37194678772,2.18929831563
173.0,0,22.679054234,17.2809423345,5.3981118995,2.20079332951
174.0,0,22.1588910968,16.9913733811,5.16751771572,2.08389646315
175.0,0,22.175024666,16.8772986878,5.29772597814,2.15196628144
176.0,0,22.2181983622,16.9512575198,5.26694084236,2.1373234477
177.0,0,22.7585202184,17.3409109437,5.41760927466,2.20948247349
178.0,0,23.3389614753,18.1323377353,5.20662373997,2.10989544041
179.0,0,24.9594922431,19.2052233502,5.75426889291,2.35922073653
180.0,0,26.5890197171,20.2426333487,6.34638636846,2.64813697278
181.0,0,27.3277340104,20.9306003174,6.39713369309,2.67828245073
182.0,0,27.8531032254,21.1736771746,6.67942605087,2.81222452531
183.0,0,27.3422732958,21.1308724102,6.21140088563,2.56574395015
184.0,0,26.7262540401,21.0453154993,5.68093854078,2.32897330061
185.0,0,26.0898155994,21.0345517212,5.05526387823,2.01520349773
186.0,0,25.5308816883,21.0363787962,4.49450289204,1.79539953358
187.0,0,25.0448135308,20.9425999929,4.1022135379,1.62171342992
188.0,0,24.6667532587,20.7643216912,3.90243156746,1.5445996551
189.0,0,24.4224212766,20.6463443528,3.77607692383,1.49445881525
190.0,0,24.2353804757,20.7092904173,3.52609005839,1.39984268963
191.0,0,24.460311462,20.8824391901,3.57787227188,1.41841288465
192.0,0,24.645514336,20.9101205395,3.7353937965,1.47814436872
193.0,0,24.6692555779,20.5471267666,4.1221288113,1.63011087881
194.0,0,24.6552293345,19.7695800618,4.88564927268,1.95894233055
195.0,0,23.0417681773,18.8059904271,4.2357777502,1.67984600824
196.0,0,21.4025565456,17.9621846879,3.44037185774,1.36532969941
197.0,0,20.5456775944,17.4073286019,3.13834899244,1.25514184024
198.0,0,19.7079125018,17.1162456573,2.59166684447,1.06837042171
199.0,0,19.4436133024,17.0006469452,2.44296635717,1.00906152902
200.0,0,19.2241153874,17.0730720498,2.15104333762,0.896569191322
201.0,0,19.6009349981,17.4611823588,2.1397526393,0.892093121258
202.0,0,20.1317514929,18.2510569707,1.88069452214,0.789214835427
203.0,0,21.8335860261,19.322381666,2.51120436014,1.03632149135
204.0,0,23.5789282846,20.3582223314,3.22070595317,1.28561305697
205.0,0,24.4357775063,21.0446118815,3.39116562474,1.34620622978
206.0,0,25.091779547,21.2861035646,3.80567598244,1.50658323185
207.0,0,24.7005344806,21.2417062016,3.45882827898,1.37263295908
208.0,0,24.2890424523,21.1545496005,3.13449285178,1.25365574819
209.0,0,24.0089523981,21.1421793747,2.86677302338,1.16587230749
210.0,0,23.8717235101,21.1423935802,2.7293299299,1.1210993289
211.0,0,23.7869771493,21.0469958222,2.7399813272,1.12454173397
212.0,0,23.7688940873,20.8670928186,2.90180126868,1.17593979179
213.0,0,23.8010860097,20.7474853702,3.05360063947,1.22309823745
214.0,0,23.9071294014,20.8087962569,3.09833314449,1.2398530482
215.0,0,24.4500328088,20.9803051252,3.46972768355,1.37698049691
216.0,0,24.9391030163,21.0063421855,3.93276083084,1.5555940447
217.0,0,25.298559794,20.6417000819,4.65685971217,1.86541187911
218.0,0,25.6419358762,19.8625013484,5.7794345278,2.36903726129
219.0,0,24.3801048417,18.8972563315,5.48284851015,2.23983729611
220.0,0,23.1070592144,18.0517922018,5.05526701266,2.01520528762
221.0,0,22.6173776649,17.4952750624,5.12210260247,2.0549296457
222.0,0,20.1868617707,17.2025287478,2.98433302286,1.20014438127
223.0,0,20.0630168347,17.0852646956,2.97775213901,1.19818854809
224.0,0,19.9874339047,17.156022837,2.83141106766,1.15465660519
225.0,0,20.3180719433,17.5424649068,2.77560703656,1.13615357492
226.0,0,20.6343348512,18.330670351,2.30366450018,0.955001673853
227.0,0,21.5878125598,19.4003252975,2.18748726227,0.910958837183
228.0,0,22.5070462468,20.4344959807,2.07255026608,0.865812130153
229.0,0,23.1790926032,21.119215663,2.05987694027,0.860922809633
230.0,0,23.5122911553,21.3590379398,2.15325321556,0.897447375585
231.0,0,22.742042279,21.3129719797,1.4290702993,0.605037556708
232.0,0,22.1043348713,21.2241479378,0.880186933432,0.382987347067
233.0,0,21.3513306333,21.2101117744,0.141218858941,0.0633217771434
234.0,0,20.6616691715,21.2086618919,-0.546992720411,-0.258204488868
235.0,0,20.0030968697,21.1116022416,-1.10850537195,-0.517033896223
236.0,0,19.5075750448,20.9300398872,-1.42246484234,-0.645363452106
237.0,0,19.4250281685,20.8087759742,-1.38374780573,-0.631373641039
238.0,0,19.7763061998,20.8684336269,-1.09212742711,-0.510348137728
239.0,0,21.3035050594,21.0382928357,0.265212223773,0.121498472284
240.0,0,22.1001422207,21.0626841534,1.03745806732,0.44829896309
241.0,0,22.0446345381,20.6964005663,1.34823397174,0.574068704618
242.0,0,21.8970410577,19.9155649496,1.98147610814,0.829960733568
243.0,0,20.7392304527,18.9486879896,1.79054246314,0.751353643484
244.0,0,19.5825184821,18.1015971959,1.48092128622,0.625209971713
245.0,0,18.9178335093,17.5434590096,1.3743744997,0.584021757091
246.0,0,18.3169729845,17.2490976016,1.06787538291,0.459212272187
247.0,0,17.9140921776,17.130224745,0.783867432594,0.342328182926
248.0,0,17.5203022729,17.1993807049,0.320921568002,0.1480283275
249.0,0,17.6044078774,17.5842275488,0.0201803286301,0.00904827401559
250.0,0,17.7285602046,18.3708450537,-0.642284849057,-0.303975371081
251.0,0,18.4899112141,19.438919677,-0.949008462928,-0.448380112869
252.0,0,19.2256694344,20.471517981,-1.24584854661,-0.574469898772
253.0,0,19.7071287121,21.1546735543,-1.44754484229,-0.654493434226
254.0,0,19.8567448684,21.392940317,-1.5361954486,-0.687946435948
255.0,0,19.2142067316,21.3453277601,-2.13112102844,-0.90153581825
256.0,0,18.5158330261,21.2549663595,-2.73913333341,-1.09304127068
257.0,0,17.7320411187,21.2394023942,-3.50736127544,-1.3490380625
258.0,0,17.1862634448,21.2364345835,-4.05017113863,-1.52490658784
259.0,0,16.8125210756,21.1378671933,-4.32534611772,-1.61689399235
260.0,0,16.6090876393,20.9548075998,-4.34571996051,-1.62476876752
261.0,0,16.7197945193,20.8320572589,-4.11226273962,-1.54343699256
262.0,0,16.8779918681,20.8902396029,-4.01224773483,-1.5129502886
263.0,0,17.5940468243,21.0586349278,-3.46458810345,-1.33292191513
264.0,0,18.2267484613,21.0815740897,-2.85482562835,-1.13033458773
265.0,0,18.2426447638,20.7138503757,-2.47120561192,-1.00446946118
266.0,0,18.2440923843,19.9315869593,-1.68749457497,-0.750315939037
267.0,0,17.2486892577,18.9632948224,-1.71460556468,-0.760021234085
268.0,0,16.2847902988,18.1148017677,-1.83001146889,-0.802166790902
269.0,0,15.8008804292,17.5552745266,-1.7543940974,-0.774396050348
270.0,0,17.2407303622,17.2595375574,-0.0188071952125,-0.00980047069214
271.0,0,17.163963567,17.1393029181,0.0246606488569,0.0110557840718
272.0,0,17.0895543305,17.2071111554,-0.117556824926,-0.0621602050559
273.0,0,17.5222555979,17.5906246156,-0.0683690177084,-0.0360671551373
274.0,0,17.9423545231,18.3759233517,-0.433568828662,-0.205921618174
275.0,0,19.3538419096,19.4426940939,-0.0888521842419,-0.0469290219817
276.0,0,20.7699538723,20.474003674,0.295950198299,0.136124713543
277.0,0,21.337721141,21.1558859472,0.18183519383,0.0819461460761
278.0,0,21.8130717339,21.3928950966,0.420176637292,0.19212671388
279.0,0,21.4470516747,21.3440408734,0.103010801235,0.0461767641434
280.0,0,21.1545532451,21.2524540101,-0.0979007649401,-0.0517290146656
281.0,0,20.898310143,21.2356810387,-0.337370895725,-0.162750157488
282.0,0,20.6926953652,21.2315209285,-0.538825563342,-0.254308023392
283.0,0,20.5658256411,21.1317781916,-0.565952550462,-0.267265269497
284.0,0,20.5181477222,20.9475604468,-0.42941272458,-0.204048861085
285.0,0,20.5409625544,20.8236693893,-0.282706834894,-0.138919078797
286.0,0,20.666067087,20.8807286868,-0.214661599754,-0.109362704144
287.0,0,21.2952543686,21.048018867,0.24723550164,0.112956727475
288.0,0,21.8458675749,21.0698710141,0.775996560807,0.339031443588
289.0,0,22.2427875965,20.7010786396,1.54170895688,0.64905395874
290.0,0,22.647641527,19.9177651372,2.72987638978,1.12127561496
291.0,0,21.5505282849,18.9484417054,2.6020865795,1.07258901042
292.0,0,20.4714184419,18.0989363595,2.37248208234,0.981669932875
293.0,0,20.1435060099,17.5384160395,2.60508997034,1.07380852811
294.0,0,19.8659063806,17.2417054084,2.62420097217,1.08160620683
295.0,0,20.1803184732,17.1205167247,3.05980174857,1.22540039366
296.0,0,20.5653337766,17.1873907314,3.37794304511,1.34115052978
297.0,0,21.4207482555,17.5699899675,3.85075828807,1.52548690834
298.0,0,22.2094036099,18.3543946738,3.85500893616,1.52729760688
299.0,0,23.9105236013,19.4202917645,4.49023183681,1.79350659364
300.0,0,25.5218890538,20.4507482512,5.07114080261,2.02435386983
301.0,0,26.2349228145,21.1317981643,5.1031246502,2.04331924862
302.0,0,26.55830497,21.3679958581,5.19030911186,2.09911840243
303.0,0,25.3812604614,21.3183512504,4.06290921094,1.60546810396
304.0,0,24.5338638683,21.225995236,3.3078686323,1.3157127871
305.0,0,23.9534811238,21.2084745049,2.74500661896,1.12617048441
306.0,0,23.4414360589,21.2035881795,2.23784787938,0.929829027736
307.0,0,23.041554379,21.1031409211,1.9384134579,0.812385645991
308.0,0,22.7823963043,20.9182404927,1.8641558116,0.782653395257
309.0,0,22.6816240048,20.7936887294,1.88793527547,0.792098188073
310.0,0,23.0649256246,20.8501094339,2.21481619067,0.921158323713
311.0,0,24.3830902412,21.0167832649,3.3663069763,1.33672962352
312.0,0,25.1367170066,21.0380414323,4.09867557425,1.62023352277
313.0,0,25.5316898098,20.6686775691,4.86301224075,1.95152348108
314.0,0,25.844777989,19.8848151853,5.9599628037,2.444332273
315.0,0,24.5388632128,18.9149655917,5.6238976211,2.30340424356
316.0,0,23.1768965891,18.0649569105,5.1119396786,2.04867780592
317.0,0,22.5625531324,17.5039561843,5.05859694819,2.01711048261
318.0,0,21.9105080889,17.2067881735,4.70371991543,1.88653635869
319.0,0,21.7869357762,17.0851652295,4.7017705467,1.88578892346
320.0,0,21.6798697319,17.1516281835,4.52824154844,1.81058367637
321.0,0,22.1020297442,17.5338396573,4.56819008683,1.82721163816
322.0,0,22.535704794,18.3178799704,4.21782482363,1.67187444101
323.0,0,23.9953256845,19.3834361101,4.61188957438,1.84570156957
324.0,0,25.4705660527,20.4135751568,5.05699089582,2.0161906794
325.0,0,26.0877934496,21.0943312044,4.99346224514,1.99122803355
326.0,0,26.4497301564,21.330258666,5.11947149045,2.0533033756
327.0,0,25.5483506732,21.2803675131,4.26798316005,1.69441951978
328.0,0,24.6184388961,21.1877886895,3.43065020662,1.36151192154
329.0,0,23.8798498452,21.1700689289,2.70978091625,1.11481565173
330.0,0,23.2609411708,21.165007393,2.09593377782,0.874888175951
331.0,0,22.8282746709,21.0644087767,1.76386589421,0.739891680586
332.0,0,22.5791232991,20.8793808723,1.69974242682,0.712728632879
333.0,0,22.5056528011,20.7547255387,1.75092726242,0.734367320392
334.0,0,22.7933324361,20.811066598,1.98226583805,0.830285433889
335.0,0,23.8197696004,20.9776847226,2.84208487781,1.1582410238
336.0,0,24.4161938794,20.9989111317,3.41728274768,1.3562945861
337.0,0,24.7679525283,20.6295394622,4.13841306612,1.63706371541
338.0,0,25.0458412408,19.8456932235,5.20014801731,2.10584275659
339.0,0,23.7258258773,18.8758837201,4.84994215715,1.94587369666
340.0,0,22.4088251669,18.0259390636,4.38288610329,1.74791085872
341.0,0,21.8893511723,17.4650262804,4.42432489187,1.76507923024
342.0,0,21.3415712895,17.1679701104,4.17360117902,1.65236419793
343.0,0,21.2725551644,17.0464828789,4.22607228544,1.6755233108
344.0,0,21.2119220686,17.1131053864,4.0988166822,1.62029247939
345.0,0,21.7106299102,17.4955002187,4.2151296915,1.67068686335
346.0,0,22.1714393821,18.2797476546,3.8916917275,1.54075085353
347.0,0,23.6108278214,19.3455346358,4.26529318562,1.69318843399
348.0,0,25.0903397555,20.3759281918,4.71441156365,1.89065465545
349.0,0,25.6977160894,21.056962361,4.64075372837,1.85826948297
350.0,0,25.7720139968,21.293191496,4.47882250088,1.78848122466
351.0,0,24.374667098,21.2436255028,3.13104159527,1.25232803562
352.0,0,23.2311516086,21.1513952547,2.07975635389,0.868601461843
353.0,0,22.4084276494,21.1340474105,1.27438023899,0.541589745122
354.0,0,21.8296325204,21.1293810514,0.700251469,0.307487160655
355.0,0,21.3844067863,21.0292007876,0.355205998716,0.16356368949
356.0,0,21.070169757,20.8446143215,0.225555435517,0.102666211607
357.0,0,20.9069704581,20.7204234175,0.186547040637,0.0841773542156
358.0,0,21.1036567704,20.7772517981,0.326404972319,0.150644966232
359.0,0,22.1135030667,20.9443800316,1.16912303513,0.495945202779
360.0,0,22.5352744973,20.9661392283,1.56913526901,0.659878036331
361.0,0,22.7342442347,20.5973229114,2.13692132331,0.890973478822
362.0,0,22.9139375779,19.8140544717,3.09988310624,1.2404398529
363.0,0,21.5191374269,18.844845091,2.67429233597,1.10236347245
364.0,0,20.0789137606,17.9955227528,2.08339100784,0.870010930081
365.0,0,19.4063414254,17.4352543514,1.97108707404,0.82569735888
366.0,0,18.7160711058,17.1388644895,1.57720661629,0.663078199681
367.0,0,18.587643379,17.0180653509,1.56957802811,0.660053408038
368.0,0,18.5405932411,17.08539759,1.4551956511,0.615170230067
369.0,0,18.9773749154,17.4685236421,1.5088512734,0.636181850816
370.0,0,19.3165645368,18.2535236306,1.06304090624,0.457474103247
371.0,0,20.6456765781,19.3200843378,1.3255922403,0.56436152201
372.0,0,22.0289725377,20.3512726292,1.67769990845,0.703512486484
373.0,0,22.5664021334,21.0331223747,1.53327975862,0.645742566455
374.0,0,22.9249751999,21.2701877542,1.65478744566,0.69419413844
375.0,0,22.3025705908,21.2214784966,1.0810920942,0.463971266001
376.0,0,21.6723159651,21.1301252939,0.542190671147,0.244165833462
377.0,0,21.1986263624,21.1136746192,0.0849517432432,0.0380781946492
378.0,0,20.9034769794,21.1099253639,-0.206448384493,-0.105802145676
379.0,0,20.6953888729,21.0106819443,-0.315293071335,-0.153114850017
380.0,0,20.5858145498,20.8270518645,-0.241237314708,-0.120893437657
381.0,0,20.5839524028,20.7038366868,-0.11988428401,-0.0633957802373
382.0,0,20.8357711466,20.7616599274,0.0741112191982,0.0332180039363
383.0,0,21.7881478065,20.9298019444,0.858345862086,0.373714381253
384.0,0,22.4451293547,20.9525936338,1.49253572085,0.629763315692
385.0,0,22.8873584185,20.5848283006,2.30253011794,0.954562692367
386.0,0,23.3265287355,19.8026291137,3.52389962174,1.39898501591
387.0,0,22.1583441893,18.834507029,3.3238371604,1.32135790221
388.0,0,20.9462253358,17.9862898003,2.95993553556,1.19291633449
389.0,0,20.5012859967,17.4271440886,3.07414190817,1.23074919307
390.0,0,18.0725892605,17.1318942595,0.940695001054,0.408852842951
391.0,0,17.8441331696,17.0122522561,0.831880913497,0.362521093253
392.0,0,17.5770115218,17.0807584885,0.496253033328,0.225774374167
393.0,0,17.6798787224,17.4650751442,0.214803578226,0.0975669044263
394.0,0,17.6920343005,18.2512820953,-0.559247794832,-0.264058640087
395.0,0,18.2923425944,19.3190658694,-1.02672327504,-0.483871301831
396.0,0,18.8720011936,20.3514930737,-1.47949188017,-0.66620292949
397.0,0,19.2284241966,21.0345973169,-1.80617312029,-0.79334614232
398.0,0,19.2290106878,21.2729325138,-2.04392182597,-0.874432936174
399.0,0,18.3427861921,21.2255081257,-2.88272193353,-1.13824018637
400.0,0,17.523059155,21.1354545732,-3.61239541817,-1.38534803154
401.0,0,16.6550852282,21.1203180552,-4.46523282695,-1.66520302906
402.0,0,15.9986404625,21.1178971859,-5.1192567234,-1.98740389975
403.0,0,15.465475908,21.0199961013,-5.55452019325,-2.20385768448
