SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,PointProbability,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,prefix
203.0,-203.0,-380.0,-195.0,400.0,-203.0,-1e+200,442693379.798,13990306.2997,443644062.8,475314135.624,414976405.409,420414744.601,463857153.03,20.0,1.95728670358e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,14
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,447397946.82,17395618.2885,445693375.412,470406728.129,412090152.088,413902125.751,470115721.981,19.0,3.0260753564e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,15
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,443970943.672,11070474.9113,447818817.825,468038473.29,422600893.207,426732317.1,455406573.888,20.0,1.22555414763e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,16
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,452565417.303,14017144.1765,454259533.486,474825947.096,417703108.414,421060692.563,467996544.613,20.0,1.96480330866e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,17
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,455592809.307,14001274.2508,455311687.055,481096045.886,433111443.938,436081704.302,474613398.498,20.0,1.96035680645e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,18
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,457027879.684,14055497.3847,457471857.152,475392061.471,409850936.187,443181782.199,470181416.292,19.0,1.97557006731e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,19
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,453493045.051,15329379.5141,456094626.608,482115796.837,420799829.486,434625396.075,480393041.198,20.0,2.34989876288e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,20
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,453736211.419,16495743.9983,453838547.265,479111569.798,413274729.557,431402965.39,478914054.117,20.0,2.72109570056e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,21
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,456191983.127,15027116.74,459544405.286,474054894.212,425409803.155,426499566.729,472831148.094,20.0,2.25814237517e+14,0.0333333333333,4.7619047619e-08,0.059,0.0714285714286,0.000140476190476,22
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,451625345.494,15472827.8375,446959988.973,474857242.715,426630081.012,429051097.023,471623232.844,20.0,2.3940840129e+14,0.0333333333333,4.7619047619e-08,0.05,0.0714285714286,0.000119047619048,23
203.0,-203.0,-380.0,-195.0,1300.0,-203.0,-1e+200,451086186.587,11921183.4334,452519008.244,465464448.471,425443360.589,432213136.173,464249214.818,20.0,1.42114614453e+14,0.0333333333333,4.7619047619e-08,0.041,0.0714285714286,9.7619047619e-05,24
203.0,-203.0,-360.0,-195.0,300.0,-203.0,-1e+200,422663729.946,12306183.715,423158778.76,441220106.254,392011350.582,403888606.325,438458049.282,20.0,1.51442157628e+14,0.0333333333333,4.7619047619e-08,0.05,0.0714285714286,0.000119047619048,25
203.0,-203.0,-360.0,-195.0,400.0,-203.0,-1e+200,437248854.499,14535443.8483,442201269.266,457412722.116,410556361.884,410873371.728,454891339.147,20.0,2.11279127866e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,26
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,435874492.57,16031908.9771,438099835.923,465948713.466,404823718.668,412629902.581,461726914.572,20.0,2.5702210545e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,27
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,436694719.392,11455072.2425,436643331.414,460888785.613,414325739.34,414578882.328,450951999.463,20.0,1.31218680081e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,28
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,443202684.48,12285015.555,441285102.816,461401363.553,411496369.506,427126179.814,458933317.75,19.0,1.50921607187e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,29
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,442715676.404,10372077.4579,439967510.69,460053720.495,426812675.342,428395285.173,459225160.084,20.0,1.07579990792e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,30
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,445823133.61,12600306.5626,444672528.776,469780465.803,422339180.717,424478226.808,468729920.014,20.0,1.58767725472e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,31
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,443918887.128,11822158.6829,440973827.326,468359169.298,429171038.21,431151346.384,464006262.836,20.0,1.39763435924e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,32
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,443396711.69,14459954.7792,443891870.239,464882803.094,406257511.878,427889379.429,463090191.594,20.0,2.09090292217e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,33
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,443044944.634,14199544.8426,442260620.779,470959676.134,422610811.601,424041363.236,465514507.657,20.0,2.01627073738e+14,0.0333333333333,4.7619047619e-08,0.059,0.0714285714286,0.000140476190476,34
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,441124812.767,16727569.0091,441820821.901,466328769.051,414945223.669,417785257.121,465995724.688,20.0,2.79811564956e+14,0.0333333333333,4.7619047619e-08,0.05,0.0714285714286,0.000119047619048,35
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,444293074.197,11573077.4305,448428791.266,461007743.375,420124029.179,427118930.495,457550540.343,20.0,1.33936121213e+14,0.0333333333333,4.7619047619e-08,0.041,0.0714285714286,9.7619047619e-05,36
203.0,-203.0,-340.0,-195.0,300.0,-203.0,-1e+200,418309267.856,10596903.0158,418567443.279,450087320.851,394913795.757,405167166.965,432772099.672,20.0,1.12294353527e+14,0.0333333333333,4.7619047619e-08,0.05,0.0714285714286,0.000119047619048,37
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,425524971.325,13077412.1168,424364281.646,450658138.739,401269550.061,408387255.012,447877219.135,19.0,1.71018707674e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,38
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,423858164.248,13732050.1,418883007.386,454726198.286,408314307.171,408672526.801,444831921.839,19.0,1.88569199949e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,39
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,432841506.537,13571894.1697,430394233.818,453974069.143,401725869.896,418696988.817,452836256.543,20.0,1.84196311354e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,40
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,430503898.689,14111845.0053,426874924.982,457448936.924,410539818.403,411155280.909,454335008.732,20.0,1.99144169455e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,41
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,433747281.86,14146812.3704,435043800.409,453804167.276,395565922.189,413993774.401,452655575.117,20.0,2.00132300243e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,42
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,432042669.856,13296835.0699,434246326.56,453703160.797,406008940.4,410863086.317,453193755.107,20.0,1.76805822875e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,43
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,429589326.61,19918882.7945,436234872.342,457369209.985,392656768.89,394605162.305,452371260.2,20.0,3.96761891782e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,44
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,436123237.077,9558105.68445,437261834.79,458752802.295,416549344.454,423708537.419,444681247.992,20.0,9.13573842751e+13,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,45
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,430969969.331,12435397.2507,431410379.98,455862856.841,401205209.826,416539959.299,450340436.828,18.0,1.54639104784e+14,0.0333333333333,4.7619047619e-08,0.059,0.0714285714286,0.000140476190476,46
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,432739324.492,10498323.3449,434715824.903,458065831.917,412571159.448,419593098.326,444452082.037,20.0,1.10214793055e+14,0.0333333333333,4.7619047619e-08,0.05,0.0714285714286,0.000119047619048,47
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,426516872.914,12240094.2276,427238335.909,447500138.217,397174826.363,405734633.782,441687868.387,20.0,1.49819906701e+14,0.0333333333333,4.7619047619e-08,0.041,0.0714285714286,9.7619047619e-05,48
203.0,-203.0,-320.0,-195.0,300.0,-203.0,-1e+200,420530184.861,10932064.3179,420124582.379,436546796.201,404751543.092,407359850.153,434462649.842,8.0,1.1951003025e+14,0.0333333333333,4.7619047619e-08,0.05,0.0714285714286,0.000119047619048,49
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,413586341.913,12862348.2378,413880394.719,431963919.968,398844792.831,399261146.953,429582524.956,6.0,1.65440002191e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,50
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,425010714.989,14118752.3184,424073131.065,439574891.631,411384122.269,412653023.148,438024715.575,3.0,1.99339167028e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,52
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,415468313.303,10706482.9389,414338798.534,427930913.645,401964498.104,403351230.986,427186569.66,5.0,1.14628776922e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,51
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,426749141.195,20324120.5941,419302567.508,456609273.829,411782155.935,412532697.951,451390787.601,4.0,4.13069877924e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,53
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,423288512.234,15205898.6449,428429478.07,434125954.316,385985525.771,395650873.93,433563486.571,10.0,2.31219353599e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,54
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,421045131.239,20130439.9905,421369252.173,445499786.603,399539643.885,400204287.815,443198498.201,6.0,4.05234614212e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,56
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,422717037.339,15142128.0244,426547352.867,442418057.81,403702016.58,404224701.054,439637215.717,6.0,2.29284041107e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,55
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,413272158.127,16243132.0083,419424622.529,428497555.018,381319343.97,387801388.798,427402269.3,7.0,2.63839337438e+14,0.0333333333333,4.7619047619e-08,0.1,0.0714285714286,0.000238095238095,57
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,416816641.472,20837153.8041,415835378.789,443343621.564,389472514.255,390639923.966,441625707.317,7.0,4.34186978656e+14,0.0333333333333,4.7619047619e-08,0.059,0.0714285714286,0.000140476190476,58
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,403855072.262,16202566.2128,398612202.048,422029879.538,390923135.201,391692041.886,419688111.789,3.0,2.62523151879e+14,0.0333333333333,4.7619047619e-08,0.05,0.0714285714286,0.000119047619048,59
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,402454387.925,15412155.541,402565511.993,423012202.59,384976243.236,385732425.545,420660623.259,6.0,2.37534538419e+14,0.0333333333333,4.7619047619e-08,0.041,0.0714285714286,9.7619047619e-05,60
203.0,-203.0,-300.0,-195.0,300.0,-203.0,-1e+200,403529644.22,12267134.6527,402447709.726,425299979.953,385063792.733,387022087.58,421285614.547,20.0,1.50482592589e+14,0.0333333333333,4.7619047619e-08,0.05,0.0535714285714,8.92857142857e-05,61
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,404529302.909,13141625.9875,399987460.206,434875472.533,386526972.653,389205343.371,425349490.941,20.0,1.72702333596e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,62
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,404674816.525,14495081.9636,407027589.271,426776779.967,377676655.461,382556108.936,424796688.739,19.0,2.1010740113e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,63
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,411205341.024,13654163.0866,413548420.157,427400413.808,383085031.361,389915009.142,426805479.211,17.0,1.86436169596e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,64
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,410542897.803,13550942.0317,411752531.755,440757610.187,388650192.716,389345684.444,431871264.16,18.0,1.83628029948e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,65
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,402373840.202,14221032.4124,406355521.768,428587464.472,376092387.044,378537667.814,424425574.271,19.0,2.02237762875e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,66
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,403658122.043,12839040.745,404695376.78,426427049.919,375226650.185,386867077.364,421232106.045,19.0,1.64840967251e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,67
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,407970938.322,17294763.4069,403427728.982,439374826.195,377119748.134,384118923.305,433239983.13,18.0,2.991088413e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,68
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,407230732.988,10897150.5769,407009615.546,427756317.233,389518086.548,389838231.946,426742614.687,20.0,1.18747890695e+14,0.0333333333333,4.7619047619e-08,0.1,0.0535714285714,0.000178571428571,69
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,405467563.674,12820884.3157,406988815.356,430540253.338,379606315.812,388869406.374,423097072.389,19.0,1.64375074637e+14,0.0333333333333,4.7619047619e-08,0.059,0.0535714285714,0.000105357142857,70
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,403069260.344,17512960.1286,402666937.942,433082136.918,363105273.384,377608648.467,423585810.395,17.0,3.06703772465e+14,0.0333333333333,4.7619047619e-08,0.05,0.0535714285714,8.92857142857e-05,71
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,401245390.749,14389301.5134,403588698.395,432172528.145,365761972.755,384471283.601,419256230.393,20.0,2.07051998043e+14,0.0333333333333,4.7619047619e-08,0.041,0.0535714285714,7.32142857143e-05,72
203.0,-203.0,-290.0,-195.0,300.0,-203.0,-1e+200,394884621.83,9673592.08983,395824830.252,405497974.764,373339896.412,374498712.11,404406722.803,19.0,9.35783839204e+13,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,73
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,397360369.015,16819090.0843,398896284.678,434893087.06,362855764.552,373656130.399,426585356.754,20.0,2.82881791265e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,74
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,402787025.366,10612238.3597,401771718.469,423229217.599,376528586.738,390904291.048,421643178.657,19.0,1.12619603003e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,75
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,399406666.726,9505865.86864,399892064.334,416634612.054,383715097.371,384348106.025,416459718.84,20.0,9.03614859126e+13,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,76
203.0,-203.0,-290.0,-195.0,700.0,-203.0,-1e+200,398360667.943,16883569.1122,400371369.131,428760012.302,366352972.243,368556066.295,420575035.788,19.0,2.85054905966e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,77
203.0,-203.0,-290.0,-195.0,800.0,-203.0,-1e+200,399833667.964,16343648.4053,400429922.124,425993318.027,373082320.22,374689081.414,425390857.639,18.0,2.67114843196e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,78
203.0,-203.0,-290.0,-195.0,900.0,-203.0,-1e+200,399755702.94,14963783.9047,400053557.393,423976412.529,376648276.989,376733394.59,419923902.959,19.0,2.23914828746e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,79
203.0,-203.0,-290.0,-195.0,1000.0,-203.0,-1e+200,400029827.424,15523119.0686,398638658.553,426704652.844,369404654.395,379140969.472,424756207.576,19.0,2.40967225619e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,80
203.0,-203.0,-290.0,-195.0,1100.0,-203.0,-1e+200,395341483.874,16393502.9237,399890947.94,423404305.745,365625985.321,370175622.839,417297828.656,19.0,2.68746938109e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,81
203.0,-203.0,-290.0,-195.0,1200.0,-203.0,-1e+200,398590864.976,9914603.5333,399715433.905,417202138.441,375512365.264,385006274.428,412725460.633,19.0,9.82993632225e+13,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,82
203.0,-203.0,-290.0,-195.0,1218.0,-203.0,-1e+200,393276254.975,16469541.2872,397476966.751,417673859.615,355844843.457,357951049.358,410687785.928,17.0,2.71245790211e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,83
203.0,-203.0,-290.0,-195.0,1300.0,-203.0,-1e+200,392565098.888,14485965.6966,389693774.468,418864212.049,360354514.555,375705701.885,414321562.703,20.0,2.09843202162e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,84
203.0,-203.0,-280.0,-195.0,300.0,-203.0,-1e+200,389912241.151,16380328.7342,386937826.585,413542710.777,357629954.832,366344123.163,410721271.679,18.0,2.68315169441e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,85
203.0,-203.0,-280.0,-195.0,400.0,-203.0,-1e+200,395952956.136,10753901.8324,393560084.462,419671284.385,378957129.999,380058185.131,418270476.635,19.0,1.15646404621e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,86
203.0,-203.0,-280.0,-195.0,500.0,-203.0,-1e+200,398156714.506,17425866.7896,397698708.045,422809483.203,356996278.395,364476071.815,418486575.333,18.0,3.03660833369e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,87
203.0,-203.0,-280.0,-195.0,600.0,-203.0,-1e+200,392896185.726,11598262.8449,392960312.528,418187004.537,376872418.435,377141442.036,411646466.811,19.0,1.3451970102e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,88
203.0,-203.0,-280.0,-195.0,700.0,-203.0,-1e+200,388543848.022,14756365.9621,391673045.392,411353377.71,359167465.764,369294695.321,410964219.253,20.0,2.17750336406e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,89
203.0,-203.0,-280.0,-195.0,800.0,-203.0,-1e+200,393077958.101,15987194.4053,396414624.283,409852557.873,358135304.105,362267781.482,409809788.642,18.0,2.55590384952e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,90
203.0,-203.0,-280.0,-195.0,900.0,-203.0,-1e+200,393380681.335,16587741.0599,394567920.354,425342010.813,361450472.608,371618435.694,422190356.307,18.0,2.75153153469e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,91
203.0,-203.0,-280.0,-195.0,1000.0,-203.0,-1e+200,396990281.233,11471004.5824,396792658.23,416198303.809,379725083.715,382731675.073,413579949.836,19.0,1.3158394613e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,92
203.0,-203.0,-280.0,-195.0,1100.0,-203.0,-1e+200,386678110.025,9965111.2279,386846426.541,400102499.995,365051181.044,371191565.424,398028792.066,19.0,9.93034417844e+13,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,93
203.0,-203.0,-280.0,-195.0,1200.0,-203.0,-1e+200,387534013.567,8371497.98949,387736837.205,404418481.211,366620431.537,373396573.334,400359791.039,19.0,7.0081978588e+13,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,94
203.0,-203.0,-280.0,-195.0,1218.0,-203.0,-1e+200,379105570.766,13602908.5611,378661995.457,406564156.423,353058372.821,358316403.754,397433079.46,17.0,1.85039121321e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,95
203.0,-203.0,-280.0,-195.0,1300.0,-203.0,-1e+200,390181339.423,13040584.699,392517658.178,414536213.549,358136897.416,370442957.928,404808449.081,19.0,1.70056849293e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,96
203.0,-203.0,-270.0,-195.0,300.0,-203.0,-1e+200,382008171.594,15512490.2478,384805969.977,403061437.126,345771956.7,354552891.194,402897720.731,18.0,2.40637353687e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,97
203.0,-203.0,-270.0,-195.0,400.0,-203.0,-1e+200,384566106.745,11289776.8462,383675253.471,410493624.438,358248604.985,372911284.621,399729293.976,20.0,1.27459061237e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,98
203.0,-203.0,-270.0,-195.0,500.0,-203.0,-1e+200,388507179.913,14247132.4861,390106150.362,415277642.205,362903871.023,363805753.299,408418133.808,18.0,2.02980784075e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,99
203.0,-203.0,-270.0,-195.0,600.0,-203.0,-1e+200,386453335.625,12143388.6021,383423188.303,413266788.981,360622190.128,372952903.194,409008133.965,20.0,1.47461886742e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,100
203.0,-203.0,-270.0,-195.0,700.0,-203.0,-1e+200,389666984.646,12242581.5312,388735290.626,410431041.664,365864188.774,371240680.817,409873732.304,19.0,1.49880802549e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,101
203.0,-203.0,-270.0,-195.0,800.0,-203.0,-1e+200,383595715.957,15059504.1826,384968366.966,410636531.646,353689997.688,363043950.265,404897346.636,19.0,2.26788666227e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,102
203.0,-203.0,-270.0,-195.0,900.0,-203.0,-1e+200,380959681.863,10832077.8611,380474435.091,400862235.867,358717152.958,364653806.605,395348360.94,19.0,1.17333910789e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,103
