SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,prefix,PointProbability,ProbabilityWeight
203.0,-203.0,-300.0,-200.0,1218.0,-203.0,-1e+200,259065482.921,304883.626086,259014427.267,259880058.718,258632955.584,258637253.773,259429724.216,20.0,92954025455.3,0.5,0.0145631067961,0.285714285714,35,2.31160425335e-06,0.00208044382802
203.0,-203.0,-260.0,-200.0,600.0,-203.0,-1e+200,254454065.828,233293.099055,254471359.826,254888667.06,253959301.482,254110798.799,254839612.717,20.0,54425670066.9,0.5,0.161812297735,0.142857142857,36,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-200.0,800.0,-203.0,-1e+200,252150811.445,308579.828656,252109007.078,252822666.337,251562668.645,251648634.439,252522575.697,19.0,95221510653.5,0.5,0.242718446602,0.142857142857,37,2.31160425335e-06,0.0173370319001
203.0,-203.0,-260.0,-200.0,900.0,-203.0,-1e+200,250909741.535,287120.235592,250940168.823,251517921.657,250342099.249,250504013.226,251244367.683,20.0,82438029686.3,0.5,0.161812297735,0.142857142857,38,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-200.0,1000.0,-203.0,-1e+200,249672551.559,296952.344883,249705712.639,250188446.186,249083192.791,249257507.868,250118828.139,19.0,88180695131.3,0.5,0.161812297735,0.142857142857,39,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-200.0,1100.0,-203.0,-1e+200,248409275.495,336656.63945,248554082.686,248842822.013,247750162.867,247826194.303,248809598.381,19.0,113337692886.0,0.5,0.161812297735,0.142857142857,40,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-200.0,1200.0,-203.0,-1e+200,247206232.415,255130.73661,247245853.21,247704342.215,246734628.203,246814368.811,247465844.308,20.0,65091692763.3,0.5,0.0954692556634,0.142857142857,41,2.31160425335e-06,0.00681923254739
203.0,-203.0,-400.0,-195.0,600.0,-203.0,-1e+200,280830951.948,473024.09764,280801595.276,281714860.944,280020701.501,280216873.42,281603567.661,20.0,223751796948.0,0.5,0.161812297735,0.0714285714286,43,2.31160425335e-06,0.00577901063338
203.0,-203.0,-260.0,-200.0,1218.0,-203.0,-1e+200,246921502.382,317332.740849,246945546.105,247353746.74,246127044.378,246410699.151,247333744.539,20.0,100700068415.0,0.5,0.0145631067961,0.142857142857,42,2.31160425335e-06,0.00104022191401
203.0,-203.0,-400.0,-195.0,800.0,-203.0,-1e+200,281392282.708,333368.334311,281410597.264,281952201.169,280725705.276,280941069.295,281890397.138,20.0,111134446321.0,0.5,0.242718446602,0.0714285714286,44,2.31160425335e-06,0.00866851595007
203.0,-203.0,-400.0,-195.0,900.0,-203.0,-1e+200,281277133.599,377813.769055,281278652.278,281936865.349,280556778.982,280782233.26,281922834.88,20.0,142743244087.0,0.5,0.161812297735,0.0714285714286,45,2.31160425335e-06,0.00577901063338
203.0,-203.0,-400.0,-195.0,1000.0,-203.0,-1e+200,281014613.557,350172.664037,280999434.729,281727560.77,280328357.149,280566228.648,281581252.241,20.0,122620894639.0,0.5,0.161812297735,0.0714285714286,46,2.31160425335e-06,0.00577901063338
203.0,-203.0,-400.0,-195.0,1100.0,-203.0,-1e+200,280154947.864,464364.725066,280139903.59,280954836.266,279240606.815,279431608.977,280937352.951,20.0,215634597885.0,0.5,0.161812297735,0.0714285714286,47,2.31160425335e-06,0.00577901063338
203.0,-203.0,-400.0,-195.0,1200.0,-203.0,-1e+200,279630841.736,360201.219165,279713728.877,280137384.584,278634982.783,279094486.682,279992057.048,20.0,129744918288.0,0.5,0.0954692556634,0.0714285714286,48,2.31160425335e-06,0.00340961627369
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,278445761.809,328765.809273,278359437.51,279240842.062,278045957.114,278123106.25,278979592.869,20.0,108086957347.0,0.5,0.161812297735,0.142857142857,50,2.31160425335e-06,0.0115580212668
203.0,-203.0,-400.0,-195.0,1218.0,-203.0,-1e+200,279425952.278,445294.895679,279485538.664,280412097.914,278186401.95,278935554.654,280118806.178,20.0,198287544118.0,0.5,0.0145631067961,0.0714285714286,49,2.31160425335e-06,0.000520110957004
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,278533964.669,334633.268599,278568066.75,279374950.266,277996008.16,278148067.703,279057441.159,20.0,111979424453.0,0.5,0.242718446602,0.142857142857,51,2.31160425335e-06,0.0173370319001
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,278209323.507,379704.598381,278218231.797,278828584.7,277648238.431,277706086.552,278819762.406,20.0,144175582032.0,0.5,0.161812297735,0.142857142857,52,2.31160425335e-06,0.0115580212668
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,277772267.936,299462.112279,277777049.161,278314844.324,277171157.204,277283973.62,278207225.004,20.0,89677556690.8,0.5,0.161812297735,0.142857142857,53,2.31160425335e-06,0.0115580212668
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,277105960.531,347336.949468,277188865.589,277539143.358,276269421.805,276416608.772,277436553.239,20.0,120642956465.0,0.5,0.161812297735,0.142857142857,54,2.31160425335e-06,0.0115580212668
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,276269753.375,370285.843998,276252258.673,276928121.616,275347899.61,275697448.311,276786016.274,20.0,137111606266.0,0.5,0.0954692556634,0.142857142857,55,2.31160425335e-06,0.00681923254739
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,276203395.528,296229.878972,276228825.224,276691619.869,275605249.435,275678582.671,276617360.16,20.0,87752141195.5,0.5,0.0145631067961,0.142857142857,56,2.31160425335e-06,0.00104022191401
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,275290827.965,250589.962715,275365694.813,275747596.749,274859895.857,274952527.307,275646905.211,20.0,62795329413.3,0.5,0.161812297735,0.142857142857,57,2.31160425335e-06,0.0115580212668
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,275302479.74,255149.514762,275350054.603,275668898.124,274653754.419,274704917.884,275604149.081,20.0,65101274883.4,0.5,0.242718446602,0.142857142857,58,2.31160425335e-06,0.0173370319001
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,274613356.143,381060.038555,274594613.719,275339391.521,273775003.25,274120314.212,275081788.508,20.0,145206752984.0,0.5,0.161812297735,0.142857142857,59,2.31160425335e-06,0.0115580212668
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,274259054.595,314399.709147,274251650.137,274833741.632,273681165.235,273758905.702,274700741.426,20.0,98847177111.8,0.5,0.161812297735,0.142857142857,60,2.31160425335e-06,0.0115580212668
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,273244176.858,364965.745865,273184474.542,274088241.47,272517584.066,272570356.154,273766155.501,20.0,133199995655.0,0.5,0.161812297735,0.142857142857,61,2.31160425335e-06,0.0115580212668
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,272536366.551,340662.920779,272523100.553,273233951.235,271840770.383,272088037.474,273142558.975,20.0,116051225593.0,0.5,0.0954692556634,0.142857142857,62,2.31160425335e-06,0.00681923254739
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,272313922.689,365714.333993,272290438.847,273057968.928,271640438.293,271809538.963,272860139.498,20.0,133746974088.0,0.5,0.0145631067961,0.142857142857,63,2.31160425335e-06,0.00104022191401
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,272043497.053,362231.848416,272027164.427,272984372.903,271524712.732,271607528.104,272485866.545,20.0,131211912007.0,0.5,0.161812297735,0.214285714286,64,2.31160425335e-06,0.0173370319001
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,271283117.904,288467.522375,271238691.725,271745697.486,270714070.409,270738692.774,271678351.084,20.0,83213511465.0,0.5,0.242718446602,0.214285714286,65,2.31160425335e-06,0.0260055478502
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,270825425.049,303557.100804,270768988.892,271345976.299,270293564.506,270365248.481,271318895.811,20.0,92146913448.8,0.5,0.161812297735,0.214285714286,66,2.31160425335e-06,0.0173370319001
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,270069388.244,384450.53,270126554.977,270671305.711,269322965.41,269437427.927,270612919.059,20.0,147802210017.0,0.5,0.161812297735,0.214285714286,67,2.31160425335e-06,0.0173370319001
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,269162121.843,335349.285474,269204979.023,269683209.705,268495156.523,268698040.661,269653151.045,20.0,112459143268.0,0.5,0.161812297735,0.214285714286,68,2.31160425335e-06,0.0173370319001
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,268354679.072,379435.371166,268346518.546,268955267.754,267727590.205,267760290.079,268922224.52,20.0,143971200892.0,0.5,0.0954692556634,0.214285714286,69,2.31160425335e-06,0.0102288488211
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,268238098.885,246170.941992,268288480.726,268748040.69,267765060.766,267875346.972,268533412.579,20.0,60600132681.0,0.5,0.0145631067961,0.214285714286,70,2.31160425335e-06,0.00156033287101
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,264344358.292,274956.073855,264225408.349,264798278.389,263975832.705,264055250.699,264779977.918,20.0,75600842549.5,0.5,0.161812297735,0.285714285714,71,2.31160425335e-06,0.0231160425335
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,262904507.592,381208.70077,262933712.226,263571850.811,262038260.393,262392428.677,263395056.893,20.0,145320073543.0,0.5,0.242718446602,0.285714285714,72,2.31160425335e-06,0.0346740638003
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,261981359.177,280269.135661,261979355.392,262435465.033,261381203.685,261631708.375,262418457.343,20.0,78550788403.9,0.5,0.161812297735,0.285714285714,73,2.31160425335e-06,0.0231160425335
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,261025492.053,279099.405633,261061313.024,261401668.691,260478005.42,260519966.203,261371576.528,20.0,77896478224.5,0.5,0.161812297735,0.285714285714,74,2.31160425335e-06,0.0231160425335
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,259921484.541,307515.693766,259883814.208,260507263.824,259354240.88,259516005.529,260364271.809,20.0,94565901912.3,0.5,0.161812297735,0.285714285714,75,2.31160425335e-06,0.0231160425335
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,258879804.861,325645.057107,258886299.358,259366013.83,257988971.995,258451633.507,259248949.042,20.0,106044703218.0,0.5,0.0954692556634,0.285714285714,76,2.31160425335e-06,0.0136384650948
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,258731754.326,273996.563421,258713022.133,259204694.582,258227901.52,258359339.13,259147314.878,20.0,75074116766.8,0.5,0.0145631067961,0.285714285714,77,2.31160425335e-06,0.00208044382802
203.0,-203.0,-260.0,-195.0,600.0,-203.0,-1e+200,254308480.1,348017.07718,254378231.387,254798335.816,253632628.918,253779873.805,254725129.411,20.0,121115886009.0,0.5,0.161812297735,0.142857142857,78,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-195.0,800.0,-203.0,-1e+200,251970267.341,339769.567567,252036059.857,252684732.807,251356982.903,251458847.732,252404538.031,20.0,115443359044.0,0.5,0.242718446602,0.142857142857,79,2.31160425335e-06,0.0173370319001
203.0,-203.0,-260.0,-195.0,900.0,-203.0,-1e+200,250678075.716,240474.070967,250654441.445,251275722.948,250194413.478,250305764.027,251091273.168,20.0,57827778807.6,0.5,0.161812297735,0.142857142857,80,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-195.0,1000.0,-203.0,-1e+200,249523702.784,265339.175237,249498902.104,249988861.746,248975151.032,249103281.986,249918607.487,19.0,70404877915.5,0.5,0.161812297735,0.142857142857,81,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-195.0,1100.0,-203.0,-1e+200,248122352.09,272256.342739,248146558.343,248542419.093,247565043.33,247617545.66,248521973.927,20.0,74123516161.8,0.5,0.161812297735,0.142857142857,82,2.31160425335e-06,0.0115580212668
203.0,-203.0,-260.0,-195.0,1200.0,-203.0,-1e+200,246982304.993,266575.465197,246961931.95,247527297.999,246464185.992,246585992.333,247328770.345,20.0,71062478645.1,0.5,0.0954692556634,0.142857142857,83,2.31160425335e-06,0.00681923254739
203.0,-203.0,-260.0,-195.0,1218.0,-203.0,-1e+200,246673351.725,300931.5075,246679466.675,247181244.56,245856585.621,246246974.419,247059672.046,20.0,90559772206.4,0.5,0.0145631067961,0.142857142857,84,2.31160425335e-06,0.00104022191401
