SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,PointProbability,ProbabilityWeight,prefix
203.0,-203.0,-380.0,-195.0,300.0,-203.0,-1e+200,293688800.835,378416.864812,293683874.135,294545545.889,292963021.181,293160309.39,294180886.622,20.0,143199323574.0,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,13
203.0,-203.0,-380.0,-195.0,400.0,-203.0,-1e+200,297490966.691,380008.640059,297418724.353,298269433.109,296926423.015,297035072.554,298254080.106,20.0,144406566519.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,14
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,298667920.211,311576.672202,298637751.444,299168191.661,298146579.491,298215127.588,299147650.26,20.0,97080022660.6,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,15
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,299583998.123,389479.098467,299530271.331,300381401.063,298980836.784,299051995.148,300330973.823,20.0,151693968142.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,16
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,299703168.7,417465.889628,299697348.048,300561711.498,298835442.849,299120747.045,300153872.417,20.0,174277769003.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,17
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,299891474.17,257965.510985,299879547.81,300269969.578,299387914.511,299411378.918,300197825.078,20.0,66546204857.6,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,18
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,299584896.973,516992.069961,299649429.456,300510213.614,298396771.693,298773833.561,300312213.609,20.0,267280800403.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,19
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,299020288.956,386911.207156,299041409.756,299882010.807,298314107.62,298590306.832,299481612.085,20.0,149700282223.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,20
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,298421798.795,450797.9482,298416810.852,299213035.118,297841227.47,297860612.412,299179214.104,20.0,203218790101.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,21
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,298013021.883,468681.230361,297983539.26,298746380.957,297183869.082,297253808.136,298665124.165,20.0,219662095692.0,0.0333333333333,0.059,0.0714285714286,4.7619047619e-08,0.000140476190476,22
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,297819096.874,377965.967547,297836168.974,298412446.141,297118742.802,297299645.706,298387383.793,20.0,142858272623.0,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,23
203.0,-203.0,-380.0,-195.0,1300.0,-203.0,-1e+200,297153982.087,488326.052187,297210773.769,298287039.752,296194483.574,296530024.741,297773579.425,20.0,238462333244.0,0.0333333333333,0.041,0.0714285714286,4.7619047619e-08,9.7619047619e-05,24
203.0,-203.0,-360.0,-195.0,300.0,-203.0,-1e+200,291642148.869,398174.33443,291685644.811,292265345.073,290745039.951,290986367.806,292103431.679,20.0,158542800599.0,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,25
203.0,-203.0,-360.0,-195.0,400.0,-203.0,-1e+200,294404677.968,324058.83457,294343217.941,295015337.463,293823380.048,293919221.593,294957495.892,20.0,105014128263.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,26
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,295560655.064,450942.342694,295555872.579,296447270.652,294811384.567,294904202.645,296222194.89,20.0,203348996434.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,27
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,295898172.798,368824.738212,295993242.974,296414822.805,294991570.23,295393252.691,296353168.29,20.0,136031687517.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,28
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,296073857.372,351706.188814,296149198.245,296508848.567,295283774.735,295494782.799,296479420.158,20.0,123697243250.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,29
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,296057550.791,378576.023819,296032235.725,296891049.827,295107503.007,295643029.505,296533762.633,20.0,143319805810.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,30
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,295504728.0,395929.968244,295538050.221,296165523.52,294809489.923,294944036.385,296104788.385,20.0,156760539754.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,31
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,295011862.097,318978.759647,295012833.721,295727916.868,294296494.831,294622341.173,295474228.535,20.0,101747449106.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,32
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,294384276.825,353293.046931,294374495.436,295198204.955,293665983.13,293916389.735,294866073.029,20.0,124815977010.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,33
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,293560393.975,433809.822165,293555709.008,294443759.315,292824222.39,292899609.887,294232500.977,20.0,188190961807.0,0.0333333333333,0.059,0.0714285714286,4.7619047619e-08,0.000140476190476,34
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,293589761.358,355774.763201,293666554.565,294102360.473,292940081.819,292951902.615,293986682.119,20.0,126575682131.0,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,35
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,292852064.19,311684.994423,292805660.516,293364188.119,292265132.555,292466002.463,293323608.292,20.0,97147535748.8,0.0333333333333,0.041,0.0714285714286,4.7619047619e-08,9.7619047619e-05,36
203.0,-203.0,-340.0,-195.0,300.0,-203.0,-1e+200,289446424.973,379876.21925,289366759.177,290420987.219,288930722.413,288932074.25,290181656.591,20.0,144305941952.0,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,37
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,291297228.086,426795.023669,291343439.601,291984479.821,290465805.302,290574556.768,291864572.419,20.0,182153992229.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,38
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,291904146.205,375972.982268,291809191.644,292644029.397,291273957.685,291311026.678,292537614.869,20.0,141355683396.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,39
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,292175394.794,358201.583333,292074380.03,292725518.586,291665135.618,291685432.855,292649618.459,19.0,128308374302.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,40
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,292145000.932,380332.281779,292242882.306,292894284.992,291264277.329,291615119.354,292591101.649,20.0,144652644564.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,41
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,291827091.843,376699.310491,291823652.097,292727377.495,290956047.136,291294669.32,292347746.895,20.0,141902370524.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,42
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,291325567.458,283501.856645,291205205.318,292010295.93,290967582.849,291007942.406,291783988.299,20.0,80373302721.3,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,43
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,290598100.301,304797.980655,290551861.053,291208346.469,290092278.576,290115336.036,291113313.955,20.0,92901809011.2,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,44
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,289900204.072,402978.082304,289936528.059,290734987.513,289199606.118,289257099.03,290514595.122,20.0,162391334817.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,45
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,289069632.039,299501.332694,289027132.291,289565636.001,288601662.242,288719538.18,289561132.968,20.0,89701048285.6,0.0333333333333,0.059,0.0714285714286,4.7619047619e-08,0.000140476190476,46
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,288782637.348,235814.364427,288883014.188,289103600.698,288335148.376,288444111.586,289055180.343,20.0,55608414470.2,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,47
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,287914742.765,244185.906846,287981772.344,288243383.195,287345275.861,287533450.291,288225421.558,20.0,59626757102.3,0.0333333333333,0.041,0.0714285714286,4.7619047619e-08,9.7619047619e-05,48
203.0,-203.0,-320.0,-195.0,300.0,-203.0,-1e+200,286564707.878,326364.657696,286461082.927,287148009.42,286113678.94,286213827.159,287071966.198,8.0,106513889793.0,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,49
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,287854828.431,149645.140351,287832090.901,288057851.324,287697280.597,287716402.947,288025086.456,4.0,22393668030.8,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,50
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,288032028.617,229841.945896,287987478.409,288464417.57,287742256.109,287764862.792,288405653.985,11.0,52827320093.3,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,51
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,288393689.547,331528.263728,288270774.639,288883705.483,288049539.37,288079820.341,288819661.19,5.0,109910989651.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,52
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,287973211.008,334071.366859,287876153.723,288542444.382,287512075.493,287554429.389,288458092.51,11.0,111603678155.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,53
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,287296065.992,500764.571629,287426203.752,287669434.137,286423014.826,286616568.018,287649726.601,5.0,250765156199.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,54
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,286819706.843,360297.277348,286712750.46,287582881.072,286500318.973,286501575.712,287400093.828,9.0,129814128065.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,55
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,285852076.886,603069.181275,285782439.749,287019907.599,285105653.361,285232619.357,286738242.237,7.0,363692437404.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,56
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,284939096.346,443943.011422,284987339.913,285445077.515,284335606.417,284352514.766,285441247.541,10.0,197085397390.0,0.0333333333333,0.1,0.0714285714286,4.7619047619e-08,0.000238095238095,57
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,283874088.553,427781.992759,284059535.078,284320464.153,283125122.54,283232706.798,284289466.134,8.0,182997433329.0,0.0333333333333,0.059,0.0714285714286,4.7619047619e-08,0.000140476190476,58
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,283636209.228,282028.096213,283490667.056,284097789.314,283435389.783,283436845.582,284021137.693,5.0,79539847053.6,0.0333333333333,0.05,0.0714285714286,4.7619047619e-08,0.000119047619048,59
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,282911201.858,343288.538077,282934740.989,283336047.806,282268836.261,282423795.96,283281990.025,7.0,117847020375.0,0.0333333333333,0.041,0.0714285714286,4.7619047619e-08,9.7619047619e-05,60
203.0,-203.0,-300.0,-195.0,300.0,-203.0,-1e+200,283150020.36,354726.596673,283118925.1,283724857.795,282575445.331,282590982.242,283642062.011,19.0,125830958387.0,0.0333333333333,0.05,0.0535714285714,4.7619047619e-08,8.92857142857e-05,61
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,283938980.091,363259.661618,284041884.618,284490060.225,283155256.721,283256712.967,284383749.734,17.0,131957581759.0,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,62
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,284124674.845,324918.468143,284117629.719,284738827.986,283542393.511,283633692.029,284571965.601,20.0,105572010941.0,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,63
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,283784802.013,338883.86645,283736495.753,284356598.138,283276919.004,283301387.906,284346790.818,19.0,114842274940.0,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,64
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,283145311.54,259814.950863,283120699.364,283750190.775,282731893.904,282810031.723,283520015.568,20.0,67503808692.0,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,65
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,282285420.661,336641.731648,282189109.898,282891558.401,281757662.752,281790228.342,282870949.585,19.0,113327655487.0,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,66
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,281595560.523,370082.72548,281634232.575,282147920.808,280894211.512,280980195.262,282119429.376,19.0,136961223699.0,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,67
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,280424103.308,300236.330488,280404704.671,280904131.394,279802249.178,280041320.112,280887379.267,20.0,90141854144.7,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,68
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,279700389.172,287829.105565,279645454.839,280228683.034,279214649.08,279298464.622,280173838.54,20.0,82845594010.1,0.0333333333333,0.1,0.0535714285714,4.7619047619e-08,0.000178571428571,69
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,278519831.492,367991.633778,278640072.301,278945090.002,277693046.099,277990683.553,278939121.547,19.0,135417842531.0,0.0333333333333,0.059,0.0535714285714,4.7619047619e-08,0.000105357142857,70
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,278190459.928,434990.439315,278092270.169,279060174.436,277564290.175,277576387.304,278928040.003,20.0,189216682295.0,0.0333333333333,0.05,0.0535714285714,4.7619047619e-08,8.92857142857e-05,71
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,277632786.902,398228.218765,277667010.425,278180315.708,276990541.097,277008294.736,278130165.808,20.0,158585714221.0,0.0333333333333,0.041,0.0535714285714,4.7619047619e-08,7.32142857143e-05,72
203.0,-203.0,-290.0,-195.0,300.0,-203.0,-1e+200,281325463.228,323433.630697,281338770.665,281815254.22,280715385.67,280848748.873,281786653.381,20.0,104609313466.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,73
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,281802727.718,310938.192528,281833633.293,282327540.643,281269381.9,281328299.997,282257507.934,20.0,96682559572.4,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,74
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,281690258.67,369793.362782,281692345.199,282234735.456,281073579.15,281143437.4,282221730.929,19.0,136747131158.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,75
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,281236465.069,266002.591167,281203660.652,281808420.045,280890218.252,280891687.056,281753682.26,20.0,70757378507.5,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,76
203.0,-203.0,-290.0,-195.0,700.0,-203.0,-1e+200,280647255.869,299293.830688,280674637.088,281154663.436,280112168.006,280210851.278,281138887.442,20.0,89576797088.2,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,77
203.0,-203.0,-290.0,-195.0,800.0,-203.0,-1e+200,279686869.941,275602.39391,279667293.344,280229682.724,279180593.659,279338219.137,280216718.167,19.0,75956679529.1,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,78
203.0,-203.0,-290.0,-195.0,900.0,-203.0,-1e+200,278798156.327,326774.600816,278791017.45,279469851.988,278187195.873,278382718.976,279264971.004,20.0,106781639738.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,79
203.0,-203.0,-290.0,-195.0,1000.0,-203.0,-1e+200,277774927.284,371330.026691,277807285.795,278623937.193,276750883.686,277421516.331,278188749.077,20.0,137885988722.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,80
203.0,-203.0,-290.0,-195.0,1100.0,-203.0,-1e+200,276786827.523,306513.674676,276781010.582,277205177.626,276135710.216,276179306.231,277154329.518,20.0,93950632763.4,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,81
203.0,-203.0,-290.0,-195.0,1200.0,-203.0,-1e+200,275637532.608,279170.839145,275574171.485,276375075.048,275232485.983,275322604.276,276136549.765,20.0,77936357429.2,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,82
203.0,-203.0,-290.0,-195.0,1218.0,-203.0,-1e+200,275409733.078,282398.84445,275436830.548,275976759.578,274811434.251,274994019.542,275822000.818,20.0,79749107346.8,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,83
203.0,-203.0,-290.0,-195.0,1300.0,-203.0,-1e+200,274536352.97,355881.808237,274533625.634,275103161.571,273585853.41,274097871.646,275036339.478,20.0,126651861434.0,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,84
203.0,-203.0,-280.0,-195.0,300.0,-203.0,-1e+200,279422363.29,246930.012088,279494589.928,279912507.014,278758057.375,279091162.97,279663072.432,20.0,60974430869.9,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,85
203.0,-203.0,-280.0,-195.0,400.0,-203.0,-1e+200,279682179.513,332818.60014,279735299.365,280165515.302,279149037.566,279178698.951,280144458.907,20.0,110768220599.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,86
203.0,-203.0,-280.0,-195.0,500.0,-203.0,-1e+200,279258637.118,314986.145572,279281213.016,279952972.298,278718214.781,278726516.047,279620695.794,20.0,99216271902.1,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,87
203.0,-203.0,-280.0,-195.0,600.0,-203.0,-1e+200,278663843.891,343518.499149,278689881.984,279475502.285,278087651.706,278195521.225,279150515.98,20.0,118004959258.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,88
203.0,-203.0,-280.0,-195.0,700.0,-203.0,-1e+200,277875905.018,322655.55024,277859247.47,278448018.494,277334982.604,277446423.686,278413423.563,20.0,104106604101.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,89
203.0,-203.0,-280.0,-195.0,800.0,-203.0,-1e+200,277054099.075,320197.233331,277054387.556,277783266.51,276635936.372,276699558.964,277555291.12,19.0,102526268233.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,90
203.0,-203.0,-280.0,-195.0,900.0,-203.0,-1e+200,275818601.533,323251.920181,275770451.579,276375067.904,275314624.225,275425716.055,276306069.231,20.0,104491803900.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,91
203.0,-203.0,-280.0,-195.0,1000.0,-203.0,-1e+200,274773922.421,354806.424317,274789010.961,275587894.834,274013001.57,274279339.344,275303712.738,20.0,125887598736.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,92
203.0,-203.0,-280.0,-195.0,1100.0,-203.0,-1e+200,273586287.144,253671.441848,273559652.503,273977011.652,273152122.984,273187082.578,273964368.98,20.0,64349200409.1,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,93
203.0,-203.0,-280.0,-195.0,1200.0,-203.0,-1e+200,272534651.417,378006.945607,272575176.169,273126334.711,271785908.876,271857407.968,273033927.738,20.0,142889250927.0,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,94
203.0,-203.0,-280.0,-195.0,1218.0,-203.0,-1e+200,272294377.755,299518.125277,272267675.776,272910246.493,271680437.214,271914710.789,272731330.428,20.0,89711107369.3,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,95
203.0,-203.0,-280.0,-195.0,1300.0,-203.0,-1e+200,271457442.914,409681.401817,271446065.707,272220277.092,270605246.886,270776837.603,272012894.988,20.0,167838850995.0,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,96
203.0,-203.0,-270.0,-195.0,300.0,-203.0,-1e+200,277004839.855,363081.874626,276935229.56,277743211.522,276438974.291,276454214.447,277660460.378,19.0,131828447682.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,97
203.0,-203.0,-270.0,-195.0,400.0,-203.0,-1e+200,277157795.805,293929.622746,277221704.948,277843988.252,276537064.077,276738400.15,277551183.105,19.0,86394623127.8,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,98
203.0,-203.0,-270.0,-195.0,500.0,-203.0,-1e+200,276690686.823,333914.950359,276624358.693,277474282.153,276133602.129,276306499.014,277283628.59,20.0,111499194074.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,99
203.0,-203.0,-270.0,-195.0,600.0,-203.0,-1e+200,275975718.369,407384.577879,276007424.606,277016910.951,275174322.211,275551946.483,276564173.59,20.0,165962194294.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,100
203.0,-203.0,-270.0,-195.0,700.0,-203.0,-1e+200,274997979.893,303139.442288,275001088.014,275501503.704,274419868.104,274434576.313,275495301.195,20.0,91893521470.4,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,101
203.0,-203.0,-270.0,-195.0,800.0,-203.0,-1e+200,273861443.513,362438.190228,273916853.009,274385987.007,273078795.437,273185615.225,274308467.935,20.0,131361441735.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,102
203.0,-203.0,-270.0,-195.0,900.0,-203.0,-1e+200,272612595.898,313550.72116,272622419.528,273235241.725,272074238.855,272220130.964,273111946.61,20.0,98314054739.8,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,103
203.0,-203.0,-270.0,-195.0,1000.0,-203.0,-1e+200,271453383.66,315936.282581,271429752.265,271970401.306,270881066.236,270925401.595,271893880.725,19.0,99815734650.9,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,104
203.0,-203.0,-270.0,-195.0,1100.0,-203.0,-1e+200,270389011.436,424957.949194,270420919.825,270974401.809,269653037.025,269738958.039,270933468.927,20.0,180589258584.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,105
203.0,-203.0,-270.0,-195.0,1200.0,-203.0,-1e+200,269264395.652,392635.153726,269200582.807,270001568.35,268738707.517,268775131.325,269913344.884,20.0,154162363941.0,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,106
