SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,PointProbability,prefix
203.0,-203.0,-400.0,-203.0,1000.0,-203.0,-1e+200,273045571.76,365892.285132,273098600.417,273823110.608,272562911.547,272578224.602,273582570.298,11.0,133877164319.0,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,15
203.0,-203.0,-400.0,-203.0,800.0,-203.0,-1e+200,274755722.837,301296.860181,274817490.35,275217216.296,274207799.121,274290639.085,275153002.237,12.0,90779797955.0,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,13
203.0,-203.0,-420.0,-203.0,1218.0,-203.0,-1e+200,270889807.807,237642.052038,270943000.212,271259284.219,270296261.285,270398541.039,271230891.319,20.0,56473744896.9,0.115384615385,0.0125348189415,0.166666666667,0.000241054210414,1.7855867438e-06,9
203.0,-203.0,-400.0,-203.0,1100.0,-203.0,-1e+200,271953450.595,262283.957702,271904733.657,272501947.436,271468310.03,271591707.844,272326534.817,11.0,68792874467.6,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,16
203.0,-203.0,-400.0,-203.0,900.0,-203.0,-1e+200,274026881.861,328665.836643,273985962.347,274729894.868,273528748.568,273584174.147,274516407.4,14.0,108021232176.0,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,14
203.0,-203.0,-400.0,-203.0,1200.0,-203.0,-1e+200,271107569.462,260355.659286,271043323.099,271429601.522,270835698.583,270849029.26,271423313.436,6.0,67785069322.4,0.115384615385,0.0821727019499,0.333333333333,0.00316048853653,1.7855867438e-06,17
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,273208000.107,275478.202933,273229782.145,273512766.086,272859670.052,272903328.478,273482176.883,4.0,75888240291.2,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,20
203.0,-203.0,-380.0,-203.0,500.0,-203.0,-1e+200,272850003.405,165843.507075,272869442.64,273079076.73,272495335.633,272598069.675,273031409.958,9.0,27504068838.9,0.115384615385,0.0696378830084,0.333333333333,0.00267838011571,1.7855867438e-06,19
203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,270754976.712,200966.635604,270739727.163,271088699.361,270507537.928,270511279.185,271077976.685,11.0,40387588626.0,0.115384615385,0.0125348189415,0.333333333333,0.000482108420827,1.7855867438e-06,18
203.0,-203.0,-380.0,-203.0,700.0,-203.0,-1e+200,272748690.877,128045.753091,272764565.601,272937685.02,272525607.009,272576441.98,272901611.89,8.0,16395714884.7,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,21
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,270134326.551,280573.196391,270127590.266,270570140.439,269716729.142,269735121.84,270468990.179,11.0,78721318533.0,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,24
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,271255012.717,272333.190152,271369679.796,271485404.685,270743371.222,270813423.509,271477383.223,8.0,74165366458.2,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,23
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,272033194.805,255095.404761,272102820.117,272400799.658,271575390.895,271618334.61,272377008.332,11.0,65073665530.0,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,22
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,270601808.283,305926.550013,270674343.63,270913256.836,270063784.93,270167139.107,270886922.386,6.0,93591054003.0,0.115384615385,0.0696378830084,0.166666666667,0.00133919005785,1.7855867438e-06,28
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,269190826.292,291564.369877,269126060.639,269769017.082,268909871.7,268913955.522,269628909.162,9.0,85009781781.6,0.115384615385,0.139275766017,0.333333333333,0.00535676023141,1.7855867438e-06,25
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,270332298.579,145429.285424,270348724.707,270466752.315,270164992.588,270178788.202,270462812.377,4.0,21149677059.0,0.115384615385,0.139275766017,0.166666666667,0.00267838011571,1.7855867438e-06,29
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,268064920.065,204922.708351,268109578.181,268281577.366,267642999.357,267751338.927,268254386.437,7.0,41993316397.9,0.115384615385,0.0821727019499,0.333333333333,0.00316048853653,1.7855867438e-06,26
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,267807502.767,188001.437006,267837242.699,268023991.789,267478378.549,267514972.671,268009919.284,9.0,35344540316.4,0.115384615385,0.0125348189415,0.333333333333,0.000482108420827,1.7855867438e-06,27
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,268944348.477,265539.997765,268912846.352,269399265.013,268476773.715,268603908.463,269329912.885,9.0,70511490413.2,0.115384615385,0.139275766017,0.166666666667,0.00267838011571,1.7855867438e-06,31
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,267819373.941,146668.000463,267792629.597,268045597.07,267594279.523,267641958.198,268044723.472,10.0,21511502359.9,0.115384615385,0.139275766017,0.166666666667,0.00267838011571,1.7855867438e-06,32
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,269720976.671,176004.186474,269692339.253,269997606.368,269451630.456,269490212.795,269962739.185,8.0,30977473656.3,0.115384615385,0.139275766017,0.166666666667,0.00267838011571,1.7855867438e-06,30
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,266856682.225,201072.767423,266886276.423,267068820.989,266421661.893,266550248.428,267041683.84,8.0,40430257799.0,0.115384615385,0.139275766017,0.166666666667,0.00267838011571,1.7855867438e-06,33
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,264663643.105,162201.985983,264692388.472,264929488.552,264318796.31,264421753.423,264855157.343,9.0,26309484256.7,0.115384615385,0.0821727019499,0.166666666667,0.00158024426827,1.7855867438e-06,35
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,265766692.872,259536.007712,265839062.9,266139914.791,265340719.177,265373286.77,266138539.553,13.0,67358939299.3,0.115384615385,0.139275766017,0.166666666667,0.00267838011571,1.7855867438e-06,34
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,264197581.465,138945.022212,264258317.45,264310168.714,263902445.112,263948886.839,264308624.492,10.0,19305719197.4,0.115384615385,0.0125348189415,0.166666666667,0.000241054210414,1.7855867438e-06,36
203.0,-203.0,-420.0,-200.0,500.0,-203.0,-1e+200,274483891.048,252283.319995,274537536.157,275028970.106,274035137.51,274071955.534,274767186.337,18.0,63646873547.7,0.307692307692,0.0696378830084,0.166666666667,0.00357117348761,1.7855867438e-06,37
203.0,-203.0,-420.0,-200.0,600.0,-203.0,-1e+200,274970344.469,283524.663204,274951706.052,275526411.639,274440461.833,274566627.144,275462644.707,20.0,80386234645.0,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,38
203.0,-203.0,-420.0,-200.0,700.0,-203.0,-1e+200,274910516.488,232032.934384,274907971.066,275255931.695,274417546.87,274589649.543,275217659.299,20.0,53839282639.0,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,39
203.0,-203.0,-420.0,-200.0,800.0,-203.0,-1e+200,274479572.716,242665.544554,274489194.072,274929052.74,274121606.243,274154169.578,274845200.837,20.0,58886566513.6,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,40
203.0,-203.0,-420.0,-200.0,900.0,-203.0,-1e+200,273791951.86,323185.273093,273748003.351,274863244.222,273356501.659,273425156.447,274169477.817,20.0,104448720744.0,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,41
203.0,-203.0,-420.0,-200.0,1000.0,-203.0,-1e+200,272838109.539,321725.759704,272880136.135,273366859.189,272244835.545,272277204.99,273361811.586,20.0,103507464457.0,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,42
203.0,-203.0,-420.0,-200.0,1100.0,-203.0,-1e+200,271767209.007,298631.839741,271748912.879,272363466.851,271234093.281,271369935.616,272225162.321,19.0,89180975707.2,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,43
203.0,-203.0,-420.0,-200.0,1200.0,-203.0,-1e+200,270757502.983,344824.329566,270776542.727,271223669.085,270031840.474,270146448.78,271177758.589,20.0,118903818261.0,0.307692307692,0.0821727019499,0.166666666667,0.00421398471538,1.7855867438e-06,44
203.0,-203.0,-400.0,-200.0,500.0,-203.0,-1e+200,274685689.308,224838.888063,274714429.725,275081383.854,274224516.133,274275759.328,274946819.481,20.0,50552525585.6,0.307692307692,0.0696378830084,0.333333333333,0.00714234697522,1.7855867438e-06,46
203.0,-203.0,-420.0,-200.0,1218.0,-203.0,-1e+200,270615472.48,145441.061593,270598302.632,270911878.899,270282901.373,270413015.731,270828477.618,20.0,21153102397.3,0.307692307692,0.0125348189415,0.166666666667,0.000642811227769,1.7855867438e-06,45
203.0,-203.0,-400.0,-200.0,700.0,-203.0,-1e+200,274948786.504,264424.851823,274916083.347,275411946.842,274493758.87,274562468.389,275381297.014,20.0,69920502261.7,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,48
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,275227791.263,185287.190323,275199663.95,275583402.366,274790913.333,274920744.592,275452110.483,20.0,34331342897.8,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,47
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,274437583.006,256179.49157,274434767.631,274802993.572,273889253.29,274048629.546,274760030.137,20.0,65627931901.3,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,49
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,273766013.338,282168.378626,273786071.129,274397427.474,273167173.49,273402771.179,274249407.197,20.0,79618993896.6,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,50
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,272753565.758,291113.547639,272622018.183,273373604.094,272270957.086,272418534.318,273290380.192,20.0,84747097619.1,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,51
203.0,-203.0,-380.0,-200.0,500.0,-203.0,-1e+200,272705843.996,260185.826029,272716131.705,273238420.157,272126328.562,272268787.705,273093236.915,20.0,67696664066.2,0.307692307692,0.0696378830084,0.333333333333,0.00714234697522,1.7855867438e-06,55
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,271804470.934,230818.203555,271811228.087,272230779.3,271397080.783,271421041.536,272230439.739,20.0,53277043092.5,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,52
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,270683820.405,316674.524096,270732911.637,271607824.084,270275510.789,270292998.867,271007889.266,20.0,100282754211.0,0.307692307692,0.0821727019499,0.333333333333,0.00842796943075,1.7855867438e-06,53
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,270580938.273,277553.917981,270619835.632,271002330.96,270065928.55,270159865.842,270910626.364,20.0,77036177386.5,0.307692307692,0.0125348189415,0.333333333333,0.00128562245554,1.7855867438e-06,54
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,273002849.306,236857.259703,273010653.631,273468544.185,272611585.377,272632921.904,273327351.212,20.0,56101361473.9,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,56
203.0,-203.0,-380.0,-200.0,700.0,-203.0,-1e+200,272486900.7,182908.070925,272464541.168,272884831.342,272104807.208,272253426.673,272751999.166,20.0,33455362409.6,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,57
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,271833491.825,239865.22996,271797416.25,272205380.379,271287065.024,271545084.413,272185043.502,20.0,57535328543.5,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,58
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,270020014.597,234959.871267,270041290.227,270444548.624,269598579.993,269611218.14,270351962.805,20.0,55206141105.9,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,60
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,270978570.932,229394.613202,270983600.277,271642041.451,270620522.43,270675629.646,271266451.243,20.0,52621888566.3,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,59
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,268937386.489,286883.178546,268970806.778,269546294.392,268441966.853,268523203.768,269354338.058,20.0,82301958132.6,0.307692307692,0.139275766017,0.333333333333,0.0142846939504,1.7855867438e-06,61
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,267766363.04,235171.281373,267745212.289,268098006.044,267426294.775,267471766.621,268080236.546,20.0,55305531582.7,0.307692307692,0.0821727019499,0.333333333333,0.00842796943075,1.7855867438e-06,62
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,267610232.138,238039.43119,267565317.179,267990722.412,267202228.112,267247804.127,267980941.302,20.0,56662770801.0,0.307692307692,0.0125348189415,0.333333333333,0.00128562245554,1.7855867438e-06,63
203.0,-203.0,-360.0,-200.0,500.0,-203.0,-1e+200,270356864.227,240061.88224,270386378.767,270749275.218,269879946.479,269910445.298,270710218.542,19.0,57629707304.5,0.307692307692,0.0696378830084,0.166666666667,0.00357117348761,1.7855867438e-06,64
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,270152842.715,276897.860971,270231160.047,270617668.01,269707254.32,269711352.447,270457941.07,20.0,76672425410.2,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,65
203.0,-203.0,-360.0,-200.0,700.0,-203.0,-1e+200,269550075.998,228488.823317,269576791.481,269895521.987,269036526.061,269214323.322,269865539.738,20.0,52207142380.6,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,66
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,268793327.037,224587.678029,268841406.461,269061577.007,268287758.909,268344582.95,269035224.253,20.0,50439625122.7,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,67
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,267750932.544,270661.91904,267760888.028,268357896.021,267239296.657,267383704.919,268239202.858,20.0,73257874418.5,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,68
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,266726442.265,208959.240805,266703435.501,267186800.918,266316197.47,266432950.602,267079739.983,20.0,43663964317.8,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,69
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,264179948.395,310795.583914,264128022.333,264747730.156,263675438.664,263765641.311,264726550.693,20.0,96593894980.5,0.307692307692,0.0125348189415,0.166666666667,0.000642811227769,1.7855867438e-06,72
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,265473478.524,178540.177211,265456957.114,265781334.359,265083086.37,265241781.046,265774261.799,20.0,31876594878.7,0.307692307692,0.139275766017,0.166666666667,0.00714234697522,1.7855867438e-06,70
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,264360847.865,261487.397047,264295139.476,264996373.184,263919548.009,264041190.009,264713183.886,20.0,68375658814.5,0.307692307692,0.0821727019499,0.166666666667,0.00421398471538,1.7855867438e-06,71
203.0,-203.0,-420.0,-195.0,500.0,-203.0,-1e+200,274126607.901,201415.82774,274167882.945,274389893.354,273662772.605,273758591.4,274369504.336,18.0,40568335664.0,0.384615384615,0.0696378830084,0.166666666667,0.00446396685951,1.7855867438e-06,73
203.0,-203.0,-420.0,-195.0,600.0,-203.0,-1e+200,274515227.576,266466.80184,274462483.597,275094033.132,274155753.482,274198143.597,275030716.216,19.0,71004556482.6,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,74
203.0,-203.0,-420.0,-195.0,700.0,-203.0,-1e+200,274486119.35,268590.438038,274463493.043,275015495.498,273971134.067,274088883.246,274886235.473,20.0,72140823405.7,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,75
203.0,-203.0,-420.0,-195.0,800.0,-203.0,-1e+200,274015169.361,229786.667135,274029696.178,274464576.331,273572387.626,273711642.101,274405897.266,19.0,52801912393.2,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,76
203.0,-203.0,-420.0,-195.0,900.0,-203.0,-1e+200,273285139.828,254004.003091,273284965.57,273819240.511,272866868.462,272924714.622,273673634.586,20.0,64518033586.3,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,77
203.0,-203.0,-420.0,-195.0,1000.0,-203.0,-1e+200,272216879.655,308879.656526,272200028.623,272732847.522,271632963.606,271694916.282,272708372.815,20.0,95406642215.7,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,78
203.0,-203.0,-420.0,-195.0,1100.0,-203.0,-1e+200,271417207.526,301919.60438,271426904.268,271979416.151,270767251.003,271049424.112,271884264.079,20.0,91155447508.7,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,79
203.0,-203.0,-420.0,-195.0,1200.0,-203.0,-1e+200,270264254.416,252986.677887,270302595.998,270709628.789,269728971.528,269927487.289,270703175.409,20.0,64002259188.3,0.384615384615,0.0821727019499,0.166666666667,0.00526748089422,1.7855867438e-06,80
203.0,-203.0,-420.0,-195.0,1218.0,-203.0,-1e+200,270067343.655,244189.721582,270059916.519,270522470.405,269608228.14,269654404.121,270421778.737,20.0,59628620126.5,0.384615384615,0.0125348189415,0.166666666667,0.000803514034712,1.7855867438e-06,81
203.0,-203.0,-400.0,-195.0,500.0,-203.0,-1e+200,274400905.44,228333.078315,274424866.757,274848208.864,273775689.654,274112816.321,274633266.52,20.0,52135994652.7,0.384615384615,0.0696378830084,0.333333333333,0.00892793371902,1.7855867438e-06,82
203.0,-203.0,-400.0,-195.0,600.0,-203.0,-1e+200,274683402.77,224463.312208,274664467.915,275062503.384,274264866.819,274438610.836,275040016.343,20.0,50383778527.5,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,83
203.0,-203.0,-400.0,-195.0,700.0,-203.0,-1e+200,274521147.766,259188.014185,274568037.534,274970441.613,274017115.215,274093996.9,274939945.549,20.0,67178426697.2,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,84
203.0,-203.0,-400.0,-195.0,800.0,-203.0,-1e+200,274062641.091,265031.278292,274056260.237,274563176.988,273618758.627,273749336.311,274497737.949,20.0,70241578473.0,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,85
203.0,-203.0,-400.0,-195.0,900.0,-203.0,-1e+200,273255985.733,261043.790583,273282530.47,273835140.193,272859705.73,272873857.374,273749811.659,20.0,68143860601.8,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,86
203.0,-203.0,-400.0,-195.0,1100.0,-203.0,-1e+200,271330704.851,216956.492034,271388894.223,271655184.499,270905043.544,271033846.008,271620876.086,20.0,47070119435.9,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,88
203.0,-203.0,-400.0,-195.0,1000.0,-203.0,-1e+200,272386058.22,224169.138245,272376550.09,272883240.045,271881859.649,272052866.236,272649480.174,20.0,50251802541.5,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,87
203.0,-203.0,-400.0,-195.0,1200.0,-203.0,-1e+200,270281526.676,302808.484278,270218073.388,270731018.75,269693919.176,269812952.303,270712223.211,20.0,91692978150.5,0.384615384615,0.0821727019499,0.333333333333,0.0105349617884,1.7855867438e-06,89
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,272380397.792,232937.171154,272397224.428,272715534.618,271869444.964,271929509.272,272672913.367,20.0,54259725705.1,0.384615384615,0.0696378830084,0.333333333333,0.00892793371902,1.7855867438e-06,91
203.0,-203.0,-400.0,-195.0,1218.0,-203.0,-1e+200,270013308.45,348761.20895,270044089.681,270517732.528,269353201.293,269373034.703,270494854.159,20.0,121634380868.0,0.384615384615,0.0125348189415,0.333333333333,0.00160702806942,1.7855867438e-06,90
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,272519222.865,245740.746274,272500892.342,272941000.927,272051025.319,272135154.291,272848410.002,20.0,60388514379.3,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,92
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,272183547.792,263584.911615,272192120.941,272677484.468,271701896.355,271710566.492,272664431.158,20.0,69477005631.0,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,93
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,271397920.985,197253.985807,271407946.047,271934788.659,271082606.233,271086095.069,271696934.377,20.0,38909134916.7,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,94
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,270596842.415,371063.389124,270551647.585,271480370.769,269908204.236,270125975.18,271090514.174,20.0,137688038748.0,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,95
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,269545087.104,244602.516015,269584592.095,269928302.66,269152532.267,269172591.28,269873644.728,20.0,59830390840.7,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,96
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,268541951.88,341223.58719,268567599.666,269245107.293,267957209.097,268083582.72,269043779.432,20.0,116433536455.0,0.384615384615,0.139275766017,0.333333333333,0.017855867438,1.7855867438e-06,97
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,267420873.667,285485.757482,267435412.864,267925852.601,266951833.6,266979850.263,267782761.903,20.0,81502117724.9,0.384615384615,0.0821727019499,0.333333333333,0.0105349617884,1.7855867438e-06,98
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,267132002.825,249909.889902,267170791.067,267531544.426,266667049.552,266670729.658,267435480.92,20.0,62454953071.1,0.384615384615,0.0125348189415,0.333333333333,0.00160702806942,1.7855867438e-06,99
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,270101950.575,258504.731797,270072246.274,270863391.925,269637124.235,269803344.63,270435802.792,20.0,66824696361.5,0.384615384615,0.0696378830084,0.166666666667,0.00446396685951,1.7855867438e-06,100
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,269825451.25,149539.29466,269831797.321,270024575.23,269562839.115,269631839.109,270019390.069,20.0,22362000647.3,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,101
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,269218850.598,269333.614751,269250104.467,269662088.073,268786869.236,268801362.356,269573073.151,20.0,72540596034.7,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,102
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,268444667.363,242683.340519,268457353.221,268804011.411,268006092.265,268101883.948,268722440.722,20.0,58895203765.6,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,103
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,267416619.421,198430.766992,267414292.28,267740138.869,267111452.217,267132416.524,267701506.108,20.0,39374769289.1,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,104
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,265145984.852,235224.658417,265157715.491,265525334.838,264700229.413,264798124.415,265467170.541,20.0,55330639927.4,0.384615384615,0.139275766017,0.166666666667,0.00892793371902,1.7855867438e-06,106
