HOUR,LP_D
320,30.2739279754
321,27.6548745196
322,30.462233757
323,22.1876484262
324,21.550822985
325,21.4390509047
326,30.0438620157
327,30.4971606481
328,22.0023374411
329,20.2654463733
330,22.135247403
331,19.4536761295
332,21.9489808598
333,19.7440871159
334,20.264707208
335,21.4342287886
336,20.0166805934
337,21.6082879101
338,22.1704965796
339,23.3513500054
340,21.4592308981
341,28.7759557217
342,21.0503350885
343,21.3513195277
344,21.4316705717
345,28.1899577322
346,20.2413107709
347,17.774210036
348,20.4080668102
349,16.4770144262
350,20.7528679981
351,21.1796973705
352,26.5690562527
353,29.1097685025
354,20.9135281325
355,20.7798428255
356,17.985124206
357,19.5388661438
358,18.1511321543
359,20.9633592788
360,31.3500504127
361,36.0939157721
362,35.6889139235
363,21.8381246167
364,21.7476943157
365,15.7820845888
366,18.95372046
367,18.1323232343
368,14.6607058564
369,15.296590844
370,20.2627889614
371,16.1113549648
372,14.7993561006
373,14.4286623518
374,14.7702258567
375,17.2708421839
376,23.0647187565
377,20.7906896271
378,16.1550700649
379,15.4065635392
380,20.6418956541
381,35.4381859926
382,16.183937722
383,14.5317793293
384,15.1437411454
385,16.9807566084
386,14.5740401551
387,16.9945248424
388,35.9617843408
389,21.6796917121
390,20.7822820381
391,22.8003026452
392,14.7857655287
393,14.9128852359
394,16.0677740608
395,18.7341866721
396,18.2293411012
397,19.8570820821
398,18.241573196
399,15.9452319862
400,17.5474178208
401,15.903331307
402,14.5691752877
403,16.5111136935
404,20.465244746
405,20.355309688
406,16.7858856673
407,14.6970570751
408,14.4264996022
409,14.7280619667
410,14.479439909
411,14.9484344012
412,15.5529555738
413,14.5838413444
414,17.0839391345
415,16.3615332943
416,14.3967996833
417,14.4705702674
418,15.7039679354
419,14.4615654099
420,14.4926573655
421,15.4790422584
422,15.6588901171
423,15.9907283142
424,22.2814169741
425,18.7596496838
426,20.5994762402
427,19.2345599776
428,21.4271736914
429,33.8529126475
430,20.5184290606
431,16.8718845987
432,21.7793292457
433,18.9049754983
434,15.7289640005
435,18.7517672208
436,21.7861440545
437,22.9675941569
438,22.8867129981
439,21.2584809426
440,16.4003357294
441,15.5753689417
442,35.6949915085
443,31.9519761149
444,19.5966907317
445,18.9863247126
446,16.5412333607
447,15.6895426146
448,16.88181055
449,16.0483541241
450,17.9029193482
451,17.7577495659
452,20.4008593441
453,18.6585314247
454,17.2207554837
455,19.9221926761
456,16.3520266935
457,23.2413955556
458,35.4425370491
459,32.0087408556
460,19.196847584
461,18.5175619985
462,15.9776235915
463,21.382874377
464,21.2572954873
465,33.5854103117
466,36.8686031347
467,36.9066986034
468,36.828634551
469,22.6930607495
470,35.9305760052
471,17.9369133262
472,21.5381544567
473,15.4336962686
474,20.8336879527
475,35.0528685908
476,18.7029765525
477,17.9636796321
478,20.1746642136
479,20.8390040096
480,21.1592057715
481,21.48908665
482,19.9002638911
483,21.2111985422
484,22.0651210874
485,21.0835270357
486,27.4498889326
487,25.6695662316
488,21.1348014137
489,25.9980329515
490,28.9042069674
491,21.4668082624
492,29.7624967622
493,30.5372983168
494,30.852947453
495,30.681350405
496,21.1327605532
497,22.1922967214
498,29.3587259536
499,21.5084477755
500,30.2687899098
501,29.5562490175
502,22.11628843
503,30.8933407992
504,30.818621359
505,21.5767675627
506,29.0552654278
507,31.0033896091
508,21.2788886916
509,31.0388911753
510,30.8994783865
511,21.4517488644
512,21.2825368048
513,29.5491169132
514,30.7373805255
515,22.0340055502
516,21.2663146972
517,20.8509343919
518,23.5395271225
519,20.2317051722
520,20.7860628426
521,21.1696635858
522,22.1163985125
523,21.6754920142
524,21.0656486083
525,17.0206842882
526,20.3250936528
527,20.8951709717
528,17.1954693118
529,20.6761353102
530,20.2012982805
531,20.6077955054
532,19.9870774195
533,21.2521570945
534,20.1626819455
535,20.9507798319
536,20.0472594998
537,19.0376183579
538,20.5135863831
539,19.2388865257
540,16.9223208146
541,20.3148934384
542,20.1552235504
543,21.4183649733
544,19.860471899
545,20.4998477113
546,20.9416771969
547,21.2580348447
548,21.3086137673
549,20.5452898224
550,20.7788370962
551,18.6566358733
552,20.7708030092
553,19.8077052744
554,20.2074187839
555,18.1777654463
556,17.2942355166
557,20.8156313031
558,22.0721095518
559,19.17345413
560,18.5254493212
561,17.5143263743
562,17.3092706588
563,21.2724118208
564,28.9936837047
565,21.5863657257
566,21.3793066185
567,22.0405637506
568,23.5380832167
569,21.8134099998
570,21.4433288252
571,30.3343894747
572,20.9265692927
573,17.7514779701
574,18.3334241431
575,20.8334009991
576,20.5278444414
577,21.1995261641
578,20.7854628084
579,17.8011279967
580,21.361957992
581,28.3890940948
582,21.2362446409
583,21.4485624885
584,30.0177835528
585,29.1743624553
586,26.0701455079
587,31.739231393
588,32.0186101777
589,30.2342399149
590,22.7415691004
591,21.2973185579
592,21.2921024078
593,22.0770146766
594,28.3598258372
595,20.9540062459
596,20.8893532587
597,18.7692022445
598,21.1524648118
599,21.4181170937
600,18.7225796324
601,17.3976560317
602,21.876517485
603,22.8103786315
604,35.5740978813
605,37.2388067139
606,22.3392804156
607,37.7340070333
608,36.5975668025
609,36.4487220773
610,20.543368212
611,34.3517069055
612,37.345353681
613,33.283992885
614,20.1314137602
615,18.9441289411
616,19.5384505951
617,20.0480396632
618,20.8469782576
619,21.1595884717
620,21.7588998508
621,36.2773914378
622,37.5184229983
623,20.4187818674
624,19.2900026864
625,16.1999032418
626,20.2043990817
627,18.9213483337
628,34.0499152746
629,23.2395415943
630,21.9164493669
631,18.3553974141
632,19.7189968935
633,20.2472773132
634,19.9302034235
635,21.9998057559
636,15.7276014597
637,15.6643229852
638,21.8529938956
639,36.7162955874
640,21.6190423931
641,36.8927293792
642,34.5728438491
643,35.8520186502
644,18.3806457555
645,20.3928593362
646,15.3316140381
647,20.2035574604
648,19.5483614102
649,18.9282270328
650,20.7618679537
651,22.421653136
652,21.37748224
653,19.5329874641
654,21.8765729515
655,20.8268227765
656,20.5165356467
657,21.2186009938
658,20.2715567525
659,20.6134789021
660,21.9023965794
661,20.2730006859
662,23.0307519723
663,36.9965976807
664,21.0680058215
665,22.469830629
666,24.7888615259
667,36.7638837083
668,20.570382092
669,19.9783141194
670,35.8598795503
671,37.9987434569
672,37.94760266
673,20.2698303535
674,22.0127038983
675,38.1757860142
676,21.5509678168
677,37.9047525441
678,20.7741070848
679,21.9133547744
680,24.0278618901
681,22.0302835858
682,21.7967078374
683,38.039575929
684,20.284346323
685,36.4847252979
686,38.3003484387
687,38.2913318306
688,22.0417770873
689,38.3187004622
690,23.1764532911
691,38.2683852152
692,38.1410875561
693,23.5292589663
694,21.1075138352
695,20.860183207
696,22.0474008806
697,20.7307264868
698,20.2827493832
699,20.8904170194
700,38.1862104153
701,23.1980563751
702,21.9173401621
703,21.6431766365
704,38.3479802527
705,38.083372264
706,22.6501424121
707,35.6405916866
708,38.1303160107
709,38.4096117795
710,38.2503845912
711,37.770026462
712,38.3927441161
713,38.4489039446
714,38.4561992624
715,37.9774261916
716,38.4089706039
717,38.2637570681
718,38.0882523112
719,38.4293029476
720,18.5113131402
721,20.5518474886
722,20.5062442537
723,21.2095977922
724,20.2957005005
725,17.5985984413
726,20.6762512611
727,20.6533754601
728,20.643506209
729,20.5779753915
730,21.0178534972
731,20.6290784155
732,19.4740469325
733,20.9464896494
734,21.096820917
735,22.0739623885
736,21.3782013568
737,20.9488019002
738,20.8059118246
739,20.8553606983
740,17.9017036312
741,17.9751461747
742,18.3777605973
743,19.6511921241
744,17.8411088053
745,19.1123490911
746,19.6014332828
747,20.5664667057
748,18.719467254
749,18.5657257103
750,18.1212239126
751,20.7340941501
752,18.237207569
753,19.2315260609
754,21.1014605304
755,19.2585866485
756,18.4919188592
757,18.5178811562
758,18.5125361372
759,18.8480015154
760,18.6093752897
761,18.6820229073
762,20.2435513696
763,19.0527750447
764,18.8364823633
765,20.4354012983
766,19.1963989533
767,19.0208985982
768,19.0473144563
769,19.0672525348
770,19.9195292437
771,19.1033444553
772,19.2350456431
773,19.6314124624
774,20.9261960649
775,21.5812623927
776,20.6503726676
777,20.8706471434
778,20.8613354926
779,21.1081035919
780,20.9271855389
781,21.0505042237
782,20.6877489976
783,20.7349547508
784,20.9585563375
785,20.9212974384
786,20.887267991
787,20.2967666603
788,20.4521829138
789,19.7903188454
790,21.1461942117
791,22.099336568
792,20.8670352645
793,19.8316077694
794,19.8206604272
795,20.469909348
796,21.2938763214
797,22.2605075073
798,22.2515329476
799,38.6239468676
800,37.844820355
801,38.6603435191
802,38.2136800556
803,21.9491234845
804,22.1213488527
805,38.6849616819
806,37.9518742513
807,38.6380465544
808,38.7027253776
809,25.2331990574
810,25.1036756031
811,38.7840448588
812,38.69417415
813,38.1448788938
814,21.5202623898
815,38.7860073941
816,38.8065070053
817,21.3811118357
818,21.4341195968
819,21.2056195742
820,21.3544769518
821,22.840716015
822,38.4354086671
823,38.3992617667
824,21.6109499001
825,38.7219560872
826,21.4336114401
827,22.0469330187
828,21.7910364633
829,21.3950940764
830,21.3315641475
831,21.2103945155
832,21.1941915144
833,20.9123572266
834,20.6894615095
835,21.2862778565
836,21.4504894247
837,22.0755317114
838,21.2443793206
839,20.9032130714
840,21.2739068346
841,21.492942941
842,21.039461094
843,21.4292108892
844,21.4167222373
845,21.733934997
846,21.3908424476
847,21.4525575604
848,21.3346806018
849,21.4096892862
850,21.3480062868
851,21.5321992999
852,21.3735240802
853,21.255201936
854,22.2171649423
855,21.8712178827
856,21.9140805522
857,21.6987090956
858,21.9993175664
859,38.6431290758
860,21.4682789713
861,21.5653710228
862,23.0745663147
863,22.3296154258
864,38.8486972695
865,21.6646548722
866,21.7309182728
867,22.1381989258
868,22.3508078894
869,38.2765852909
870,21.8630031125
871,21.4563452361
872,21.2130360595
873,21.4157942816
874,22.0019799161
875,22.2665624948
876,21.7970712938
877,21.6475032002
878,22.887815147
879,38.7633754485
880,22.001108451
881,21.6010603019
882,22.2176193229
883,21.6356778307
884,21.8417231505
885,21.8744598036
886,21.1977940359
887,21.6541516138
888,21.790717885
889,24.6471322096
890,39.0377944916
891,22.3504379677
892,21.6926758005
893,39.211211698
894,38.6952538574
895,22.3544501863
896,21.5431325334
897,21.4565884287
898,21.6510621344
899,24.2775095073
900,38.9192257592
901,21.9177666601
902,22.073569241
903,25.6749411611
904,39.3059647835
905,39.370220978
906,39.2060636556
907,39.4880835321
908,39.5355830974
909,39.0824236582
910,38.9861729465
911,39.3436245
912,22.6972105302
913,22.1871586859
914,39.2539831825
915,39.6240254964
916,39.4109595919
917,22.3919024755
918,25.812035844
919,21.9462994421
920,38.9628319851
921,39.6416517618
922,38.6697124642
923,39.020710257
924,22.4706927187
925,38.8363937559
926,23.7600476294
927,25.2131362964
928,39.4606318371
929,39.3225269341
930,23.8677481192
931,21.7198265857
932,22.1214629305
933,22.159086028
934,22.2913042348
935,21.6654143863
936,23.1870619296
937,21.6067831149
938,25.111558181
939,39.4039390282
940,39.8586463059
941,39.6841758202
942,22.2686356647
943,25.5640100502
944,22.1759298958
945,39.8897856534
946,39.6388080709
947,40.0576504531
948,38.8979182448
949,39.710122226
950,39.3382910144
951,40.1504873438
952,39.3366422303
953,21.6975511082
954,38.9631503913
955,23.1636815766
956,22.65254913
957,21.9311824037
958,21.924113823
959,21.7089730624
960,21.6897907174
961,21.8586951856
962,23.9932896392
963,40.1636248147
964,39.6495379073
965,22.2466865332
966,22.3944731523
967,21.8651731636
968,21.8760375341
969,22.0828983996
970,21.8094058897
971,22.1028123426
972,21.9234267501
973,22.7996896756
974,21.857458763
975,21.7385041652
976,22.2027169554
977,40.0061425237
978,40.0869725382
979,40.7213576729
980,40.7679679777
981,39.1793166908
982,39.7060477545
983,39.8826435858
984,22.560309756
985,21.9001614203
986,21.7561417244
987,21.7716395101
988,21.6343152279
989,21.7532689068
990,21.6126667258
991,21.5140302046
992,21.5198585835
993,21.5280383444
994,21.5794129544
995,21.5320480899
996,21.5276569858
997,21.7263001217
998,21.6040384563
999,21.5388175337
1000,21.6509731415
1001,21.6950831405
1002,21.8432437008
1003,21.8172385688
1004,21.8443212635
1005,21.5614479056
1006,21.5827018825
1007,21.7515008596
1008,21.5876299723
1009,21.8227207472
1010,21.7285725771
1011,21.9427262934
1012,21.9032175297
1013,21.8430507198
1014,22.631505934
1015,21.8488626437
1016,21.8667841153
1017,21.8498929706
1018,21.8344329474
1019,22.0548421094
1020,21.9999394533
1021,21.9161508685
1022,21.9231395528
1023,21.9008949423
1024,22.6114214542
1025,21.9176900477
1026,21.8720946239
1027,21.6488299863
1028,21.6336513303
1029,21.6805399136
1030,21.7190607884
1031,21.6563830646
1032,21.6955684405
1033,21.6533764905
1034,21.6611871186
1035,21.6584251094
1036,21.668822402
1037,21.6599697778
1038,21.7101165103
1039,21.7219349611
1040,21.9098019519
1041,21.6784989124
1042,21.9825779346
1043,21.9260814866
1044,22.0313105828
1045,21.7475320707
1046,21.85293687
1047,21.7437198418
1048,21.9992155324
1049,22.0083731989
1050,21.8092002384
1051,21.7638258212
1052,21.7236060889
1053,21.7129348002
1054,21.7153987912
1055,21.754898762
1056,21.7423957978
1057,21.7235269818
1058,21.7456731791
1059,21.739152314
1060,21.7291635988
1061,21.8155189551
1062,21.7401317517
1063,21.7598213058
1064,21.741288602
1065,21.7820393856
1066,21.7501725621
1067,21.7526327794
1068,21.7533857498
1069,21.7563507741
1070,21.7593589391
1071,21.7624239805
1072,21.791130126
1073,21.7770280794
1074,21.7721031398
1075,21.807472592
1076,21.7934604505
1077,22.0554256105
1078,22.0013311315
1079,22.1470720947
1080,22.2933533173
1081,22.3225534614
1082,22.4469710489
1083,22.0526251839
1084,22.0457550138
1085,22.1901929211
1086,22.0806282628
1087,22.4471831119
1088,22.0982552139
1089,22.4578973146
1090,22.2643508179
1091,22.3313167571
1092,22.7534618431
1093,22.2954546592
1094,22.6586814412
1095,22.3693146205
1096,22.3945438426
1097,22.0902611498
1098,22.1757618721
1099,37.8913778672
1100,22.2074452277
1101,22.2697028918
1102,22.4718754129
1103,22.4114294197
1104,22.4078620791
1105,22.2173736868
1106,22.1670362185
1107,22.0930085494
1108,22.4096377045
1109,22.347516564
1110,22.2322145162
1111,22.1391660139
1112,22.3772048936
1113,22.2563174571
1114,22.3084193866
1115,22.9483192943
1116,39.4698004411
1117,22.4576205405
1118,22.495582871
1119,22.4147857235
1120,22.6395248659
1121,39.2512263678
1122,22.8530145411
1123,22.3992871556
1124,39.3703361123
1125,22.5842268425
1126,22.4019660334
1127,22.249369044
1128,22.2626570523
1129,22.2900556128
1130,22.3392327182
1131,22.4831107433
1132,22.3619942434
1133,22.5139991307
1134,22.4790483357
1135,22.320729095
1136,22.356007912
1137,22.1535365908
1138,22.1682523774
1139,22.1530631129
1140,22.1609715197
1141,22.170397511
1142,22.1435443665
1143,22.1455385084
1144,22.1591348643
1145,22.1484731331
1146,22.1502634274
1147,22.1529183581
1148,22.5220277238
1149,22.1643526073
1150,22.2436842093
1151,22.7401553215
1152,22.3978376433
1153,22.2504373822
1154,22.3274488292
1155,22.1887356788
1156,22.3188271289
1157,22.4042790377
1158,22.3869417013
1159,22.3942601913
1160,40.5533415458
1161,22.7950917591
1162,22.5243093533
1163,22.4593760742
1164,22.5494589149
1165,22.5381939883
1166,40.6141061686
1167,24.8726421241
1168,22.5917213721
1169,22.615495706
1170,22.4109799421
1171,22.3356208958
1172,22.3698873154
1173,22.5493837956
1174,22.4185955443
1175,22.3108779836
1176,22.4910675708
1177,22.41942214
1178,22.5044215873
1179,22.6379307047
1180,22.2966284826
1181,22.3476079874
1182,22.2765514427
1183,22.6351393164
1184,22.3495113311
1185,22.3863135588
1186,22.3824747981
1187,22.3760836639
1188,22.4498980172
1189,22.6600356294
1190,22.220781399
1191,22.2223287206
1192,22.2933649527
1193,22.3772140374
1194,22.5709026537
1195,22.7146302271
1196,25.5105159124
1197,41.9224656133
1198,40.1828253084
1199,22.717058368
1200,22.2730280798
1201,22.2142890323
1202,22.5380300109
1203,22.8467465125
1204,23.6104613081
1205,44.6836280615
1206,22.3284984325
1207,22.2743851525
1208,22.2990427886
1209,22.8475491778
1210,22.9902690653
1211,44.7041127356
1212,43.0647659076
1213,22.8837467552
1214,22.740358581
1215,44.7369436508
1216,22.8946469917
1217,43.1400835134
1218,44.5348314878
1219,45.0609915392
1220,45.09497006
1221,44.2694237845
1222,44.9336544072
1223,44.6480270233
1224,45.0263570671
1225,44.5785965103
1226,44.7939910133
1227,32.0175139744
1228,43.8199338715
1229,44.2913426111
1230,45.2364501676
1231,45.3738176409
1232,45.4104638233
1233,45.1127301143
1234,44.0924780182
1235,44.1752168813
1236,24.103448917
1237,45.5843006689
1238,45.6559360483
1239,45.683148229
1240,45.6892181448
1241,45.691591555
1242,45.6256585442
1243,45.6481288515
1244,44.4826621815
1245,44.9039790004
1246,29.5033650045
1247,23.1209015601
1248,23.432115487
1249,22.5108093855
1250,26.0903984179
1251,45.8836305767
1252,22.3945736511
1253,44.3009318009
1254,44.8518533868
1255,46.0049412157
1256,44.7092112197
1257,43.2689717432
1258,22.4356223993
1259,33.9403580094
1260,44.739166062
1261,46.2655139516
1262,45.6249069077
1263,44.8889339162
1264,44.6048103797
1265,46.2423290438
1266,46.3049682947
1267,46.5053288806
1268,46.3120204101
1269,46.867585251
1270,44.1995347174
1271,47.3153604638
1272,44.5300134164
1273,47.3307889098
1274,35.6331866504
1275,44.4637944653
1276,22.6853113574
1277,22.8661211989
1278,22.2877031604
1279,22.2285030519
1280,22.3287792925
1281,22.5106274734
1282,22.830560788
1283,22.5213764439
1284,23.2195044216
1285,23.0992166003
1286,23.0762895107
1287,22.3074932536
1288,23.7584880621
1289,22.4464400853
1290,22.7503730763
1291,22.4410558228
1292,22.4215936696
1293,22.3569384084
1294,22.6160755396
1295,44.0521683173
1296,44.5411948852
1297,22.4416509076
1298,22.4075389887
1299,22.229916496
1300,44.7420908152
1301,46.0329377891
1302,44.2208663867
1303,44.5480046922
1304,44.0981494961
1305,24.3213537036
1306,44.0873172656
1307,46.6209417391
1308,44.3670124827
1309,23.4718393689
1310,37.9731660383
1311,26.9710876002
1312,45.2682366485
1313,54.8701423743
1314,46.0295495287
1315,44.492256496
1316,54.5980127191
1317,47.7601765853
1318,49.9166594985
1319,56.8120041779
1320,44.2627685565
1321,57.1891445483
1322,46.328932898
1323,45.2664349127
1324,23.1265055721
1325,44.5812462701
1326,53.8149680372
1327,47.8979246853
1328,57.6889118444
1329,58.0393565955
1330,58.0778027943
1331,57.6896942393
1332,57.6487079707
1333,58.0086392091
1334,57.9628192918
1335,58.2675028031
1336,58.0126797998
1337,36.6100358495
1338,56.9352064883
1339,22.6104163319
1340,22.3608452037
1341,22.3968027456
1342,44.122268355
1343,22.4813862982
1344,22.3568481168
1345,44.0821033588
1346,23.9521016757
1347,23.1590755676
1348,22.4921833965
1349,44.4385133293
1350,26.5872728603
1351,22.4501496326
1352,22.7409720409
1353,22.5072643063
1354,22.376563416
1355,22.2814637325
1356,22.5015869372
1357,22.9084184919
1358,28.0463415857
1359,22.4641368866
1360,22.4819694796
1361,22.5078773096
1362,22.8103741332
1363,29.1549364884
1364,22.651508267
1365,23.6338006691
1366,22.5175563968
1367,22.4292996782
1368,22.4732920301
1369,22.4981490384
1370,22.3087652587
1371,22.4461759446
1372,53.0043068673
1373,47.4471997902
1374,53.8452315482
1375,59.035454573
1376,45.4674794962
1377,23.7493158962
1378,44.2491735624
1379,33.517849701
1380,22.513901734
1381,52.5275525092
1382,44.5425838086
1383,44.2876500772
1384,56.5017193247
1385,24.522480518
1386,23.0500488411
1387,22.4812360774
1388,25.2455981975
1389,36.7583953928
1390,57.9353736458
1391,46.2987513937
1392,44.7418294892
1393,27.2303093307
1394,22.4092516117
1395,34.625830841
1396,22.459482976
1397,25.1928873722
1398,44.7737866307
1399,44.921155342
1400,59.3589402687
1401,58.0365233034
1402,59.4415412939
1403,45.0859636769
1404,22.5408724523
1405,22.7885354516
1406,24.2269179069
1407,59.3014602925
1408,46.1821326633
1409,59.9428230322
1410,59.920508581
1411,59.3249268888
1412,59.2038830925
1413,57.2781812205
1414,45.1482629613
1415,58.7381208718
1416,44.0881610048
1417,59.5150594903
1418,44.7978620886
1419,57.8353152932
1420,59.4021398608
1421,59.99672037
1422,59.9744667528
1423,59.9763009587
1424,59.918232626
1425,59.3456778916
1426,58.4949152624
1427,58.199689222
1428,59.8113811724
1429,43.8875636437
1430,45.2176592514
1431,45.1300140154
1432,59.1464419373
1433,59.3241590297
1434,22.5589351938
1435,59.4989584355
1436,58.9073512317
1437,59.845576092
1438,58.880909411
1439,59.0224112493
1440,23.0288437926
1441,24.3741179388
1442,23.0530864572
1443,22.4546904204
1444,22.7551672031
1445,22.4175509359
1446,22.489470146
1447,24.0338579859
1448,43.2654347263
1449,43.4325150041
1450,39.0481374152
1451,37.1063881326
1452,22.873293791
1453,25.5358414588
1454,39.2293974393
1455,22.906684488
1456,25.3273750035
1457,23.2971322991
1458,22.6837976686
1459,23.7357036091
1460,23.6284459636
1461,22.7048377981
1462,22.9975294164
1463,22.8754113885
1464,22.9188820087
1465,23.0010040169
1466,23.8707865469
1467,23.5093265482
1468,37.8615672075
1469,22.4789398936
1470,22.721670417
1471,22.5821322979
1472,22.9718006507
1473,22.7287779116
1474,22.9122583424
1475,22.4708694695
1476,22.5293334541
1477,22.5726969469
1478,22.9852728437
1479,43.2523467182
1480,22.5530305503
1481,22.8943850836
1482,22.9098910257
1483,22.8453649507
1484,22.6590185038
1485,22.9741612951
1486,22.9234965148
1487,25.1157179463
1488,43.3579759723
1489,26.086634482
1490,23.0419536321
1491,22.6500758377
1492,22.7333767905
1493,22.9451727548
1494,22.3888397074
1495,22.408024646
1496,22.6748741898
1497,22.5492026246
1498,22.8350688027
1499,23.05260734
1500,22.7168140304
1501,22.4278012546
1502,22.6918875128
1503,22.3861554548
1504,22.4412163437
1505,22.4062966977
1506,22.4031106079
1507,22.4499379823
1508,22.7536727402
1509,22.6017332378
1510,22.8609249008
1511,22.7559156848
1512,22.4970569426
